ORF,WT_RNA,WT+DTT_RNA,WT+Tm_RNA,WT_Ribo,WT+DTT_Ribo,WT+Tm_Ribo
YPL160W,1989.530315,1437.214398,1510.173548,3531.49974,2784.228382,2910.205178
YKL095W,62.71772384,86.42981582,67.29722516,52.83062102,73.38957739,45.88788475
YMR277W,264.7016289,274.2565557,232.8665128,240.672773,245.9427495,240.0523687
YGR166W,104.8375233,195.950262,148.6422642,59.59751645,99.3694753,84.25635373
YGR136W,447.4769971,1567.494181,597.2438207,476.9795971,1732.476707,624.7378951
YEL054C,3551.479782,1765.676878,2656.036605,4064.509874,1880.914473,3019.490662
YDL053C,228.2100223,268.3439745,225.6746047,183.3175474,218.2485914,206.833344
YKL119C,242.5216095,342.1035154,330.5119297,99.6508459,149.1764996,120.4057682
YJR141W,227.017459,344.5798824,315.5529433,12.19545371,33.88999822,23.85338952
YOR051C,1075.924287,929.6140721,793.0641738,534.3179092,514.5506834,389.2180188
YDR460W,196.0934385,309.65232,275.2273843,127.4602687,228.638978,184.6219328
YGL197W,142.7439659,231.6904441,172.490412,168.9419254,260.1519063,206.6984705
YNL215W,224.6013377,344.8475627,298.1734339,131.9812891,224.3982925,155.2153781
YMR317W,10.72894575,17.39593938,9.398358156,3.067906271,6.707059454,5.132086758
YJR036C,45.7955099,131.2742609,84.09489363,7.054740238,12.79544371,5.245059409
YDL087C,36.4092714,56.2325386,52.07565787,35.25950069,71.82447876,53.37842836
YDR416W,256.9387294,329.612431,300.9675292,91.7923164,115.2603171,90.45592679
YLR133W,82.70844138,154.4490222,103.9840109,143.6283057,319.6673724,207.4883497
YDR167W,297.5811129,261.9716379,278.1035603,214.1861695,228.470861,208.265322
YDR122W,125.5269607,331.8161339,221.4733578,153.4606999,416.8230912,253.6486299
YJL127C,106.3086467,144.3581026,106.2223324,43.89961537,65.94206919,54.14868502
YNL069C,6940.283283,3811.059645,5829.175484,9336.245752,4923.649853,7675.070662
YDR068W,259.4985586,322.0711347,304.1924686,141.5528748,181.132029,140.7797129
YPL143W,8506.644974,4176.878206,7151.378683,4856.558446,2372.126774,4303.40964
YBR234C,464.026917,898.9594609,602.3643312,543.1733337,1371.499244,728.4904374
YDR325W,329.8456397,377.9497131,325.3534403,117.5990599,153.5168506,113.8209817
YKL121W,76.83840233,162.8723653,147.3733939,30.60341838,74.11039847,56.14210267
YNL261W,194.7612044,250.9568234,249.9588609,77.16351838,122.6024808,98.36739056
YDR421W,144.7094233,242.1572575,176.5682008,32.87618602,60.23721315,51.97450841
YJL095W,107.8865355,140.4332229,121.4970647,65.68537165,104.6845845,74.82075749
YIL043C,1718.208245,2032.259856,1597.466801,451.6279872,613.790269,518.7944092
YER023W,917.9595359,1021.895742,895.2317482,899.8982012,982.7487235,900.5233784
YHR169W,442.3234695,234.7982916,199.3303004,250.2913752,131.3952,139.7890249
YOL078W,162.7173418,197.5764296,182.6660396,76.00620036,102.7097441,92.28705433
YDR352W,262.4235449,226.0168302,244.5778674,125.1133317,115.3682556,129.2168279
YFR018C,193.2719363,300.8885628,180.6740432,70.54455469,93.12564016,63.02164465
YDR192C,112.4117489,143.2685236,119.9733809,130.1822476,185.9884859,146.836372
YDR023W,2856.232172,2321.788341,2558.063334,2918.88189,2461.106373,2637.905414
YIL145C,239.5118366,356.896575,292.1180142,219.9425666,285.816933,244.9681783
YJR069C,334.3392051,272.0189749,304.4027094,436.8580675,379.4148574,387.414379
YDL145C,895.3718406,1471.733943,1172.968779,1258.522025,2181.34334,1768.06579
YHR196W,897.1209282,651.3528899,626.1588153,377.8817754,282.3173903,226.3743939
YER048W-A,376.7253647,548.3406592,470.9113847,244.6043551,371.2156569,286.2772312
YBR093C,32.93556958,44.12480169,35.03329661,6.003857905,12.83395868,3.296307133
YJL058C,65.89927488,96.93446768,74.20814281,38.1865262,63.30825866,39.31051105
YPL100W,180.8939896,349.7649475,250.785699,94.2152749,180.605029,121.6464851
YOR304W,241.3978921,394.2597479,350.4287617,161.116364,247.671641,216.4596256
YDR282C,112.4022135,166.6822288,167.9160347,42.67054338,54.44639057,54.28653732
YPR135W,149.4119484,210.9417788,177.8373976,169.1485798,229.2543624,189.075595
YDR409W,65.48182529,76.17454432,73.60000104,65.74995288,75.97823475,69.29679495
YDR486C,285.4541141,410.6020342,357.6458994,208.5625062,352.2906701,233.7091148
YLR454W,257.1232056,500.7761963,363.035817,149.802665,336.7272075,190.7776912
YPR063C,263.0535117,290.850183,237.8255273,350.4892532,413.3465801,317.6008338
YMR289W,310.6180646,411.8165384,325.9146698,95.92295909,138.5068092,112.4958556
YDL036C,230.8798657,195.8058399,209.0994458,103.3161651,119.7635714,90.27993211
YJL118W,36.06810819,51.79850764,31.40899727,24.86657683,33.41655704,19.95815362
YGR171C,134.785887,172.9403687,186.0211825,73.82984268,89.78618642,76.41157343
YFR032C-B,35.36089038,36.3544184,45.13570866,10.4127241,12.43003419,9.698335516
YGR048W,283.8828908,602.8261657,545.4417596,133.8343861,316.3506172,310.1995207
YKL034W,61.74040172,182.6621861,118.0928778,86.96828744,288.837233,111.4037668
YCR027C,139.6195539,163.5104133,162.2443499,68.18092306,64.93091913,77.16294671
YGL004C,210.1533117,290.3674619,278.5508051,92.15098866,137.7087129,106.0481311
YFL062W,29.02583909,58.70555276,42.34223753,10.58229845,13.61509836,11.2694261
YBR150C,80.59731032,130.74975,133.0168483,60.49714703,103.7459559,96.24754656
YER001W,519.1069998,446.8362469,455.5770498,524.8834275,384.6793691,342.669879
YCL037C,258.6517001,220.738212,239.437701,1728.561078,1212.364789,1451.16943
YOL111C,160.5219656,212.1150349,157.3513047,247.794246,347.8399152,242.0287346
YGL244W,664.6401108,742.1942935,814.4606658,483.2011114,586.1026327,556.329123
YJR098C,137.4425725,208.8633792,166.0276197,50.97848849,97.68365523,69.15836268
YNL267W,342.5092317,483.1860496,461.0933334,204.6069265,304.3541678,256.855246
YOR079C,268.9336932,353.9931083,303.1185358,81.43417502,148.3893767,90.15004237
YDR313C,99.6357754,118.6128987,119.0621147,35.41933423,46.34021589,45.3653491
YJR143C,683.5808186,610.3787284,617.7349282,927.0055136,1002.184951,906.9005431
YLR371W,176.8813944,296.9689908,216.9661442,97.00326781,155.4038932,120.6290302
YDL126C,3125.642038,7370.727558,5679.69034,3029.255645,7282.157212,6175.415141
YFL013C,164.7058055,306.5416978,253.9638109,151.1082762,270.0327104,209.9803027
YLR260W,173.5743659,257.6245991,217.6742402,124.0040942,194.4908537,172.1270595
YEL030W,65.29084256,94.06431139,70.40521248,9.094500271,23.51310469,13.43270513
YMR216C,261.5831139,289.6857982,201.1186701,163.6921924,215.2946817,162.8119031
YBR108W,46.94438296,157.8858574,79.43394296,110.9864164,345.5217285,212.3493785
YLR268W,259.3223898,236.6448223,267.7044446,221.7861688,198.7501621,212.6584048
YDL045C,84.53769532,193.9177499,125.658558,60.24834486,168.4518186,79.32026787
YGR229C,1063.327943,665.5521349,846.170028,584.8163755,419.314695,499.7751636
YLR271W,66.18833328,135.3482843,96.51271039,11.98289678,30.35240908,15.31316134
YKR090W,216.3060949,226.7032865,206.6802973,139.9788228,142.7527178,132.7334166
YCR031C,3864.411154,1987.513434,3244.298246,7496.599802,3846.648392,6393.374635
YER016W,510.9486978,415.7747855,475.6147986,134.2211578,143.9310632,145.2897756
YDL189W,132.5301715,169.4862135,173.5339201,116.1878385,133.6033982,142.2919421
YER116C,72.53515976,120.5275382,81.4261411,21.48657353,51.79180914,27.22339794
YOR141C,250.119248,335.20692,283.5337295,289.3270161,430.1412043,347.0800208
YNL292W,276.417945,318.0902633,291.3352976,322.8895307,403.7415151,329.4886716
YDL166C,360.5252128,364.4155028,363.4500136,179.43146,217.1634482,194.3653114
YGL153W,241.7713141,187.6075485,244.6525914,119.6434346,115.7764329,118.1378837
YMR297W,892.0885907,1819.47902,1272.687353,948.2501238,2470.04016,1276.95954
YFL047W,268.1322192,288.7966321,318.002638,158.4596153,139.2592236,191.5283556
YDR458C,285.6299229,406.5445306,396.160989,137.4778599,199.4482418,185.445756
YDR090C,116.5845063,154.2177111,155.4476977,43.4054809,70.18508638,59.01538979
YJR047C,12.99504658,35.63422869,11.84805001,42.99078578,55.24104176,37.93386819
YDL109C,31.66462128,76.11615959,48.44584828,5.53496278,16.13405416,5.697879258
YGR036C,113.0424497,153.8907885,127.7335226,68.54940917,114.5292791,72.28824595
YPR069C,1357.911527,997.7405938,989.6639425,1567.598646,1148.054194,1149.043435
YDR162C,280.5213358,386.2738446,382.5955565,125.5397253,181.7502401,148.6201008
YER168C,481.2694555,610.4334751,502.4411206,258.1027993,310.4469493,260.7870296
YJR068W,515.4971042,697.8731934,606.0810875,208.733051,270.8400766,248.7388402
YOL135C,102.9792594,125.2150613,130.0985387,79.97122211,92.26283143,97.49025072
YLL002W,101.7638286,112.46271,128.7296326,42.16052285,55.9465604,55.80190105
YKL207W,677.3827565,1070.987188,819.783952,299.4481695,480.8068891,367.345726
YPR072W,478.6345141,688.8647177,654.7810972,393.7409253,533.9082531,500.6299853
YMR075W,129.9051165,128.6548144,129.2960759,86.82862306,98.70890329,80.03961602
YNR043W,1297.481131,992.1790832,1246.527534,2283.285179,1696.661468,2149.875291
YPR088C,1126.119724,1287.185671,1052.391832,689.4434551,764.9085988,693.7644369
YNL004W,768.8185479,727.6150058,656.66089,439.2421421,449.2949448,419.5782206
YGL221C,690.5404509,990.5342228,838.7677149,440.0424509,633.7880878,531.8132247
YGR126W,8.283962146,23.89581908,11.74877725,17.19826705,52.57727733,22.02264839
YDR182W,282.8495073,377.0897925,324.8020514,237.6355312,350.8863426,206.3938087
YNL155W,436.1176481,398.6344798,539.6031838,150.4060147,166.4564656,208.8545061
YJL019W,74.91854845,73.49376936,65.93693571,101.0458421,88.59271539,92.64284136
YOR044W,109.0140019,167.7585441,139.3242918,27.19825223,30.43372207,25.74083913
YDL084W,4346.510946,4071.610306,4504.92086,2390.546604,2337.649789,2553.813605
YPR162C,113.3650363,141.9779924,136.8162078,81.62644105,108.1737084,94.68638097
YDL155W,318.6086286,321.8281426,357.6306008,113.3454318,116.458208,113.3715314
YJR135C,66.72485368,65.9216988,59.79015953,16.30138388,18.27594879,17.21148713
YKL208W,113.6611823,144.8455256,132.5871731,45.0781587,59.06967153,51.08806496
YPL204W,409.5993663,566.1212998,495.8649679,329.8093347,467.6507492,404.0498514
YLL023C,154.1479934,294.4768246,184.7067798,227.7692376,561.4558916,284.1715822
YNR029C,444.8482035,720.2389679,537.2280447,147.0743681,278.3114972,176.2235891
YCR060W,108.7489833,87.58885209,77.9205089,65.76890557,48.40389453,59.06159223
YMR124W,107.9935019,171.4166389,125.030538,206.627436,295.5737137,252.11483
YNL189W,979.174941,1035.509146,855.7417118,1386.745708,1601.834728,1318.632746
YOL027C,415.7326525,363.7228518,481.094797,576.0243559,475.1395536,612.5952214
YAL046C,123.0401376,95.71425648,116.096044,124.8108568,86.72501775,139.3891409
YJL192C,566.0778817,743.9951877,667.7637406,271.3786735,352.79901,277.6419678
YGL236C,272.1179344,139.9907565,206.0254506,195.8909757,104.5315541,162.2199211
YPL107W,102.3877405,126.1375521,142.1095806,31.66275963,35.70354241,45.88993966
YGR020C,831.9736617,690.1629508,744.2585682,495.5589739,526.5255723,432.3908045
YDL098C,102.5833207,117.5535386,140.0798024,66.17585602,74.67030505,73.8372798
YNL158W,74.30760191,111.8917405,92.03624901,74.11747245,112.9904011,73.66804954
YGR277C,372.8601756,516.5830885,475.6839481,184.47572,247.3579377,224.9326224
YGL133W,191.3529949,274.3445099,245.9232801,133.9216908,144.5741723,153.4934304
YLR398C,284.8121546,488.1767604,408.7813019,395.4227248,747.8490059,550.094105
YFL027C,287.5227757,222.9800701,206.8408529,49.09958988,54.22349109,36.98399313
YER088C,99.00652369,103.9467029,68.93536458,65.55728005,91.40335703,61.38868394
YOL001W,72.84594308,94.98160839,87.18419108,16.85589942,18.93450549,25.8164455
YNL086W,16.43258025,19.31161074,15.69560954,11.88695033,19.68101939,15.66314451
YNL188W,238.4090457,130.5084831,184.8214333,34.14126599,22.47971131,26.46300791
YER120W,531.4370906,560.0670131,460.3246086,949.9875287,959.777922,874.0128623
YOR189W,146.0302037,277.1680929,264.2016199,90.58191665,204.4965623,141.2994336
YDR531W,696.1397105,544.9760246,641.3829448,418.1379436,317.2303247,375.8055676
YIL148W,6049.935164,2888.384183,4922.640503,4220.762291,2063.053932,3503.818623
YBR080C,317.1211543,733.3471631,570.5854213,491.5085567,1187.696867,965.7693819
YBR162C,883.0519733,878.8838411,1108.955558,1911.071707,997.3202024,2348.493602
YOL075C,83.25882373,209.7872649,130.2149413,39.30540397,116.3876923,60.89379148
YPR168W,59.19965665,83.30079432,67.57776672,29.39165967,53.45082278,34.32111884
YAL012W,772.2330496,1370.945961,740.2047302,2803.315083,4268.086562,2892.475513
YGL091C,323.1548601,685.7852238,562.1266042,125.2411656,275.1698745,204.1002478
YBL082C,183.5019658,373.3819815,263.0801069,141.8151845,263.9105289,234.242851
YNL009W,26.480431,44.55799694,42.25052757,7.24071636,16.41594436,16.97819136
YER157W,312.1348477,426.1469327,393.6621705,130.0669379,212.1332327,180.4148652
YKL094W,505.7659522,764.5387742,691.380428,201.3347442,362.3849891,322.6866003
YBL095W,224.6657367,134.8505387,193.662947,54.60605567,44.13435332,42.58585917
YNL138W-A,105.9916275,136.9387946,164.0570898,72.8918006,91.97540453,83.26056899
YDR447C,6947.377446,3199.248057,4966.720594,3961.56436,1750.856375,2651.502839
YDR265W,189.0018362,315.5585977,248.0915582,37.87423206,63.86633117,51.98536645
YOR018W,107.6630799,224.848079,124.0746079,91.0646886,231.3513185,106.2713769
YGL145W,244.4765798,335.964899,318.7639591,126.5986507,223.0255299,168.082664
YPL179W,296.2051943,630.2312554,537.9342637,238.9640657,468.2397699,399.8998377
YMR258C,341.2627844,943.9361959,489.2774943,116.4682192,281.0990753,156.3153815
YGL112C,412.8024104,527.6871484,466.6708631,259.8681514,373.6373705,306.4958514
YGL173C,520.2927723,895.5015964,679.6125782,1339.00669,2139.075518,1677.762658
YJL176C,253.7443473,245.0182262,293.0143884,288.2122078,292.3250356,345.605754
YIL035C,877.9444161,890.2964937,916.0767078,338.8682589,346.9617259,323.4191206
YHR081W,295.7587419,181.2785474,180.7003103,190.3105294,130.9844019,117.193494
YMR273C,85.30687853,123.9673609,99.71956253,116.3362928,136.1017884,122.5831824
YPL245W,549.4073638,420.2494572,374.8339024,256.0909934,193.222527,193.080243
YOR081C,57.65749166,51.90952482,45.67741375,80.69814864,84.22375032,70.10586475
YML126C,2190.714348,2368.503093,2509.924833,4605.336656,4627.881185,5194.792378
YIR023W,107.2018427,139.2272235,135.1511774,117.8781814,122.8310059,118.1226249
YIL016W,242.6159792,241.3664366,268.508189,148.0062156,142.1926835,152.3626408
YLR225C,242.2395616,506.6444971,412.9006001,153.5057755,333.3043189,227.289221
YJL219W,2.83215625,6.912742163,4.965727737,0.397135842,3.935924934,1.226475498
YOL020W,504.654484,568.0655838,491.4467774,306.1178672,356.0007399,319.6183297
YGL175C,21.8620385,24.02399134,22.576499,10.97977827,18.96612436,13.81472623
YDR297W,247.6704787,243.7155336,149.5915413,230.007418,245.202313,146.8354995
YNR057C,61.2685786,35.96472213,42.47091519,6.692860192,8.047565343,9.04293902
YBR270C,75.05358151,93.35456312,61.26786311,5.170369224,12.52076218,7.369690473
YMR001C-A,34.07243689,7.37137109,16.56803341,5.693507035,3.620989153,3.196958244
YOR028C,39.44816063,19.29040195,5.754608443,30.81876273,14.133989,5.076141494
YOR100C,14.99698684,13.5591454,9.999869339,2.448193185,2.140896859,1.260126736
YCR086W,57.04920683,69.52750015,76.20129871,68.04648373,71.85547303,71.37105482
YGR108W,213.7807522,81.67387672,134.2768678,48.01269862,20.06005519,29.65554464
YHR128W,858.7295769,392.922464,435.2685482,1053.861058,463.3124131,568.2914157
YJL045W,0.868089856,3.130102143,3.165874614,0,0.461273721,1.221770708
YKL156W,2317.486383,1203.229651,1611.021757,1801.587657,951.1280798,1284.564316
YLR240W,97.65450311,169.1812723,118.6481127,91.36031103,161.1571457,116.6535684
YBR071W,87.96493937,230.4329326,149.4555403,119.9484717,424.7229493,225.7283564
YDR141C,158.4546672,387.5435725,255.5837343,209.3667683,523.0414964,300.5436131
YER014W,156.0639297,436.1185915,214.3291481,73.21154064,212.0150645,108.9536784
YER056C-A,1782.930712,868.2896581,1493.536542,3384.398279,1436.847131,2508.396369
YDL090C,211.133973,277.1806546,239.7187987,74.32408411,101.8839786,85.19686128
YDR089W,167.5883653,181.6199217,150.834881,99.61055286,111.342097,80.74212344
YIR024C,118.3097367,175.2011213,188.0816084,64.15173443,98.66610606,75.16392579
YBR014C,298.5159593,412.7343471,353.966743,136.7853302,234.0314704,159.6154964
YMR026C,228.3295771,288.4727041,335.8657747,37.50858235,35.26937486,53.14424095
YDR464W,196.1033867,192.24837,170.0491078,192.33915,202.7422819,170.8004088
YER092W,252.8431968,370.6800793,304.1032516,117.504823,217.9906896,137.373241
YLR209C,179.6667905,221.1262702,170.975285,154.3420981,188.7897165,145.398753
YLR361C,105.1525882,195.3066545,139.1425288,79.76899496,137.4305578,89.87921711
YLR075W,27373.22931,13689.3729,21473.2624,18374.17686,10169.61974,16221.77762
YJL002C,1020.143372,1330.645915,1219.132776,692.6620176,903.2165852,680.1145503
YOR361C,2060.455793,1949.107277,1701.369536,2778.171781,2992.898445,2486.293718
YIL159W,110.9093521,102.3358807,104.4258811,63.76375721,64.60017773,60.03711955
YDL134C,590.3795618,878.7412844,653.7440713,235.3320722,388.2090015,302.7193238
YDR508C,1132.767531,1031.051941,1039.107552,1322.236773,1311.153396,1298.526971
YDR414C,129.6842217,97.95951458,122.6995579,67.71740125,60.04492821,71.79774365
YGR070W,62.24128811,142.9331446,75.27346804,13.25652596,42.27879057,17.25908639
YOR131C,294.228156,423.2514631,358.5213954,161.917418,234.022759,171.0240176
YJL041W,216.7081396,291.0155051,239.4142448,807.3569353,981.8775212,901.8630156
YNL097C,174.2653901,220.6904838,159.2919236,52.19740125,78.4533789,60.87030126
YBR007C,82.96322708,146.8711135,145.3716809,72.07268953,145.5685977,128.9274213
YDR356W,208.5044776,229.1826284,251.967044,160.4889883,187.3541603,197.8524407
YGL120C,607.7127567,587.8612558,524.3628965,809.6108125,880.2270303,724.9073403
YAL016W,839.3999694,1331.060044,1117.496598,784.4593155,1407.043541,1035.194114
YER125W,388.7769792,625.589833,441.8984733,771.5618006,1187.966746,976.663386
YNL027W,144.882709,233.6392793,175.5339957,134.2253619,265.3650817,162.5601889
YNL290W,470.6803127,526.8567474,448.272172,260.0887166,337.9009744,296.65553
YKL134C,188.5827787,199.5851529,215.2171906,145.9250109,169.2275192,154.6741453
YAL030W,85.79494695,214.144658,174.6734625,117.1820133,251.207682,181.421661
YNR051C,344.1746134,388.3323419,374.8012171,259.0912156,300.2345356,304.0577499
YNL214W,59.55301469,102.3978822,102.6312568,44.27536364,101.0141021,60.04099794
YJR088C,420.9424194,540.0984884,497.5262047,282.5094745,420.0192387,332.7341399
YDL069C,60.31369185,71.27431535,80.17648683,19.303572,36.4522985,33.69558403
YNL154C,699.6328771,677.5331643,575.144561,606.524104,600.0480502,580.2452479
YGL155W,338.4925059,319.2812162,334.3168725,98.72661968,115.3485399,117.0440385
YDR118W,176.064412,285.4181329,251.2639253,43.08313286,79.72888275,61.03382308
YIL069C,855.8384276,480.5266859,633.8100533,925.3785882,482.130733,621.512735
YGR252W,229.2240576,243.907136,253.5606491,98.74379178,111.8565425,108.6748323
YGR024C,535.1248138,568.8162801,519.2749336,93.7000427,104.6183494,90.4293902
YJL103C,52.34641566,53.25650332,65.35109739,20.98509806,21.92893499,28.12436732
YLL027W,294.3884311,211.0346511,251.5381104,145.7139371,102.9100304,156.0030069
YOR086C,589.41707,715.7762286,669.1581695,594.3209146,656.8376867,635.484386
YMR202W,5310.127819,4762.168556,4464.400825,2644.942947,2335.52561,2273.039357
YGL219C,152.0608206,199.2441088,196.1385521,149.011368,196.6289024,190.9220067
YPR178W,161.8544431,285.7047731,253.4894458,65.65475923,115.5277633,93.55063922
YKR023W,186.9620518,272.1743935,261.8632129,103.5185728,152.0355079,126.6490524
YLR275W,101.7836858,150.6230502,153.8093009,82.25561641,134.5980115,98.62915032
YLR228C,117.2862561,206.0974037,131.4602524,67.47521777,139.73843,66.23053042
YML077W,200.3383432,203.4869193,255.3674946,119.5434818,138.6187202,126.6683493
YLR025W,341.5207673,453.7846038,422.9708084,302.9242787,416.2909215,315.2815723
YGL036W,126.0839901,177.5204258,149.9501899,130.9461252,162.7064831,118.3024428
YML009W-B,145.2196357,167.3745921,116.618936,106.5025251,156.3737512,122.7216179
YKL140W,269.613245,438.9899138,325.368189,127.2441889,232.0496183,142.4510847
YDR106W,10.62436358,11.73711574,13.8085764,6.593109303,9.849472024,8.059765965
YGL035C,181.8681895,120.1584698,155.2402576,298.8152543,160.4829277,196.7229359
YML001W,715.8817293,797.4031908,951.7056669,452.9325101,536.5057874,594.4977044
YNL059C,321.4731895,453.3830259,414.3536793,221.5764923,306.5353378,255.6484622
YDR205W,100.7258374,171.6712535,148.3949029,119.3885905,261.6391455,164.2758628
YPL259C,158.8498308,329.5275891,242.8487738,146.3843007,269.544238,179.9257787
YAL031C,106.6349275,134.9113372,127.7280447,73.97681088,106.2129688,81.42023479
YGR112W,146.2220603,174.4678568,149.8793864,86.02284334,108.7764715,102.2746105
YDR003W,164.3949324,262.1113494,176.9825645,56.29528679,141.6416864,77.99593404
YML078W,395.9693056,419.7627101,392.8614152,781.1791376,892.7782298,817.0143792
YDR317W,13.69142875,16.34972182,21.54318431,5.233179848,5.632385231,6.630416771
YOR271C,476.0983729,318.3170802,400.8110894,506.367957,325.6542,419.6222031
YIL107C,133.1108729,328.0520791,195.3966776,46.7237019,169.3872838,69.92539418
YKR031C,172.7232792,315.7946023,266.4714077,89.18419738,171.125509,139.7097301
YGR094W,2267.767822,1474.54068,1686.247817,3902.5392,2483.96524,3214.407488
YDR359C,86.25005169,107.8940663,119.7164337,79.39526005,77.75202665,90.58986093
YJR144W,498.0425625,390.9200834,532.1094237,238.7651158,216.8770291,260.2764112
YGR208W,486.2135218,524.9749863,439.4061294,267.043861,295.3680419,234.8490108
YDL019C,269.2397115,422.7104047,314.5824022,247.9297766,381.6577182,322.9407397
YNL025C,51.0754679,89.17444377,72.5061588,39.20251834,52.13695339,42.03792498
YFL017W-A,80.55964603,65.22986689,121.6420487,92.74925315,80.50660479,97.60100201
YNL162W,2319.574218,1133.935749,1789.823624,1954.203863,809.0585141,1611.02858
YER102W,1806.143648,754.5427195,1282.607551,2215.523532,1031.163698,1750.301263
YNL078W,81.2086564,75.58580515,73.2510754,64.74110866,35.6719445,39.41908649
YPL002C,191.9086895,289.7166248,271.1511675,57.81659052,135.8022558,85.39591938
YPR176C,386.4942572,594.4717504,545.5163173,160.0123662,230.1191473,199.1793723
YBL050W,532.3816238,1052.432878,971.6055358,237.6862828,619.9599037,447.0321268
YGL220W,436.3838197,524.9185443,511.2806206,280.4636061,434.3227961,362.4342274
YDR025W,2054.632704,1058.897562,1698.032698,4858.495561,2188.644919,3745.362505
YLR396C,152.1592037,248.9067317,203.2587097,94.69332581,183.5565224,125.5061898
YNL197C,127.4401775,125.4550344,134.7666566,390.3473298,353.7889672,409.1577543
YOR156C,31.98768368,49.87637483,49.06699511,40.97506427,71.20439475,56.78228654
YPL001W,321.0534106,479.4919363,552.8403497,129.9209699,225.3390165,200.8259348
YPL091W,677.9114146,1066.710425,853.152976,556.3369732,969.9825029,694.9073014
YGR120C,117.3830141,115.0545665,152.4445604,69.25278656,80.7469357,79.82904348
YPR101W,202.2754522,214.7868128,254.0393859,85.1580293,102.0641448,95.22954012
YKL180W,3690.739169,2139.540056,3378.085943,8745.692453,3937.546399,7133.324746
YGR206W,76.86696432,88.23930468,77.47200551,30.50265202,39.73310137,32.38173387
YOR266W,116.913979,98.62933064,133.9472614,23.32296669,20.16104555,27.32110568
YJR123W,14471.5948,6596.245794,10677.27296,17472.3274,7771.323001,13499.26039
YML027W,82.90560668,117.2296721,137.8369682,70.71565607,108.8374363,125.2110216
YOR337W,148.9488119,123.915275,104.9021042,84.21063706,64.46415595,64.40933882
YPL128C,92.40181502,74.17891363,80.86825889,161.2894295,120.6636329,159.902468
YAR042W,181.8712358,197.9168295,152.9432071,172.3981449,183.2753941,135.7142829
YDR419W,126.9711876,242.9208865,224.2065332,33.23485808,62.97033314,51.31964278
YIR014W,22.67475929,52.19373761,30.4880315,14.61304635,50.14166364,27.07770199
YNL330C,669.8368752,790.254289,691.0714463,267.5068605,294.34372,307.2189824
YDR292C,810.4787055,1033.009809,892.1958505,309.9752097,381.2712382,350.4791516
YOL069W,149.5442368,134.6985007,186.2711176,74.96656323,55.62394069,67.26856087
YDR087C,857.4441159,747.8247285,810.4567667,462.6806731,469.9339168,429.1367
YKR097W,17.66761468,58.72371099,24.65946348,4.771329102,21.3257717,8.186281221
YKL092C,230.7583266,211.383763,256.840524,125.6491973,119.8873231,128.5441635
YDR283C,222.7496354,304.8029387,287.6606843,129.1456494,194.8954114,176.0648551
YBR218C,1135.319975,531.8421435,695.5328424,1984.230321,671.4370025,1323.639862
YLR188W,332.1826945,514.5828423,434.6624854,155.0338032,211.582858,183.5569457
YGL226C-A,219.162414,359.7912076,341.1591495,175.1291421,283.9600539,192.0638197
YKR095W-A,92.99104243,115.2210495,126.8041302,92.91162849,105.4513416,92.08509384
YJR013W,266.0246303,346.1570513,371.5785146,110.8547078,138.4189479,121.1721563
YER044C,995.8600128,1083.369907,799.0590568,705.8762219,717.2514953,501.5956038
YKL173W,200.928039,393.8191978,283.2946535,171.2144015,246.1210382,224.5426882
YDR200C,103.2521725,159.0570073,166.0805007,63.79647627,106.033306,86.47791571
YIL144W,167.9595192,179.6041049,190.8263809,121.1285459,120.3008286,97.07436684
YKL043W,120.932093,79.30108702,69.92473075,156.0158156,81.50528922,68.83199828
YOL062C,697.8123012,1098.195021,704.5367993,119.0174593,149.4817731,150.0672115
YNL272C,251.0543019,358.2542121,319.8234886,118.4458026,192.4748287,138.9459322
YEL007W,196.7494296,272.519723,225.4147422,193.5481124,252.8447856,219.5761456
YKR062W,216.182545,320.1909047,295.44803,188.0657243,322.0224807,226.7780531
YNL256W,488.978772,725.1349208,540.8752667,198.6917761,268.5259049,202.1147072
YGL231C,365.0679696,535.0005694,481.8233802,284.1689635,472.3000365,349.3657191
YOR279C,143.3158286,146.8740107,151.5563851,59.37542199,76.15320597,67.44615975
YGR180C,1297.44506,868.2956872,847.7373681,1956.027166,1370.302485,1479.012962
YIR037W,366.9691796,666.3441134,460.5098559,353.457891,741.3119684,420.9114995
YKL077W,861.025582,1110.256659,982.4963403,606.7558973,918.805605,573.4989791
YJL187C,185.4953798,187.4740174,217.4435874,81.68804592,79.44808773,97.83834001
YDR159W,153.9091019,195.8123029,183.9203928,116.7388796,151.540784,120.1749798
YFR024C-A,675.0120136,1206.412476,830.3035465,431.2413324,695.7129119,543.0532959
YGR218W,634.6940251,955.7711295,701.670667,1029.346441,1576.587641,1160.103557
YDL207W,267.8379118,396.6905483,333.3583493,104.6522242,158.4426944,120.4310802
YKL054C,446.1373226,388.4829688,373.5577594,1940.832277,1712.167935,1599.273933
YKL116C,118.0501796,130.9554268,111.0189526,74.91968944,86.19276844,82.86822296
YEL001C,825.525182,1014.158933,984.976643,527.9613919,721.6998683,570.7630611
YMR156C,35.32487121,57.34502884,56.88500602,22.16159238,33.15299765,23.67480005
YKR066C,357.5233586,538.222368,571.8112013,315.930263,475.2352323,488.0528125
YOR138C,276.6423434,619.2773954,476.4025736,100.7008566,194.7700379,137.4067988
