ORF,WT_RNA,WT+DTT_RNA,WT+Tm_RNA,WT_Ribo,WT+DTT_Ribo,WT+Tm_Ribo
YKL106C-A,0.420374221,0,0.383270253,0,1.340236244,0
YKL111C,0,0,0,0,0,0
YKL118W,0,0,0.237262538,0,0.553113371,0.488341798
YKL136W,4.700379013,4.281681357,6.089926901,0,0,0
YKL147C,0,0.447664765,0.424482108,0,0,0
YKL156C-A,0,0,0,0,0,0
YKL169C,0.747331949,1.916217678,2.271231132,0,0,0
YKL183C-A,0,0.28135641,0,0,0,0
YKL202W,0,0,0,0,0,0
YKL224C,0.258051502,2.481241023,0.235274809,0,0.27423976,0
YKL225W,0,0,0,0,0,0
YKR012C,10.84565491,23.03952349,7.128826714,0,0.536094498,0
YKR015C,2.614130403,0.837854399,0.993081849,0,0.463020293,0.408798946
YKR033C,0,0,0,0,0,0
YKR034W,0.22700208,0.43653834,1.241795621,0,0,0
YKR035C,2.31855885,1.114681232,1.056956627,0,0.246400822,0
YKR105C,0,0,0,0,0.231307795,0.408441633
YLL006W-A,0,0.305742664,0,0,0,0
YLL019W-A,0,0,0,0,0,0
YLL030C,0,0,0,0,0,0
YLL044W,0,0,0,0,0,0
YLL065W,0,0,0,0,0,0
YLL066W-A,0.48000177,0.923071614,0.656452243,0,0,0
YLL067C,1.854773087,1.387103533,0.375791808,0,0,0
YLL067W-A,0,0,0,0,0,0
YLR012C,0.262733888,0.252626354,0.718631725,0.478940232,0,0.493037392
YLR013W,0,0,0,0,0,0
YLR035C-A,0,0,0,0,0,0
YLR041W,2.843565854,2.982733229,4.24240522,0,0,0
YLR053C,0.257420169,0.742551171,0.4693984,0,0.273568822,0.483065849
YLR062C,0,0.240233363,0.455585395,0,0.265518501,0
YLR076C,0.244928782,0,0.223310354,0,0,0
YLR120W-A,1.531363235,1.963267666,1.396198781,0,0,0
YLR122C,17.23930887,54.05250671,25.05719676,0,0.265518501,0
YLR123C,16.18440752,52.86066113,22.71940891,0,0.546022174,0
YLR149C-A,0.677269579,0,0,0,0,0
YLR154W-A,0,0,0,0,0,0
YLR154W-B,0,0,0,0,0,0
YLR154W-C,0,0,0,0,0,0
YLR155C,0,0,0,0,0,0
YLR156C-A,0,0,0,0,0,0
YLR156W,0,0,0,0,0,0
YLR157C,0,0,0,0,0,0
YLR157C-A,2.642066959,3.387233357,1.605911466,4.013541895,8.657416788,4.544844441
YLR157C-C,0,0,0,0,0,0
YLR157W-D,0,0,0,0,0,0
YLR158C,0,0,0,0,0,0
YLR159C-A,0,0,0,0,0,0
YLR159W,0,0,0,0,0,0
YLR160C,0,0,0,0,0,0
YLR161W,0,0,0,0,0,0
YLR162W-A,0,0,0,0,0,0
YLR163W-A,0,0,0,0,0,0
YLR169W,0.253082439,0,0.461488673,0.461346509,0,0.949851628
YLR171W,0.993611796,0,0,0,0,0
YLR184W,0,0,0,0,0,0
YLR198C,2.270020795,4.122862099,2.989507977,0,0,0
YLR217W,0,0.248033148,0,0,0,0
YLR222C-A,31.8009411,24.29822322,30.02956057,0,0,0.532826374
YLR227W-A,0,0,0,0,0,0
YLR230W,0.522904519,0.502788061,0.238375401,0.476603938,0.277853856,0
YLR232W,0,1.465232854,1.852472891,0,0,0
YLR235C,0,0.951484746,0,0,0,0
YLR255C,1.718955974,0.944472389,0.895562176,0,0,0
YLR256W-A,0,0,0,0,0,0
YLR264C-A,0,0,0,0,0,0
YLR269C,0,0.24377141,0.231147524,0,0,0
YLR279W,0.248402949,0.477693469,0,0,0,0
YLR282C,0,0.245101314,0.232408558,0,0.270898816,0
YLR286W-A,0.378336799,0.36378195,1.379772912,0,0,0
YLR299C-A,0,0,0,0,0,0
YLR302C,0.251808321,0.2421211,0.229582677,0,0,0
YLR308W,0.224534353,0,0,0,0,0.421353457
YLR317W,20.23681502,23.91260017,15.78306904,0,0.259112341,0
YLR322W,0,0.249654279,0,0,0,0
YLR331C,0.249845056,0,0,0,0,0
YLR342W-A,12.51166432,14.4980935,12.86981167,0,0,0
YLR347W-A,0,0,0,0,0,0
YLR358C,0,0,0,0,0,0
YLR364C-A,0,0.394578305,0,0,0,0
YLR365W,0,0,0.935010948,0,1.089862441,0.481117806
YLR366W,3.398879376,1.256970152,2.622129417,0,0,0
YLR399W-A,0,0,0,0,0,0
YLR406C-A,0,0.421043924,0.399239847,0,0,0
YLR410W-A,0,0,0,0,0,0
YLR412C-A,0.295977768,0.569182643,0,0,0,0.555421715
YLR428C,1.017748115,1.957189438,1.623855548,0,1.892789784,0.47746779
YLR437C-A,0.285253936,1.64568025,0.260076243,0,0,0
YLR458W,0,0,0.227454776,0,0.795373846,0
YLR462W,0.219938059,0,0,0,0,0
YLR463C,0.474532863,0.228138646,0.216324315,0,0,0
YLR465C,0,0,0,0,0,0
YLR466C-A,0,0,0,0,0,0
YLR466C-B,0,0,0,0,0,0
YLR466W,0,0,0,0,0,0
YLR467C-A,0,0,0,0,0,0
YLR467W,0.715352723,0.229277553,0,0,0,0
YML009C-A,0,0.247517057,0,0,0,0
YML031C-A,0.255879961,0,0,0,0,0
YML034C-A,0.742165107,0.475742373,0,0,0,0
YML040W,0,0,0,0,0,0
YML045W-A,0,0,0,0,0,0
YML047C,1.559676728,0.856957146,0.203144744,0,0,0
YML047W-A,3.771004045,5.318032426,7.793161821,0,0,0
YML054C-A,0,0,0,0,0,0
YML057C-A,0,2.388467348,1.358867262,0,0.527971854,0
YML066C,0.666593408,0.213649716,0.405171411,0,0,0
YML090W,0,0,0,0,0,0
YML099W-A,0,0,0,0,0,0
YML100W-A,0.641623812,0.308470074,3.217452917,0,0,0
YML122C,1.746320947,0.239876987,1.364728659,0.909538832,0,0.468155131
YML133C,0,0,0,0,0,0
YML133W-A,0,0,0,0,0,0
YML133W-B,0,0,0,0,0,0
YMR030W-A,11.65037128,1.272974356,4.103978232,0,0.281391593,0
YMR031W-A,0,0.495034114,0.2346992,0,0,0
YMR051C,0,0,0,0,0,0
YMR057C,0.260632017,3.007264119,0.950510229,0,0,0
YMR075C-A,0.754200809,1.45037248,1.146053209,0,0,0
YMR082C,0,0.242929585,0,0,0,0
YMR105W-A,0,1.459618935,0,0,0.645298933,0
YMR133W,0.440930417,0.211983776,0.603018113,0,0.937182312,0.41371744
YMR135W-A,0,0,0,0,0,0
YMR141W-A,0,0,0,0,0,0
YMR158W-B,0,0.248561102,0.235689179,0,0.824168266,0
YMR172C-A,0,0,0.227123113,0,0,0
YMR182W-A,3.386347894,5.209716813,8.644873494,0,0,1.270940832
YMR193C-A,0.248753553,0,0,0,0,0
YMR230W-A,18.78486201,3.553219046,14.59992268,0,0,0
YMR242W-A,0,0,0,0,0,0
YMR244W,1.113491241,0.642392729,2.436503754,0,0,0.835815768
YMR247W-A,0,0,0,0,0,0
YMR272W-A,0,0,0,0,0,0
YMR272W-B,0,0,0,0,0,0
YMR306C-A,2.757500626,1.928303914,1.59988959,1.827881985,0.799223449,1.88168399
YMR307C-A,0,0,0,0,0,0
YMR316C-B,10.17254968,21.31801186,11.17717649,0,0,0
YMR320W,0.784356779,1.508364182,2.383754015,0,1.94497699,0.490632331
YMR322C,0,0,0,0,0,0
YMR323W,0,0,0,0,0,0
YMR324C,0,0,0,0,0,0
YMR325W,0,0.240596528,0,0,0,0
YNL013C,0.249845056,0,0,0,0,0
YNL019C,1.356301733,1.304123972,0.82439262,0,0,0
YNL028W,0,0,0,0,0,0
YNL033W,0,1.304123972,1.442687086,0,0.48046205,0.424198209
YNL043C,2.843565854,1.988488819,2.356891788,0,0,0
YNL054W-A,0,0,0,0,0,0
YNL067W-A,0,0.341481141,0,0,0,0
YNL067W-B,0,0,0,0,0,0
YNL089C,0,0,0.219208526,0,0,0
YNL097W-A,1.024662164,0.985242781,0.934221243,0,0,0.640948609
YNL103W-A,0,0,0,0,0,0
YNL109W,2.12522523,2.724622011,1.722350275,0,0.250949585,0.443124964
YNL114C,0.501215418,0.481933353,0.685464107,0,0,0
YNL120C,0,0,0.218625989,0,0,0
YNL144W-A,0,0,0,0,0,0
YNL150W,0.492852535,3.317245367,3.819486319,0,5.499590108,1.387305213
YNL171C,0,0,0,0,0,0
YNL174W,0,0,0.214048592,0,0,0
YNL204C,5.628676184,11.0407606,12.11120361,0,0.239271121,0
YNL210W,0,0,0,0,0,0.425858592
YNL226W,0.984466125,0.236648277,0.673179804,0,0,0
YNL228W,0.45555198,1.095066539,3.115073085,0.415215129,0.242064984,0.427436601
YNL235C,0.488176515,1.408188193,1.780352145,0,0.518801127,0
YNL266W,1.471309775,0.707353791,2.012168831,0,0,0
YNL269W,1.238602616,0.238190562,0.677567055,0,0,0
YNL277W-A,0,0,0,0,0,0
YNL284C-A,0,0,0,0,0,0
YNL285W,0,0,0,0,0,0
YNL296W,0,0,0.236725745,0,0,0.487236952
YNL303W,8.127234947,20.024849,17.59849247,0,0.269908688,0.476602812
YNL319W,2.432874431,5.380344586,6.210788833,0,0,0
YNL334C,0,0,0,0,0,0
YNL335W,0.230593626,0.221722548,0,0,0,0
YNL336W,0,0,0,0,0,0
YNL337W,0,0,0,0,0,0
YNL339W-A,0,0,0,0,0,0
YNL339W-B,0,0,0,0,0,0
YNR003W-A,0,0,0,0,0,0
YNR005C,0,0,0,0,0,0
YNR042W,0.488727753,0.704889144,1.11397655,0,0,0
YNR072W,0.2179004,0.419035273,0.596002826,0,0,0
YNR075C-A,0,0,0,0,0,0
YNR077C,0,0,0,0,0,0
YOL019W-A,0,0,0,0,0,0
YOL024W,0.9506502,1.371117153,1.08342735,0,0,0
YOL035C,0.262085163,0.252002585,0.716857326,0,0,0
YOL037C,0.506164879,22.38785061,14.99838186,0,4.572302565,2.849554884
YOL046C,0,0,0,0,0,0
YOL050C,0,0.745683307,0.235689179,0,0,0
YOL083C-A,0,0,0,0,0,0
YOL085C,0,0.245101314,0,0,0.812696446,0
YOL085W-A,0,0,0,0,0,0
YOL097W-A,9.30828633,5.668454193,3.677569336,0.565605607,0,0
YOL099C,0.239379765,0,0,0,0,0
YOL103W-A,0,0,0,0,0,0
YOL106W,9.364050257,20.44108099,24.68964398,0.461346509,0,0
YOL131W,0,0,0,0,0,0
YOL134C,0.496805898,0,0,0,0,0.466144443
YOL150C,2.342084947,0.500440778,1.423575227,0,0.553113371,0.976683595
YOL155W-A,0,0.36378195,1.034829684,0,0,0
YOL159C-A,0,0,0,0,0,0
YOL160W,0,0,0,0,0,0
YOL161C,0,0,0,0,0,0
YOL162W,0,0,0,0,0,0
YOL163W,0,0,0,0,0,0
YOL164W,0,0,0,0,0,0
YOL164W-A,0,0,0,0,0,0
YOL165C,0,0,0,0,0,0
YOL166C,0.252671739,0.485902604,0.230369886,0,0,0
YOL166W-A,0,0,0,0,0,0
YOR008C-A,0,0,0,0,0,0
YOR008W-B,1.531363235,1.472450749,1.396198781,0,0,0
YOR011W-A,0,0.284591321,0,0,0,0.555421715
YOR024W,0.257956909,0.992132591,0.235188565,0,0.274139232,0
YOR032C,2.423482709,1.90656805,0.602611664,0.40161735,0.702412972,0.826877168
YOR032W-A,2.696655909,2.016710809,1.912273924,0,0,0
YOR041C,0,0,0,0,0.518801127,0
YOR050C,2.031808736,2.197849281,1.389354669,0,0,0
YOR053W,1.331185034,0.767984116,0.485475654,0,0,0
YOR055W,0,0.234437257,0,0,0,0
YOR068C,0.254437029,0,0,0,0,0
YOR072W-A,2.21530542,4.792682833,3.029660098,0,0,0
YOR072W-B,1.001479763,0.320984073,0.608723344,0,0,0
YOR073W-A,0,0.271791112,0,0,0,0
YOR102W,0.760573978,0.24377141,0.462295048,0,0.538857872,0
YOR108C-A,0,0,0,0,0,0
YOR121C,4.967592932,4.525092547,6.43613584,0,0.277853856,0
YOR135C,0,0.245101314,0,0,0.270898816,0
YOR139C,0,0,0,0,0,0
YOR142W-A,0,0,0,0,0,0
YOR146W,0,0,0,0,0,0
YOR161W-A,0,0,1.47832812,0,0,0
YOR161W-B,2.183436254,4.461306003,2.239556779,0,0.290051128,0
YOR169C,0.482651884,0,0.440051032,0,0,0
YOR170W,0,0,0.238375401,0,0,0
YOR180C,63.75008429,98.38152413,58.33008238,0,4.098711902,0.851467749
YOR186C-A,0.294261955,0,0.804867532,0,0,0
YOR186W,1.219085242,1.172186283,0.889186988,0.444456535,0.259112341,0
YOR192C-A,0,0,0,0,0,0
YOR192C-B,0,0,0,0,0,0
YOR192C-C,0,0,0,0,0,0
YOR199W,0.259781822,0.499575711,1.657966827,0,0.552157254,0
YOR200W,0.247388369,0.475742373,0.676658545,0,0.7887231,0
YOR202W,0,0,0,0,0,0
YOR203W,0,0,0,0,0,0
YOR214C,0.688677584,0.662183734,0.20929735,0,0.243960054,0
YOR218C,0,0,0.223574314,0,0,0
YOR225W,0.256895357,0.49402487,0,0,0,0
YOR231C-A,0.299628434,0.576203088,0,0,0,0.56227243
YOR268C,0,0,0,0,0,0
YOR314W,0,0.247012435,0.234220711,0,0,0
YOR314W-A,0,0.439867064,0.417088217,0,0,0
YOR325W,0.481298022,0,0,0,0.255745564,0
YOR329W-A,0.294261955,2.263532132,0.536578355,0,0,0
YOR331C,0.471021718,0,0.214723696,0,0,0
YOR333C,0.491025351,0.708202956,0.447685422,0,0.260914339,0
YOR335W-A,0,0,0,0,0,0
YOR343C,0.514840339,0.495034114,0,0,0,0
YOR343W-A,0,0,0,0,0,0
YOR366W,3.796236592,4.136885439,3.922653716,0,0,0
YOR376W,0,0,0,0,0,0
YOR376W-A,4.781756767,13.46498467,9.965026589,0,0,0
YOR381W-A,0,0.314379463,0,0,0,0
YOR390W,0,0,0,0,0,0
YOR391C,0,0,0,0,0,0
YOR392W,0,0,0,0,0,0
YOR394C-A,0,0,0,0,0,0
YOR394W,0,1.149885474,0.218067558,0,0,0
YOR396C-A,0,0,0,0,0,0
YPL021W,0,0.226160736,0,0,0.249964696,0
YPL035C,0.253976092,0.488410951,0.231559112,0,0,0.476602812
YPL038W-A,11.92334155,12.64050412,12.26464811,0,0,0
YPL044C,0,1.361392573,0.645445918,0,1.253902008,0.885652444
YPL060C-A,0,0,0,0,0,0
YPL062W,1.233706954,0.711747293,1.574740824,0,0,0
YPL073C,1.678536504,3.458490369,3.279389845,0,0.509667304,0
YPL080C,0.257420169,0,0,0,0,0
YPL102C,0,0,0.238952442,0,0,0
YPL119C-A,6.901666321,7.432493571,7.29929617,0,0,0
YPL121C,0,0,0,0,0,0.870870007
YPL130W,1.615555831,1.33148949,1.893805958,0,0,0
YPL135C-A,0,0,0,0,0,0
YPL142C,0,0,0,0,0,0
YPL182C,0,0,0.227123113,0,0.264738024,0
YPL197C,0,0.945422017,0,0,0,0
YPL200W,0,0,0,0,0,0
YPL222C-A,0.833968213,1.603769887,1.520717457,0,0,0
YPL238C,0.496805898,1.194233674,0.226477877,0,0,0
YPL250W-A,0,1.531713473,0.242065423,0,0,0
YPL257W,0,0,0,0,0,0
YPL257W-A,0,0,0,0,0,0
YPL261C,0.260834607,1.003200558,0,0,0,0
YPL280W,0,0,0,0,0,0
YPL281C,0,0,0,0,0,0
YPL282C,0,0,0,0,0,0
YPL283C,0,0,0,0,0,0
YPL283W-A,0,0,0,0,0,0
YPL283W-B,0,0,0,0,0,0
YPR002C-A,0,0,0,0,0,0
YPR012W,0.978953666,4.471140405,2.677641497,0,0,0.459267707
YPR014C,0,0,0.234220711,0,0,0
YPR016W-A,0,0,0,0,0,0
YPR038W,1.008898131,0.4850426,0.459924304,0,0.536094498,0.473315896
YPR044C,0,0,0,0,0,0
YPR054W,6.204222247,5.113321717,4.646502652,0.403919242,0.235479629,0
YPR064W,0.194875467,0.562135463,0.355349904,0,0,0
YPR074W-A,0,0,0,0,0,0
YPR076W,0.250222751,0,0,0,0,0
YPR087W,3.138142443,5.783381,4.768595014,0,0,0
YPR092W,0,0.25139403,0.715126204,0,0,0
YPR123C,0.557508495,0.5360608,2.710935939,0,0,0
YPR126C,0,0,0,0,0,0
YPR130C,4.928525352,5.92365244,5.841567312,0,0.261885243,0
YPR136C,0,0,0,0,0,0
YPR137C-A,0,0,0,0,0,0
YPR142C,0.220755178,0,0,0,0.703811213,0
YPR158C-C,0,0,0,0,0,0
YPR158W-A,1.761377972,4.022339612,2.007389331,2.006770947,3.041795089,2.479006058
YPR159C-A,0,0,0,0,0,0
YPR160C-A,1.331185034,1.791962939,0.970951309,0,0,0
YPR160W-A,0.810721712,0,0,0,0.861580443,0
YPR170C,1.034767314,2.736137743,1.651010323,0,0,0
YPR197C,0,0,0,0,0,0
YPR198W,0,0,0,0,0,0
YPR199C,0,0,0,0,0,0
YPR200C,0,0,0,0,0,0
YPR201W,0,0,0,0,0,0
YPR202W,0,0,0,0,0,0
YPR203W,0,0,0,0,0,0
YPR204C-A,0,0,0,0,0,0
YPR204W,0,0,0,0,0,0
YBL016W,250.1742645,141.1597404,196.6107549,191.2709476,123.8193707,175.5803578
YDR461W,40.71447973,25.95215675,103.854966,61.71004021,38.40696612,145.0806028
YFL031W,1700.869611,3739.557553,3100.860236,127.9518353,4476.142226,3158.648778
YHR044C,135.3529926,2279.112863,2223.424314,23.65964745,994.5929072,959.0193564
YFL026W,1213.028588,295.193159,482.0497889,758.5074098,191.588723,263.0349698
YMR040W,38.88014341,2114.064765,1678.767202,7.43750022,804.7041395,567.9259253
YGL117W,941.6023703,806.1647905,1675.749471,295.8121775,322.6882085,600.9348168
YLR042C,84.16661612,6.45584869,76.73772238,134.1950056,11.2126807,105.7461042
YNL145W,119.0765295,41.89874563,57.82337797,257.9622503,76.56981283,97.9639348
YDL049C,24.06937861,152.1788691,276.5887485,7.864621764,73.35954429,138.9121961
YHR160C,4.748317909,132.4037688,98.74725795,3.709609794,85.3046832,48.37145028
YJR086W,56.66043968,64.09491499,91.6310729,70.10421854,104.3543287,108.7326242
YCL027W,24.49596477,8.201696497,15.95274969,20.732186,3.486517209,11.49207155
YCR018C-A,84.46999603,289.9746344,249.0260145,54.1930451,328.1809687,239.8354754
YKR102W,409.0213646,188.6799833,165.2758853,1647.217481,491.6435382,522.3521312
YFR026C,55.02698555,3573.376201,1418.010508,9.553261156,2292.578337,653.9910917
YIL165C,242.8922251,131.9315872,184.1996838,64.36956715,21.17573267,40.70516706
YMR096W,1093.196772,311.3127284,498.9696165,696.1654689,181.0186709,295.5415101
YDR535C,2.387839965,3.903163098,2.394787264,4.352817344,3.552689729,7.617595401
YFL032W,211.656085,491.6041485,529.2557639,0.911050752,71.70263911,47.83120084
YOL104C,2.896542495,7.9268536,8.532079245,0,6.393289114,6.689910362
YOR396W,8.974819605,10.83284285,6.441672368,0.348091242,3.246922187,5.375054759
YDR103W,112.8058775,124.7877415,139.4830568,84.60409859,119.6541428,107.6582832
YKL153W,2.620332647,24.05002891,23.45613951,0,3.291024557,6.258287959
YIL072W,2.173607321,83.59949247,71.73955805,2.37737431,51.74318226,28.14452627
YLR265C,60.48768575,94.2160211,76.9234078,18.71633183,30.12488703,17.17296554
YHR005C,522.1117428,306.1956331,301.544429,230.0393281,154.1680952,129.3190278
YGR008C,145.4009759,1782.873572,1749.437072,68.64318768,1529.450111,1101.73377
YDR124W,17.91758976,17.01293546,17.96972008,2.857938431,2.380200982,5.463824209
YBR145W,683.4778364,314.9854956,413.8764612,278.6762786,119.361763,164.7671561
YML084W,2.138199743,1.798949149,1.218420867,1.948872844,5.112753082,6.018708307
YLR030W,6.822466871,46.13868337,23.22240748,0.829116204,16.91773621,5.121122809
YIL015W,260.6705021,109.2114403,237.4642624,219.7404766,76.53975936,126.1703518
YMR095C,129.1881753,78.52366483,80.13620115,66.86472893,43.14906935,39.82780101
YOR273C,136.339183,648.176068,528.445839,94.03991449,583.0237076,414.4842092
YHR214W,129.5666459,66.10023473,91.35996368,323.6969615,78.50579481,231.3331442
YPL081W,1763.113249,855.398512,1030.236901,1366.832998,661.1807044,899.8719044
YNL015W,83.29414929,618.7757739,490.503795,84.23874474,1082.543917,555.6390536
YJL153C,19.21617258,348.3318333,169.0288927,6.767034122,251.5576497,84.00436306
YER081W,331.7079564,437.1536254,453.1446792,312.9416761,598.6487838,515.7740849
YHR214W-A,344.5795651,179.3803671,261.9139356,1090.170501,206.9249256,634.4766256
YCL030C,2583.037908,1009.676284,1632.141633,2696.998409,559.69182,1848.359256
YHL028W,7.25409586,9.641948165,7.58643984,4.667140188,3.627842163,4.003760929
YJR025C,103.0049872,14.11637693,63.47246489,66.90613161,12.07909122,60.43265408
YKL209C,578.7836971,283.4934386,382.4884846,335.4743071,122.519315,175.4787962
YLR263W,62.03225143,49.08354972,53.61134972,1.570544601,1.831213879,3.63773727
YFL010W-A,0.40869716,3.480629769,3.832702535,0,1.240959486,0.986074783
YIL086C,2.608346072,1.755600976,2.378122657,0.475478013,1.940382194,4.405259393
YOL031C,303.3857487,3095.778361,3370.791327,163.7012946,2213.780225,2111.67179
YOL084W,5.577310657,126.2308396,87.03231517,2.34621585,62.46346592,37.03420948
YGL032C,71.26579448,7.061649617,22.56785433,92.72282886,2.601635064,20.92798717
YHR018C,4080.970217,2378.165323,4429.913552,1947.200117,1445.893548,2219.680988
YGL183C,2.543264039,10.6709372,9.48593877,0,4.914199565,3.470983237
YKR039W,15.43523288,24.2479701,29.13675689,2.774074399,15.4793838,22.43785261
YIL164C,343.3447551,164.1647906,239.3833203,128.4309001,35.19056062,82.41161316
YJL034W,2950.838088,28015.28356,27023.28576,3427.269714,32224.73731,29088.22688
YGL184C,81.2566404,86.9995318,76.68756535,60.45041855,81.21951844,62.22972037
YNR075W,15.54200467,191.4978926,88.66498469,9.308979152,229.8222011,93.7465463
YOL058W,3874.528396,1635.915031,2878.0657,2750.265431,1395.35527,2285.8443
YKL096W-A,491.3627586,100.9287273,492.4261468,1093.888992,174.1572742,856.7504002
YKL165C-A,34.20251638,36.96359123,32.21452562,2.061094514,1.802386674,3.713081599
YMR194C-A,4.348698842,5.488089761,11.39898599,1.981821648,1.444220091,3.570270768
YGL096W,16.53771815,41.38747087,41.72276996,4.542664236,18.77895221,20.40599271
YPR122W,110.9220492,110.7648217,124.1249243,44.02447613,63.36927783,47.32561843
YPR194C,184.3227414,945.8039556,844.1060322,24.23104097,183.1720558,164.6321101
YBR045C,14.81174152,362.3519205,488.5934724,3.098414784,121.0244619,138.064709
YOR288C,185.0033206,1062.788764,1299.915543,122.2255471,840.2952547,716.6448543
YJL157C,320.2559582,104.7850507,80.31165874,178.2408848,48.52283183,39.20322074
YCL042W,8.827858649,59.41771848,28.97523116,19.77065276,324.3371713,122.5888171
YDL068W,0.513790715,1.482074611,2.107986394,0,5.187210653,5.784972062
YOR318C,2.875974856,4.776486578,6.674511241,0.476603938,2.778538556,2.943793987
YBL008W-A,3.082744289,9.700851998,5.876810554,0.51086958,4.169623872,3.155439307
YDR014W-A,1.437503456,7.602109981,5.024056572,0,9.675318533,2.697569617
YHR136C,3.398839634,8.17021046,5.312303976,0.442555625,6.450103377,2.733491027
YIR021W-A,12.289764,28.13564101,30.14683572,0.533407944,2.487758781,3.294649865
YBR294W,9.898812023,490.5907557,69.65024309,6.276397703,552.7464016,54.91966985
YCL040W,93.48170067,517.8409586,283.2371157,160.0325513,1494.844059,664.3126364
YMR105C,46.18001901,217.1998715,78.24984865,18.66299463,126.1649665,30.24918862
YML130C,354.764933,4510.789183,3695.855327,466.3581902,6118.474099,3957.225415
YAR010C,125.7969857,125.0500453,86.23580702,107.7615521,74.88570019,55.02297292
YMR291W,30.89935876,189.7714914,110.9026614,50.77340847,358.4403138,170.2789414
YJR026W,11.66912907,12.70212509,9.434729861,8.829792168,6.551558651,4.544844441
YJR027W,11.26825692,12.26576621,9.110616521,8.526460381,6.326491522,4.388714406
YIL099W,5.671086193,56.83616314,32.41526247,2.783275308,13.44450824,13.09804995
YEL009C,3220.863963,2346.916571,2624.087584,630.5602786,316.638486,644.8748428
YGR249W,51.77303842,89.18266542,110.0741619,91.16473523,165.9992226,211.2615467
YGL126W,486.0335306,3527.945929,2192.816523,106.3517962,1089.391169,842.9710219
YAR068W,50.11630416,34.35433766,35.41741032,22.73009866,4.841839392,9.449651866
YJR078W,38.25792856,136.7851798,144.3356918,21.24287531,182.2597769,210.841874
YDL248W,1320.546151,463.7544372,1186.896621,530.7027725,218.2313646,451.1106371
YLR303W,807.0270117,2301.065871,1683.48077,1702.620127,4922.330331,3727.659664
YDL124W,67.58484047,1819.14289,415.3688102,24.55835509,2474.72793,396.493603
YGR161W-C,62.39102056,146.7586085,147.7034302,23.43001857,124.6419708,110.5484387
YJL211C,0.244942459,1.177596863,0.446645649,0.446508058,0.520616704,2.298253038
YGL249W,2.163239605,4.992044276,4.339066885,0.788678221,2.069050845,2.029730575
YKR047W,4.792266122,5.335468598,8.508599626,0.459782623,1.608283494,2.36657948
YLR031W,8.237572693,35.98246412,14.59181001,1.287116024,6.753346106,2.208335144
YBR157C,6.155988598,30.25350454,15.17490359,0.41562271,22.29183901,4.278561772
YNL146C-A,7.286486503,7.590018462,4.152094413,0,2.58119573,2.848660485
YER060W,210.8003284,787.6582003,727.5497237,86.01277271,334.0633192,348.0289924
YOR321W,184.8226236,1675.188345,1214.606409,144.8419662,1323.061501,836.2859936
YOR212W,390.0073865,246.8914858,318.5772705,194.2240156,116.7465196,154.8195988
YKL165C,345.2767021,3099.709646,3197.964409,441.8000133,4293.640401,2393.768849
YBR083W,182.3649984,76.92607721,168.6668155,189.3920431,67.78524622,170.2873025
YHR179W,980.4494989,3865.154573,2126.467364,1312.224834,5018.173404,3273.753787
YOL156W,14.5964976,119.8208642,41.71211298,3.971358418,89.13712349,24.12068477
YDR518W,193.9233554,1630.237431,1115.059385,251.8771683,2191.696226,1107.320004
YMR173W,478.7000383,2009.846344,1309.343978,1298.510823,6926.634825,3679.142587
YMR103C,38.52667307,66.09906022,40.40655108,0.459023905,3.211259122,4.25281362
YLR040C,15.4564424,13.75273225,19.77113624,24.39090741,20.10354368,23.37718755
YMR173W-A,460.9444283,1960.498619,1278.965369,1090.864128,5750.56355,3130.159935
YIR019C,877.9034249,429.0842656,266.1412753,4815.501135,2523.016258,1497.031964
YHR094C,116.9674105,109.7449229,435.7087191,124.6767476,123.379165,508.0722582
YER062C,142.5123204,324.3477416,341.2839097,143.6323095,346.1077909,342.0065921
YHR071W,404.7002683,291.7377256,414.7349162,34.83035819,38.4094689,44.4954507
YGL256W,263.3451275,364.6352153,372.2473666,47.38028998,246.1051376,226.5999852
YGL255W,60.81766991,706.0041866,150.5640152,34.39246997,753.8935245,102.8821263
YJL073W,118.2117828,721.4020766,652.6002607,124.5489428,854.2671535,632.933995
YBR066C,101.9156517,432.8663341,405.3931464,39.17874063,217.6005789,163.9297816
YHL022C,8.187314815,5.744683299,8.069911932,1.613485193,2.116441669,5.398174038
YHR087W,14.84103773,103.8272348,62.0564532,16.79206099,155.5450993,72.50650754
YJR109C,2585.909072,1119.231937,2277.080417,4519.987411,2161.795575,4088.769945
YOR289W,33.56108331,729.2573675,494.7853769,14.98257166,371.7075903,196.6505138
YHR097C,64.2451744,202.420834,163.7657462,69.70057218,251.8395314,192.7295952
YOL157C,2.610745164,15.48023385,7.736007484,0.793192243,0.462420693,1.633078237
YDL114W,0.449465863,3.241309761,9.220368294,0,0.477662052,1.686904405
YDR342C,7.841390648,6.701980025,5.560548831,0.794119411,1.388883659,1.634987155
YER097W,2.05516286,9.386472536,3.981752079,2.809782693,12.55851,7.713296085
YGR044C,32.64632187,37.45199185,19.50109057,23.80452261,16.03116509,8.450064336
YMR086C-A,3.09797524,6.950519865,3.766046839,0,3.292319471,1.937851313
YPL136W,2.008001135,40.06310601,37.98840794,2.745304008,14.13754058,20.72480283
YKL065W-A,5.472649586,8.862506764,5.514833091,3.675422816,0.91831002,2.162060266
YML094C-A,0.247062042,0.712672241,0.450510649,0,0.262560902,1.854512575
