,ORF,WT_glycerol_RNA,WT_glycerol_Ribo
4712,YLR234W,78.0,237.0
4713,YJL167W,7365.0,10502.0
4714,YBR149W,5937.0,13940.0
4715,YDR088C,1215.0,1209.0
4716,YCR020C-A,1637.0,592.0
4717,YKL042W,591.0,786.0
4718,YNL066W,61.0,71.0
4719,YPL112C,2803.0,1430.0
4720,YKL013C,1712.0,2822.0
4721,YIL016W,2410.0,374.0
4722,YOL028C,103.0,434.0
4723,YNR057C,720.0,102.0
4724,YDR186C,1658.0,2643.0
4725,YML117W,1099.0,1392.0
4726,YHR206W,106.0,1047.0
4727,YOL122C,2186.0,3640.0
4728,YNL223W,551.0,451.0
4729,YOL053W,2500.0,2110.0
4730,YFR055W,73.0,83.0
4731,YIL030C,1370.0,2212.0
4732,YLR442C,823.0,884.0
4733,YJR103W,3301.0,1730.0
4734,YLR343W,470.0,97.0
4735,YOR021C,2402.0,1563.0
4736,YER133W,1761.0,6849.0
4737,YER162C,468.0,642.0
4738,YDL190C,990.0,1663.0
4739,YHR102W,860.0,1629.0
4740,YMR243C,1996.0,907.0
4741,YGL111W,881.0,1051.0
4742,YHR139C,96.0,10.0
4743,YPR188C,3448.0,1245.0
4744,YOR374W,47269.0,180178.0
4745,YLL025W,78.0,24.0
4746,YGR196C,1100.0,2292.0
4747,YLR281C,656.0,808.0
4748,YBL049W,443.0,2155.0
4749,YER057C,6813.0,5604.0
4750,YKR010C,846.0,751.0
4751,YMR034C,878.0,330.0
4752,YLR085C,685.0,383.0
4753,YOR179C,1047.0,525.0
4754,YCR081W,226.0,578.0
4755,YDR391C,1024.0,473.0
4756,YPR004C,2817.0,4414.0
4757,YGR261C,1245.0,1063.0
4758,YPL228W,798.0,1995.0
4759,YJL019W,162.0,614.0
4760,YMR116C,17915.0,17144.0
4761,YNL047C,755.0,741.0
4762,YDR256C,15030.0,33724.0
4763,YGL030W,30893.0,8931.0
4764,YJL033W,1048.0,825.0
4765,YOR182C,19833.0,3622.0
4766,YDR050C,38499.0,51744.0
4767,YGR061C,1137.0,3219.0
4768,YNL312W,1945.0,1601.0
4769,YPL241C,686.0,411.0
4770,YLR145W,1918.0,222.0
4771,YPR022C,1100.0,1923.0
4772,YLR110C,85429.0,58647.0
4773,YEL071W,1399.0,1393.0
4774,YML062C,933.0,445.0
4775,YFL050C,108.0,9.0
4776,YBR106W,6586.0,3247.0
4777,YBL093C,1692.0,573.0
4778,YLR390W-A,846.0,8874.0
4779,YLR064W,849.0,603.0
4780,YNL078W,121.0,363.0
4781,YJL124C,1531.0,1745.0
4782,YPR131C,951.0,905.0
4783,YKL143W,742.0,856.0
4784,YDR374C,285.0,72.0
4785,YHR061C,110.0,695.0
4786,YDR453C,3005.0,404.0
4787,YNL125C,1819.0,2670.0
4788,YIL014W,829.0,555.0
4789,YNR001C,29826.0,95196.0
4790,YNL178W,49147.0,25173.0
4791,YDR167W,2449.0,1284.0
4792,YJR017C,1389.0,1762.0
4793,YPL180W,689.0,1321.0
4794,YHR057C,4411.0,1605.0
4795,YJL106W,317.0,100.0
4796,YLL055W,586.0,37.0
4797,YDL101C,974.0,1161.0
4798,YBL100W-C,3.0,1.0
4799,YMR285C,875.0,728.0
4800,YLL018C-A,189.0,571.0
4801,YIL117C,1052.0,981.0
4802,YAL055W,604.0,158.0
4803,YPL137C,298.0,535.0
4804,YOL103W,922.0,570.0
4805,YHR156C,1083.0,432.0
4806,YGR157W,2090.0,2733.0
4807,YGL168W,0.0,0.0
4808,YBR168W,734.0,410.0
4809,YMR306W,140.0,95.0
4810,YJR068W,1475.0,990.0
4811,YHR162W,9233.0,1645.0
4812,YLR275W,461.0,312.0
4813,YOR004W,1368.0,368.0
4814,YDL227C,1158.0,1339.0
4815,YGL093W,1030.0,1259.0
4816,YKL215C,486.0,1572.0
4817,YCR066W,414.0,283.0
4818,YPL079W,14000.0,6862.0
4819,YBR288C,1509.0,675.0
4820,YMR222C,2272.0,804.0
4821,YOR211C,2633.0,3298.0
4822,YDR033W,1105.0,9335.0
4823,YGL226W,2833.0,856.0
4824,YOR324C,1302.0,1951.0
4825,YAR020C,10.0,0.0
4826,YOR353C,890.0,820.0
4827,YHL025W,2118.0,1028.0
4828,YGR037C,3253.0,8784.0
4829,YNL330C,1585.0,1398.0
4830,YER143W,2229.0,4458.0
4831,YOR106W,924.0,748.0
4832,YGR284C,1423.0,3140.0
4833,YCR031C,16968.0,9891.0
4834,YDR106W,313.0,50.0
4835,YLL006W,270.0,697.0
4836,YOR237W,16.0,0.0
4837,YHL035C,727.0,94.0
4838,YMR175W,4509.0,1396.0
4839,Q0060,6451.0,52.0
4840,YLR440C,808.0,662.0
4841,Q0065,15219.0,120.0
4842,YLR044C,13344.0,36375.0
4843,YBR065C,182.0,423.0
4844,YLR099C,1502.0,815.0
4845,YOR149C,173.0,155.0
4846,YOR298C-A,4511.0,9319.0
4847,YOL007C,179.0,676.0
4848,YDR429C,5358.0,5606.0
4849,YML010W,900.0,6068.0
4850,YER074W,11575.0,4272.0
4851,YER021W,4305.0,5212.0
4852,YMR208W,1210.0,1523.0
4853,YEL052W,2222.0,2321.0
4854,YJL180C,1618.0,2295.0
4855,YNL200C,827.0,1623.0
4856,YER129W,630.0,906.0
4857,YKR082W,1491.0,1094.0
4858,YGR089W,759.0,466.0
4859,YLR019W,306.0,1285.0
4860,YPL081W,5790.0,3640.0
4861,YDR351W,711.0,546.0
4862,YHL028W,87.0,94.0
4863,YDL045W-A,4349.0,2399.0
4864,YLR210W,368.0,344.0
4865,YDL204W,294.0,2578.0
4866,YKR031C,760.0,886.0
4867,YML081W,1178.0,792.0
4868,YHR181W,1042.0,440.0
4869,YER096W,156.0,144.0
4870,YMR128W,875.0,848.0
4871,YJL029C,1114.0,795.0
4872,YGL130W,879.0,809.0
4873,YMR157C,2177.0,2895.0
4874,YCL005W-A,3682.0,753.0
4875,YCR017C,910.0,1844.0
4876,YBL072C,3243.0,3737.0
4877,YGL187C,7520.0,27760.0
4878,YJR082C,1005.0,494.0
4879,YMR048W,731.0,808.0
4880,YOR167C,19778.0,5123.0
4881,YPR107C,1240.0,894.0
4882,YPL076W,181.0,93.0
4883,YKL011C,1187.0,325.0
4884,YAL049C,5229.0,6236.0
4885,YOR018W,608.0,690.0
4886,YGL201C,449.0,1296.0
4887,YPR084W,470.0,301.0
4888,YBR121C,4201.0,6866.0
4889,YDL146W,174.0,211.0
4890,YMR062C,693.0,1176.0
4891,YMR015C,2119.0,5188.0
4892,YDR260C,283.0,488.0
4893,YBR147W,936.0,313.0
4894,YNL064C,3260.0,7966.0
4895,YNL031C,5718.0,11147.0
4896,YIL136W,24302.0,61485.0
4897,YLR190W,1061.0,3666.0
4898,YOR023C,1342.0,1365.0
4899,YOR098C,809.0,1789.0
4900,YCR030C,855.0,1861.0
4901,YIL018W,14417.0,11783.0
4902,YHR039C,1729.0,1821.0
4903,YBR274W,514.0,517.0
4904,YML119W,1461.0,930.0
4905,YHR204W,566.0,95.0
4906,YNL225C,1587.0,789.0
4907,YNR059W,781.0,45.0
4908,YDR180W,602.0,412.0
4909,YOL120C,12100.0,9905.0
4910,YIL036W,1690.0,4095.0
4911,YOL051W,1065.0,4719.0
4912,YOR045W,8493.0,2904.0
4913,YDR476C,421.0,1681.0
4914,YMR086W,933.0,1887.0
4915,YPL183W-A,2911.0,2463.0
4916,YIL158W,3693.0,299.0
4917,YJR101W,4329.0,3835.0
4918,YKR095W-A,2005.0,428.0
4919,YLR341W,6.0,8.0
4920,YGR058W,195.0,1111.0
4921,YBR053C,2512.0,2514.0
4922,YDL192W,13444.0,5691.0
4923,YLR029C,21304.0,25371.0
4924,YBR082C,3570.0,5126.0
4925,YHR104W,866.0,5770.0
4926,YDL003W,1640.0,812.0
4927,YDR363W-A,11266.0,3429.0
4928,YDL078C,8274.0,14040.0
4929,YOR258W,732.0,246.0
4930,YDR435C,755.0,559.0
4931,YIL098C,5390.0,2291.0
4932,YLL027W,2276.0,4946.0
4933,YCL001W,2285.0,1378.0
4934,YGR198W,1154.0,452.0
4935,YAR007C,2004.0,4256.0
4936,YML064C,913.0,423.0
4937,YLR414C,2658.0,1016.0
4938,YML031W,1355.0,713.0
4939,YBR085W,39.0,15.0
4940,YMR036C,319.0,298.0
4941,YMR081C,507.0,1010.0
4942,YGR218W,1168.0,2802.0
4943,YGR267C,2433.0,1176.0
4944,YDL125C,6460.0,6196.0
4945,YPR006C,10376.0,20141.0
4946,YMR114C,1490.0,689.0
4947,YGL022W,2494.0,1502.0
4948,YJL153C,3526.0,16084.0
4949,YMR214W,910.0,451.0
4950,YBR079C,2896.0,5064.0
4951,YDR500C,34676.0,6383.0
4952,YGL032C,405.0,137.0
4953,YPR020W,21977.0,11730.0
4954,YGR245C,989.0,594.0
4955,YPL243W,3028.0,2363.0
4956,YDR497C,6319.0,4304.0
4957,YDL025C,1142.0,1865.0
4958,YLR147C,1421.0,632.0
4959,YFL029C,1467.0,521.0
4960,YBL091C,1557.0,2403.0
4961,YPL048W,4216.0,11531.0
4962,YPR133C,1703.0,3160.0
4963,YJL071W,607.0,375.0
4964,YNL123W,1416.0,2145.0
4965,YPL037C,14426.0,13080.0
4966,YKL145W,5105.0,9001.0
4967,YOR111W,510.0,891.0
4968,YDR451C,1096.0,2977.0
4969,YKL198C,160.0,605.0
4970,YNL041C,730.0,986.0
4971,YDR522C,7.0,3.0
4972,YJL100W,750.0,1015.0
4973,YDR165W,1604.0,784.0
4974,YHR080C,998.0,712.0
4975,YKL163W,98.0,988.0
4976,YPL015C,382.0,512.0
4977,YDL107W,1860.0,1381.0
4978,YNR029C,1320.0,840.0
4979,YOL105C,418.0,161.0
4980,YBR253W,3476.0,321.0
4981,YIL111W,218.0,21.0
4982,YJL084C,861.0,1686.0
4983,YHR154W,1268.0,916.0
4984,YPL135W,6419.0,10173.0
4985,YMR304W,1182.0,4486.0
4986,YGR041W,518.0,256.0
4987,YPL168W,478.0,404.0
4988,YHR160C,727.0,970.0
4989,YLR273C,463.0,248.0
4990,YDL225W,1773.0,2042.0
4991,YCL038C,267.0,505.0
4992,YKL058W,1872.0,1109.0
4993,YKL085W,10790.0,58624.0
4994,YNR043W,1144.0,6361.0
4995,YHL018W,19.0,188.0
4996,YOL089C,991.0,1544.0
4997,YIL064W,2614.0,1308.0
4998,YKL217W,25467.0,28904.0
4999,YKR094C,10223.0,6938.0
5000,YGR013W,714.0,752.0
5001,YML103C,1299.0,758.0
5002,YLR306W,927.0,194.0
5003,YPL038W-A,111.0,0.0
5004,YGL220W,3191.0,1609.0
5005,YOR351C,3.0,0.0
5006,YOR328W,543.0,199.0
5007,YMR291W,267.0,2983.0
5008,YHL027W,1115.0,3506.0
5009,YGR035C,194.0,30.0
5010,YDR539W,1185.0,1455.0
5011,YMR177W,241.0,287.0
5012,YCL048W-A,13.0,17.0
5013,YGR286C,584.0,630.0
5014,YCR037C,889.0,1662.0
5015,YOR239W,1259.0,3258.0
5016,YOR147W,1497.0,1979.0
5017,Q0045,5353.0,207.0
5018,YLR046C,453.0,5.0
5019,YBR067C,11107.0,71122.0
5020,YDR100W,1289.0,852.0
5021,YLL004W,701.0,300.0
5022,YER049W,1027.0,1081.0
5023,YEL054C,7041.0,6666.0
5024,YML012W,5937.0,2762.0
5025,YER056C-A,14287.0,6683.0
5026,YPR192W,125.0,87.0
5027,YOR217W,569.0,1916.0
5028,YBL035C,718.0,1128.0
5029,YNL206C,1131.0,599.0
5030,YLR060W,2219.0,4438.0
5031,YER076C,164.0,36.0
5032,YBR049C,682.0,4350.0
5033,YKR080W,749.0,1019.0
5034,YPR148C,4455.0,3352.0
5035,YGR224W,3.0,0.0
5036,YDR071C,6315.0,2684.0
5037,YPL066W,901.0,447.0
5038,YPL107W,1397.0,985.0
5039,YDR353W,3071.0,4031.0
5040,YJL001W,6013.0,5611.0
5041,YHR183W,10128.0,24259.0
5042,YDL085C-A,757.0,580.0
5043,YCR099C,42.0,0.0
5044,YML087C,2213.0,2079.0
5045,YDL206W,482.0,187.0
5046,YHR060W,2471.0,661.0
5047,YER094C,3887.0,3674.0
5048,YLR173W,214.0,350.0
5049,YKR037C,1034.0,550.0
5050,YLR212C,424.0,780.0
5051,YER101C,623.0,1899.0
5052,YMR155W,357.0,357.0
5053,YCR019W,623.0,302.0
5054,YJL027C,9.0,0.0
5055,YLR303W,231.0,796.0
5056,YBL074C,127.0,179.0
5057,YMR260C,7151.0,4439.0
5058,YOR161C,313.0,544.0
5059,YML078W,10991.0,20741.0
5060,YMR001C-A,149.0,139.0
5061,YIR018W,565.0,474.0
5062,YPL074W,944.0,830.0
5063,YJR025C,2101.0,2218.0
5064,YKL046C,1158.0,1873.0
5065,YBR145W,277.0,390.0
5066,YDR339C,4503.0,1164.0
5067,YOR151C,1855.0,2600.0
5068,YGR174C,8786.0,3312.0
5069,YGL207W,1852.0,6365.0
5070,YLR454W,1998.0,894.0
5071,YER188C-A,1.0,0.0
5072,YKL184W,270.0,3624.0
5073,YPR086W,467.0,1277.0
5074,YJR125C,2020.0,4325.0
5075,YMR060C,2296.0,777.0
5076,YJR003C,1047.0,502.0
5077,YDL144C,1121.0,1754.0
5078,YJR078W,270.0,870.0
5079,YNL033W,5.0,3.0
5080,YNL062C,1064.0,661.0
5081,YMR295C,1130.0,5469.0
5082,YPL116W,694.0,1097.0
5083,YLR238W,778.0,565.0
5084,YBR118W,3416.0,10301.0
5085,YFL017C,2897.0,946.0
5086,YDR262W,1608.0,2813.0
5087,YIL134W,1049.0,355.0
5088,YJL163C,238.0,300.0
5089,YDR084C,1053.0,726.0
5090,YOR061W,1422.0,1310.0
5091,YGR083C,1925.0,2238.0
5092,YDR014W-A,155.0,71.0
5093,YDR182W,629.0,828.0
5094,YNL290W,2078.0,1190.0
5095,YBL010C,512.0,340.0
5096,YDR139C,2463.0,573.0
5097,YBR276C,1211.0,564.0
5098,YAL021C,375.0,3930.0
5099,YOL126C,16151.0,66051.0
5100,YOR316C,2873.0,1994.0
5101,YNL227C,1187.0,338.0
5102,YBR123C,982.0,1158.0
5103,YBR198C,1481.0,1535.0
5104,YOR043W,1768.0,1211.0
5105,YDR470C,738.0,2199.0
5106,YIL034C,2134.0,1883.0
5107,YIL043C,5466.0,2992.0
5108,YDR386W,679.0,443.0
5109,YMR042W,108.0,180.0
5110,YLR347C,265.0,2844.0
5111,YJR107W,292.0,1.0
5112,YNL157W,4629.0,2115.0
5113,YBR218C,1194.0,1689.0
5114,YNR060W,193.0,118.0
5115,YML120C,2031.0,28375.0
5116,YHR106W,866.0,595.0
5117,YNL164C,758.0,446.0
5118,YBR035C,4008.0,3797.0
5119,YBR080C,922.0,3352.0
5120,YER137C,565.0,131.0
5121,YDR027C,1024.0,760.0
5122,YPL263C,1250.0,452.0
5123,YDL001W,859.0,897.0
5124,YOL013C,741.0,206.0
5125,YPL218W,7078.0,4121.0
5126,YBR071W,478.0,2398.0
5127,YHL004W,1747.0,5346.0
5128,YOR370C,2105.0,1416.0
5129,YDR389W,637.0,1219.0
5130,YHR062C,1184.0,464.0
5131,YDL027C,1298.0,1565.0
5132,YER053C,2397.0,2521.0
5133,YJR121W,18533.0,119515.0
5134,YLR081W,14.0,15.0
5135,YML066C,19.0,7.0
5136,YKR014C,2221.0,2201.0
5137,YGL008C,3479.0,86534.0
5138,YLR412W,683.0,367.0
5139,YER002W,2134.0,1156.0
5140,YDL127W,995.0,712.0
5141,YPR008W,1231.0,2474.0
5142,YGL020C,1839.0,646.0
5143,YMR083W,7286.0,16424.0
5144,YMR112C,2186.0,651.0
5145,YOR186W,21.0,3.0
5146,YMR216C,757.0,1506.0
5147,YHR004C,483.0,352.0
5148,YDR502C,369.0,872.0
5149,YGR065C,900.0,728.0
5150,YGR247W,787.0,399.0
5151,YPR026W,1876.0,3766.0
5152,YEL002C,1128.0,3499.0
5153,YPL245W,481.0,147.0
5154,YDR495C,883.0,839.0
5155,YHR199C,879.0,465.0
5156,YDL090C,454.0,659.0
5157,YJL128C,1100.0,1578.0
5158,YBL097W,188.0,278.0
5159,YDR457W,1797.0,2811.0
5160,YJL073W,423.0,848.0
5161,YDR370C,731.0,304.0
5162,YNL121C,3789.0,10106.0
5163,YPR135W,1983.0,1416.0
5164,YLR193C,3500.0,2552.0
5165,YJL200C,852.0,1068.0
5166,YJL102W,1560.0,1782.0
5167,YNL181W,1396.0,1201.0
5168,YBL068W,1387.0,1216.0
5169,YDR163W,1373.0,1000.0
5170,YDL105W,428.0,401.0
5171,YBR011C,4616.0,20173.0
5172,YHR082C,978.0,3016.0
5173,YFR008W,290.0,699.0
5174,YPL017C,414.0,402.0
5175,YPR168W,118.0,374.0
5176,YJL048C,797.0,1864.0
5177,YPR113W,919.0,649.0
5178,YKL161C,201.0,9.0
5179,YBR251W,3243.0,3525.0
5180,YIL113W,235.0,172.0
5181,YMR099C,4959.0,6369.0
5182,YOL107W,300.0,355.0
5183,YGR135W,6157.0,4162.0
5184,YGL219C,2467.0,2888.0
5185,YAL051W,761.0,1014.0
5186,YCL073C,0.0,0.0
5187,YNR003C,1261.0,870.0
5188,YPL140C,423.0,624.0
5189,YKL070W,18.0,6.0
5190,YHR152W,2883.0,2669.0
5191,YNL316C,1011.0,458.0
5192,YNL029C,758.0,233.0
5193,YHR166C,819.0,350.0
5194,YIL128W,550.0,1127.0
5195,YGL097W,1212.0,1307.0
5196,YLR224W,937.0,291.0
5197,YLR271W,814.0,378.0
5198,YGR168C,1086.0,190.0
5199,YHR021C,25694.0,8725.0
5200,YIL088C,1552.0,922.0
5201,YGR187C,655.0,767.0
5202,YNR041C,1671.0,1148.0
5203,YOL030W,505.0,4898.0
5204,YML101C,3237.0,306.0
5205,YCL058W-A,1873.0,291.0
5206,YNL099C,1027.0,540.0
5207,YGR048W,2939.0,1681.0
5208,YKR096W,710.0,1446.0
5209,YDR422C,475.0,897.0
5210,YFR043C,1800.0,761.0
5211,YHL021C,925.0,4076.0
5212,YIL008W,1979.0,983.0
5213,YOR357C,2727.0,1014.0
5214,YGR153W,2540.0,722.0
5215,YFR038W,1137.0,847.0
5216,YOR037W,1482.0,967.0
5217,YGL222C,427.0,1280.0
5218,YHR129C,483.0,247.0
5219,YBR255C-A,3372.0,1501.0
5220,YGR033C,1256.0,1168.0
5221,YJR144W,3977.0,2896.0
5222,YOR383C,491.0,1305.0
5223,YMR171C,648.0,426.0
5224,YCR042C,1074.0,1103.0
5225,YCR035C,1005.0,662.0
5226,YPL019C,1487.0,1582.0
5227,YLR048W,2449.0,10138.0
5228,YMR259C,490.0,573.0
5229,YBR061C,491.0,1004.0
5230,YOR145C,2905.0,1461.0
5231,YBL037W,1053.0,1947.0
5232,YPR190C,1283.0,657.0
5233,YOR215C,5935.0,6438.0
5234,YGL175C,83.0,85.0
5235,YOR262W,778.0,489.0
5236,YDL048C,1590.0,1923.0
5237,YEL056W,730.0,652.0
5238,YNL204C,51.0,14.0
5239,YLR066W,1931.0,685.0
5240,YBR047W,3015.0,1772.0
5241,YNL273W,693.0,347.0
5242,YER070W,2185.0,5219.0
5243,YOR312C,16593.0,13404.0
5244,YJL003W,1103.0,851.0
5245,YKR057W,11358.0,4065.0
5246,YOR284W,466.0,231.0
5247,YOR163W,2265.0,1495.0
5248,YMR044W,816.0,1197.0
5249,YDR073W,2132.0,491.0
5250,YJL077W-B,1.0,0.0
5251,YML050W,1343.0,1702.0
5252,YPR074C,6023.0,15122.0
5253,YDR239C,889.0,1071.0
5254,YML085C,1181.0,3974.0
5255,YHR185C,97.0,9.0
5256,YDR242W,365.0,50.0
5257,YLR175W,2439.0,3462.0
5258,YJL138C,557.0,600.0
5259,YER103W,697.0,532.0
5260,YJL025W,206.0,71.0
5261,YMR262W,488.0,338.0
5262,YLR153C,5113.0,27928.0
5263,YBL076C,3197.0,5898.0
5264,YGL134W,2027.0,1401.0
5265,YLR128W,308.0,390.0
5266,YKR068C,1565.0,1076.0
5267,YBR143C,354.0,2151.0
5268,YDR086C,6630.0,3435.0
5269,YJL062W-A,3596.0,3116.0
5270,YPL072W,1693.0,511.0
5271,YJL134W,858.0,522.0
5272,YJL161W,711.0,385.0
5273,YDR449C,1565.0,411.0
5274,YLR367W,13982.0,5302.0
5275,YKL186C,3709.0,903.0
5276,YHR045W,728.0,336.0
5277,YKR042W,875.0,7543.0
5278,YDL142C,870.0,611.0
5279,YMR066W,829.0,440.0
5280,YJR001W,1130.0,1684.0
5281,YGL196W,3045.0,4289.0
5282,YJL209W,993.0,302.0
5283,YDR264C,1056.0,1782.0
5284,YNL035C,520.0,808.0
5285,YMR297W,10153.0,14577.0
5286,YLR250W,3631.0,1863.0
5287,YNL254C,133.0,266.0
5288,YCR075C,758.0,189.0
5289,YGR081C,2248.0,742.0
5290,YJR090C,934.0,1135.0
5291,YGL150C,1012.0,1221.0
5292,YOR349W,879.0,244.0
5293,YNL292W,545.0,859.0
5294,YNL197C,214.0,1741.0
5295,YBR270C,641.0,198.0
5296,YAL023C,1271.0,2259.0
5297,YJR127C,609.0,233.0
5298,YOR014W,531.0,2416.0
5299,YLR390W,2186.0,1591.0
5300,YLR345W,2673.0,2210.0
5301,YLR448W,4060.0,8858.0
5302,YDR311W,632.0,839.0
5303,YIL041W,4536.0,8180.0
5304,YDR472W,598.0,442.0
5305,YNR062C,7.0,4.0
5306,YNL155W,3544.0,2976.0
5307,YAL018C,3.0,2.0
5308,YNL100W,9426.0,8121.0
5309,YBR216C,339.0,20.0
5310,YOR372C,160.0,1393.0
5311,YHR108W,1075.0,5148.0
5312,YBR086C,1619.0,2370.0
5313,YAR003W,625.0,279.0
5314,YMR236W,3697.0,1359.0
5315,YNL304W,370.0,397.0
5316,YOL011W,416.0,346.0
5317,YLR443W,563.0,108.0
5318,YDR235W,899.0,325.0
5319,YOL124C,763.0,297.0
5320,YDR013W,1552.0,402.0
5321,YHL002W,883.0,2259.0
5322,YLR410W,1067.0,2847.0
5323,YDR228C,916.0,1148.0
5324,YER004W,1222.0,6131.0
5325,YOR142W,6354.0,30460.0
5326,YKR016W,4774.0,6436.0
5327,YLL036C,678.0,813.0
5328,YDL029W,3316.0,3375.0
5329,YLR034C,357.0,1156.0
5330,YLR083C,523.0,1013.0
5331,YHR039C-A,7457.0,3733.0
5332,YDL121C,2195.0,620.0
5333,YMR085W,325.0,0.0
5334,YHR219W,5.0,1.0
5335,YBR182C-A,1.0,0.0
5336,YLR102C,807.0,648.0
5337,YOR184W,2020.0,3509.0
5338,YDL007W,4875.0,5606.0
5339,YMR210W,823.0,991.0
5340,YDR504C,246.0,7.0
5341,YGR067C,4746.0,8692.0
5342,YPR024W,1035.0,6799.0
5343,YDR493W,3370.0,1803.0
5344,YGR241C,787.0,966.0
5345,YGL036W,798.0,547.0
5346,YPL247C,590.0,742.0
5347,YOR245C,1127.0,819.0
5348,YKL167C,4340.0,2862.0
5349,YBL095W,1335.0,793.0
5350,YDL092W,3088.0,1259.0
5351,YPR137W,1012.0,690.0
5352,YMR027W,4424.0,5383.0
5353,YOR115C,1435.0,579.0
5354,YLR208W,1482.0,3441.0
5355,YMR145C,7321.0,38352.0
5356,YDR161W,1436.0,835.0
5357,YMR110C,3738.0,9244.0
5358,YNL183C,520.0,2252.0
5359,YCR065W,226.0,930.0
5360,YLR288C,649.0,314.0
5361,YHR059W,3797.0,2220.0
5362,YBR013C,611.0,275.0
5363,YPL011C,751.0,320.0
5364,YNL309W,271.0,976.0
5365,YJR048W,51400.0,60856.0
5366,YPR111W,481.0,699.0
5367,YHR084W,588.0,1001.0
5368,YAL053W,982.0,1453.0
5369,YNL149C,6261.0,964.0
5370,YGL095C,1643.0,924.0
5371,YBR257W,1493.0,488.0
5372,YHR079C-A,1.0,1.0
5373,YHR018C,1541.0,2167.0
5374,YGR133W,997.0,570.0
5375,YJL140W,4901.0,1882.0
5376,YPL146C,2201.0,1317.0
5377,YKL072W,71.0,45.0
5378,YPL139C,447.0,1125.0
5379,YNL001W,1793.0,1056.0
5380,YJL080C,2007.0,6120.0
5381,YHR150W,844.0,402.0
5382,YNL176C,501.0,949.0
5383,YKL149C,1283.0,593.0
5384,YPL189C-A,2768.0,1636.0
5385,YHR164C,971.0,820.0
5386,YKL081W,2972.0,9969.0
5387,YPL164C,272.0,229.0
5388,YLR226W,421.0,476.0
5389,YDL229W,4666.0,9003.0
5390,YOL032W,2081.0,2034.0
5391,YHR027C,3267.0,8722.0
5392,YNR047W,335.0,1590.0
5393,YDR079C-A,1940.0,372.0
5394,YML107C,1714.0,563.0
5395,YKR098C,336.0,150.0
5396,YFR041C,1201.0,453.0
5397,YIL050W,2399.0,4139.0
5398,YOR355W,1264.0,4693.0
5399,YGL180W,363.0,1676.0
5400,YIL006W,146.0,366.0
5401,YAL034W-A,716.0,360.0
5402,YOR316C-A,1.0,3.0
5403,YHL023C,1049.0,567.0
5404,YGR031W,977.0,1415.0
5405,YOR035C,276.0,1134.0
5406,YJR142W,850.0,763.0
5407,YER158C,629.0,1634.0
5408,YCR040W,0.0,0.0
5409,YDR058C,990.0,463.0
5410,YER123W,162.0,1652.0
5411,YGL038C,1139.0,1209.0
5412,YLL008W,1098.0,1068.0
5413,YKL206C,1662.0,714.0
5414,YKL207W,3166.0,898.0
5415,YMR319C,82.0,33.0
5416,YER055C,924.0,377.0
5417,YBL031W,267.0,309.0
5418,YDR423C,1223.0,1098.0
5419,YGR180C,3436.0,6802.0
5420,YOR260W,1146.0,1296.0
5421,YHR066W,817.0,250.0
5422,YLR013W,33.0,6.0
5423,YNL271C,1016.0,919.0
5424,YBR045C,352.0,13.0
5425,YOR380W,641.0,157.0
5426,YER072W,3615.0,2191.0
5427,YDR508C,2408.0,6276.0
5428,YOR138C,1682.0,1390.0
5429,YPR158W,655.0,414.0
5430,YJL058C,469.0,430.0
5431,YDR075W,454.0,299.0
5432,YLR177W,796.0,1156.0
5433,YGR220C,5666.0,4152.0
5434,YML052W,1327.0,1363.0
5435,YHR187W,1028.0,692.0
5436,YGR275W,1254.0,683.0
5437,YOR286W,5691.0,4762.0
5438,YDR240C,778.0,367.0
5439,YLL022C,689.0,952.0
5440,YOR143C,1043.0,351.0
5441,YBR063C,620.0,4.0
5442,YER105C,1215.0,1368.0
5443,YJL023C,1163.0,503.0
5444,YBL104C,970.0,548.0
5445,YDR518W,747.0,714.0
5446,YMR159C,102.0,163.0
5447,YLR151C,396.0,722.0
5448,YMR264W,2791.0,676.0
5449,YGL136C,1205.0,358.0
5450,YPR018W,1151.0,903.0
5451,YER018C,1355.0,549.0
5452,YDL002C,1225.0,700.0
5453,YBR141C,285.0,189.0
5454,YJL136C,19339.0,5544.0
5455,YDR140W,1043.0,380.0
5456,YDR080W,952.0,940.0
5457,YBR114W,342.0,225.0
5458,YHR024C,734.0,3406.0
5459,YIR014W,50.0,174.0
5460,YPL070W,493.0,1096.0
5461,YLR361C,192.0,335.0
5462,YPL202C,347.0,794.0
5463,YKL180W,13448.0,15442.0
5464,YMR064W,2140.0,1551.0
5465,YJR007W,2535.0,3920.0
5466,YER098W,515.0,422.0
5467,YHR047C,1070.0,1429.0
5468,YJL118W,140.0,107.0
5469,YIR002C,1139.0,721.0
5470,YGL001C,3266.0,2613.0
5471,YDL115C,1283.0,1053.0
5472,YDL140C,799.0,5411.0
5473,YDR266C,915.0,1514.0
5474,YGL194C,484.0,684.0
5475,YKL091C,1980.0,2705.0
5476,YNL037C,10171.0,44151.0
5477,YFL013C,1264.0,2035.0
5478,YML124C,2150.0,1712.0
5479,YIL107C,1024.0,2515.0
5480,YNL268W,2381.0,2724.0
5481,YGR087C,124.0,60.0
5482,YGL156W,894.0,2947.0
5483,YDL114W,16.0,6.0
5484,YGR147C,2878.0,1713.0
5485,YJR092W,1175.0,2353.0
