,ORF,WT_glycerol_RNA,WT_glycerol_Ribo
2381,YKL178C,262.0,287.0
2382,YOL009C,801.0,457.0
2383,YDR352W,529.0,509.0
2384,YKL129C,1204.0,1448.0
2385,YDR524C-B,7826.0,9252.0
2386,YML051W,296.0,248.0
2387,YDR238C,1682.0,5041.0
2388,YHR184W,460.0,366.0
2389,YCR098C,102.0,39.0
2390,YDR243C,646.0,462.0
2391,YLR172C,1923.0,1430.0
2392,YEL076C-A,0.0,2.0
2393,YLR213C,77.0,30.0
2394,YKR036C,427.0,193.0
2395,YLR377C,21415.0,41312.0
2396,YIL040W,1336.0,545.0
2397,YDR471W,11297.0,7645.0
2398,YHR003C,1445.0,649.0
2399,YAL019W,1336.0,1161.0
2400,YLR344W,5040.0,5314.0
2401,YLR449W,1455.0,1206.0
2402,YNL156C,2500.0,1822.0
2403,YBR219C,197.0,45.0
2404,YGR169C-A,788.0,504.0
2405,YML123C,655.0,687.0
2406,YNR063W,14.0,90.0
2407,YLR239C,1325.0,1498.0
2408,YJL160C,125.0,91.0
2409,YPL075W,792.0,545.0
2410,YJR024C,2037.0,1186.0
2411,YBR142W,718.0,510.0
2412,YGR175C,1547.0,7425.0
2413,YIR017C,1095.0,343.0
2414,YKL047W,671.0,653.0
2415,YKL187C,2559.0,12216.0
2416,YJR126C,1055.0,564.0
2417,YDR012W,1978.0,2494.0
2418,YOL152W,318.0,403.0
2419,YOL125W,2392.0,411.0
2420,YGR203W,479.0,759.0
2421,YHL003C,1371.0,1362.0
2422,YOR371C,419.0,701.0
2423,YJR104C,42128.0,35977.0
2424,YER180C-A,87.0,133.0
2425,YGR080W,1721.0,2245.0
2426,YBL011W,552.0,367.0
2427,YDR183W,1261.0,481.0
2428,YDR138W,1732.0,366.0
2429,YOR317W,1783.0,4538.0
2430,YBR299W,7.0,4.0
2431,YAL022C,739.0,730.0
2432,YOL078W,785.0,837.0
2433,YGL153W,2260.0,1467.0
2434,YNL291C,644.0,441.0
2435,YHR218W,3.0,1.0
2436,YJR010C-A,293.0,825.0
2437,YMR211W,460.0,295.0
2438,YOR185C,1623.0,2731.0
2439,YOR244W,1417.0,965.0
2440,YEL003W,4106.0,887.0
2441,YDR503C,662.0,315.0
2442,YGL037C,5712.0,6663.0
2443,YPL244C,888.0,164.0
2444,YDR492W,904.0,1159.0
2445,YGR240C,1746.0,14339.0
2446,YGL049C,1176.0,2993.0
2447,YPR052C,2792.0,2193.0
2448,YPR025C,1230.0,384.0
2449,YBR087W,1796.0,1205.0
2450,YDR446W,25.0,14.0
2451,YHR107C,1773.0,2944.0
2452,YAR002W,973.0,1834.0
2453,YMR237W,1053.0,2354.0
2454,YDR026C,1047.0,517.0
2455,YEL029C,505.0,267.0
2456,YOL012C,1008.0,1734.0
2457,YPL219W,238.0,859.0
2458,YPL262W,24395.0,44674.0
2459,YDR160W,398.0,204.0
2460,YPL020C,1487.0,654.0
2461,YLR289W,857.0,1152.0
2462,YCL040W,4312.0,45062.0
2463,YJL103C,535.0,1415.0
2464,YNL042W,166.0,103.0
2465,YNL308C,1446.0,1409.0
2466,YPL010W,3854.0,2126.0
2467,YHR058C,706.0,558.0
2468,YJR049C,1102.0,1313.0
2469,YPR112C,701.0,942.0
2470,YPR169W,1513.0,355.0
2471,YHR085W,824.0,279.0
2472,YML067C,1914.0,575.0
2473,YER052C,552.0,775.0
2474,YLR080W,426.0,413.0
2475,YER003C,1883.0,5931.0
2476,YMR184W,2181.0,1331.0
2477,YKR017C,444.0,305.0
2478,YLR413W,66.0,228.0
2479,YBR029C,1252.0,1902.0
2480,YGR127W,919.0,1053.0
2481,YMR113W,655.0,471.0
2482,YMR084W,335.0,2.0
2483,YNL021W,387.0,732.0
2484,YGL021W,997.0,873.0
2485,YHR072W-A,5194.0,1162.0
2486,YHR167W,722.0,249.0
2487,YKL146W,2172.0,2108.0
2488,YLR227C,772.0,9.0
2489,YKL080W,1828.0,3642.0
2490,YGL096W,1081.0,1444.0
2491,YHR083W,1152.0,756.0
2492,YKL160W,4238.0,1371.0
2493,YDL091C,921.0,695.0
2494,YHR198C,2131.0,2696.0
2495,YJL129C,850.0,442.0
2496,YLR209C,1285.0,1803.0
2497,YMR026C,1294.0,484.0
2498,YJL074C,1228.0,1906.0
2499,YNL177C,3360.0,6189.0
2500,YKL162C,416.0,370.0
2501,YOR114W,538.0,267.0
2502,YDR454C,6055.0,4593.0
2503,YPR134W,995.0,470.0
2504,YFR039C,1150.0,439.0
2505,YHL020C,2222.0,1156.0
2506,YIL009W,2879.0,2673.0
2507,YFR042W,1150.0,386.0
2508,YOR066W,346.0,879.0
2509,YOR354C,2563.0,5776.0
2510,YGL223C,774.0,800.0
2511,YOR036W,1825.0,1610.0
2512,YGR032W,1945.0,3954.0
2513,YJR145C,7303.0,4513.0
2514,YGL076C,6284.0,7190.0
2515,YGR132C,2974.0,8108.0
2516,YER054C,980.0,1410.0
2517,YBR256C,5312.0,1592.0
2518,YKL073W,1078.0,1203.0
2519,YNL130C,1479.0,1534.0
2520,YPL141C,375.0,668.0
2521,YHR151C,247.0,162.0
2522,YJL081C,1196.0,1380.0
2523,YOR304C-A,781.0,337.0
2524,YMR318C,1917.0,5575.0
2525,YGR181W,5605.0,4075.0
2526,YOR214C,4.0,0.0
2527,YGL176C,417.0,68.0
2528,YBL030C,7125.0,117249.0
2529,YPL229W,199.0,1614.0
2530,YOR376W-A,16.0,0.0
2531,YOR195W,2059.0,2297.0
2532,YLL054C,102.0,271.0
2533,YOR381W,345.0,9.0
2534,YER073W,736.0,988.0
2535,YLR012C,41.0,25.0
2536,YLR065C,1563.0,388.0
2537,YBR046C,2623.0,7608.0
2538,YNR040W,2800.0,1306.0
2539,YIL067C,345.0,229.0
2540,YHR020W,1344.0,3604.0
2541,YIL089W,147.0,207.0
2542,YOL033W,1073.0,1044.0
2543,YBR238C,47.0,165.0
2544,YGR049W,996.0,1331.0
2545,YOR293C-A,37.0,1.0
2546,YKR099W,443.0,324.0
2547,YML100W,981.0,11888.0
2548,YOR144C,488.0,321.0
2549,YMR158W,4629.0,2660.0
2550,YJL024C,1197.0,751.0
2551,YDR519W,2118.0,1231.0
2552,YER102W,2118.0,2810.0
2553,YER019W,483.0,542.0
2554,YMR263W,3228.0,915.0
2555,YKR069W,1931.0,681.0
2556,YGL135W,6037.0,5359.0
2557,YLR129W,1221.0,865.0
2558,YNR032C-A,1200.0,409.0
2559,YOR298W,68.0,8.0
2560,YMR172W,822.0,866.0
2561,YCR034W,963.0,1738.0
2562,YCR043C,754.0,397.0
2563,YLL009C,13289.0,4519.0
2564,YJL146W,555.0,970.0
2565,YMR258C,933.0,554.0
2566,YBR060C,1046.0,772.0
2567,YDR103W,1079.0,890.0
2568,YMR018W,324.0,78.0
2569,YOR181W,518.0,912.0
2570,YIR023W,612.0,607.0
2571,YKR043C,1004.0,1221.0
2572,YER053C-A,460.0,1614.0
2573,YMR067C,1422.0,2059.0
2574,YDL143W,2662.0,4282.0
2575,YKR034W,27.0,11.0
2576,YHR044C,270.0,87.0
2577,YGL197W,514.0,1698.0
2578,YDL130W-A,6643.0,7113.0
2579,YNL036W,8570.0,2668.0
2580,YFL012W,6.0,3.0
2581,YMR296C,1099.0,1200.0
2582,YDR267C,626.0,510.0
2583,YJL208C,2455.0,1205.0
2584,YOR162C,850.0,1306.0
2585,YMR098C,1753.0,1474.0
2586,YOR285W,34696.0,18721.0
2587,YJL002C,1520.0,1185.0
2588,YPR159W,682.0,3436.0
2589,YGR223C,923.0,518.0
2590,YDR074W,1795.0,12526.0
2591,YJR097W,357.0,117.0
2592,YPR075C,1539.0,1957.0
2593,YML053C,1659.0,1352.0
2594,YER099C,1115.0,871.0
2595,YHR186C,351.0,999.0
2596,YLR174W,34776.0,45633.0
2597,YJR120W,564.0,83.0
2598,YOR017W,583.0,680.0
2599,YHR005C,2525.0,1434.0
2600,YDR473C,768.0,965.0
2601,YLR393W,53.0,783.0
2602,YDR310C,671.0,626.0
2603,YBR217W,537.0,259.0
2604,YNL154C,1195.0,4237.0
2605,YNR065C,389.0,94.0
2606,YIL046W,990.0,645.0
2607,YFR009W,1383.0,1329.0
2608,YNL101W,275.0,2.0
2609,YDR081C,776.0,773.0
2610,YJL137C,721.0,1493.0
2611,YDR383C,925.0,112.0
2612,YBR115C,861.0,3364.0
2613,YIR015W,94.0,182.0
2614,YDR448W,313.0,108.0
2615,YJR111C,483.0,174.0
2616,YLR360W,564.0,266.0
2617,YKL181W,2889.0,2506.0
2618,YPR096C,1.0,32.0
2619,YNL293W,675.0,645.0
2620,YNL092W,219.0,199.0
2621,YML125C,1390.0,649.0
2622,YLR251W,667.0,288.0
2623,YDR182W-A,25.0,3.0
2624,YOR028C,439.0,1111.0
2625,YPL106C,3797.0,13532.0
2626,YGL151W,1159.0,944.0
2627,YJR091C,193.0,2604.0
2628,YBR271W,489.0,189.0
2629,YBL017C,395.0,1496.0
2630,YAL024C,570.0,407.0
2631,YOR348C,4922.0,16422.0
2632,YJL197W,862.0,736.0
2633,YMR213W,859.0,613.0
2634,YBR233W-A,1016.0,376.0
2635,YDL006W,1121.0,621.0
2636,YDR505C,872.0,4506.0
2637,YHR132W-A,5071.0,2710.0
2638,YGR068C,123.0,184.0
2639,YOR390W,170.0,164.0
2640,YPL246C,1240.0,593.0
2641,YOR246C,1798.0,375.0
2642,YGL039W,712.0,393.0
2643,YER066W,306.0,17.0
2644,YEL001C,2757.0,1799.0
2645,YDR443C,421.0,735.0
2646,YMR235C,1107.0,2139.0
2647,YHR109W,779.0,1083.0
2648,YPL270W,1173.0,1459.0
2649,YHL001W,4049.0,2056.0
2650,YOR373W,322.0,903.0
2651,YPL260W,2547.0,9163.0
2652,YOL010W,1725.0,688.0
2653,YOR228C,668.0,734.0
2654,YMR111C,511.0,315.0
2655,YMR144W,574.0,662.0
2656,YCL042W,374.0,13278.0
2657,YCR088W,2230.0,10209.0
2658,YDR208W,1412.0,2776.0
2659,YHR087W,818.0,1231.0
2660,YBR014C,3610.0,1450.0
2661,YPL012W,797.0,1349.0
2662,YJL191W,2760.0,2410.0
2663,YDL108W,1102.0,404.0
2664,YPR110C,1408.0,1457.0
2665,YCR073W-A,2137.0,2558.0
2666,YJL177W,4614.0,7605.0
2667,YDR119W,1004.0,1583.0
2668,YLR411W,10966.0,7392.0
2669,YDR490C,783.0,1510.0
2670,YER005W,497.0,260.0
2671,YPL034W,601.0,27.0
2672,YDL028C,572.0,683.0
2673,YER050C,6388.0,5957.0
2674,YCR008W,1390.0,2506.0
2675,YOR192C-C,6.0,16.0
2676,YLR119W,1107.0,250.0
2677,YLR082C,326.0,567.0
2678,YLR035C,251.0,190.0
2679,YDL122W,1537.0,2086.0
2680,YDL188C,413.0,1084.0
2681,YGL139W,213.0,972.0
2682,YGR268C,415.0,846.0
2683,YOR034C-A,160.0,5.0
2684,YIL125W,9014.0,61647.0
2685,YNL097C-B,3.0,5.0
2686,YKL148C,4651.0,36496.0
2687,YJL076W,1762.0,3658.0
2688,YIL077C,2088.0,1191.0
2689,YHR165C,1069.0,1190.0
2690,YKL028W,798.0,717.0
2691,YLR221C,1227.0,848.0
2692,YPL165C,6.0,2.0
2693,YKL082C,1520.0,962.0
2694,YKL166C,775.0,504.0
2695,YJR036C,219.0,122.0
2696,YDL093W,265.0,570.0
2697,YMR024W,2991.0,5860.0
2698,YPL038W,2172.0,282.0
2699,YOR116C,634.0,1152.0
2700,YLR207W,733.0,719.0
2701,YFR040W,2515.0,2639.0
2702,YIL007C,787.0,737.0
2703,YHL022C,66.0,15.0
2704,YJR143C,660.0,1601.0
2705,YGR030C,4165.0,677.0
2706,YOR034C,259.0,264.0
2707,YGL094C,620.0,687.0
2708,YJL057C,736.0,755.0
2709,YGR130C,3485.0,10852.0
2710,YGR165W,3073.0,5350.0
2711,YGR055W,763.0,399.0
2712,YGR031C-A,7.0,0.0
2713,YBR254C,647.0,326.0
2714,YBR136W,507.0,354.0
2715,YER088C,785.0,2356.0
2716,YJL083W,137.0,597.0
2717,YPL138C,800.0,455.0
2718,YJL141C,935.0,2097.0
2719,YKL075C,759.0,625.0
2720,YPL147W,3041.0,3112.0
2721,YOR261C,7108.0,6776.0
2722,YGL170C,64.0,12.0
2723,YKL101W,2079.0,1654.0
2724,YCL016C,862.0,324.0
2725,YLL056C,329.0,8.0
2726,YBL032W,680.0,2552.0
2727,YIL021W,2558.0,1582.0
2728,YHL048W,213.0,257.0
2729,YLR010C,1752.0,98.0
2730,YNL209W,4223.0,11555.0
2731,YIL061C,421.0,540.0
2732,YBL009W,810.0,1300.0
2733,YNR046W,987.0,997.0
2734,YHR026W,999.0,1852.0
2735,YBR281C,399.0,770.0
2736,YDR197W,1277.0,681.0
2737,YNL289W,5665.0,1765.0
2738,YML106W,4340.0,3531.0
2739,YBR062C,4425.0,2231.0
2740,YBL105C,696.0,1658.0
2741,YPL281C,0.0,0.0
2742,YER104W,375.0,475.0
2743,YLR150W,14438.0,23507.0
2744,YEL046C,436.0,7171.0
2745,YLR427W,664.0,968.0
2746,YML008C,7245.0,12680.0
2747,YDL054C,514.0,643.0
2748,YPR019W,999.0,1686.0
2749,YMR265C,317.0,179.0
2750,YML073C,19594.0,11946.0
2751,YGL137W,1233.0,4400.0
2752,YHR143W-A,1908.0,763.0
2753,YBR044C,1798.0,1913.0
2754,YER159C,4893.0,2007.0
2755,YER122C,1715.0,5235.0
2756,YHR113W,1396.0,2713.0
2757,YER048W-A,2081.0,4152.0
2758,YGL041C-B,8.0,0.0
2759,YBR298C,433.0,7.0
2760,YER031C,2800.0,1762.0
2761,YMR065W,413.0,106.0
2762,YJR006W,1322.0,829.0
2763,YIR021W,1435.0,1093.0
2764,YGL002W,1098.0,327.0
2765,YLR430W,852.0,1006.0
2766,YJL117W,1400.0,1328.0
2767,YKR041W,59.0,67.0
2768,YHR046C,527.0,331.0
2769,YMR130W,2039.0,669.0
2770,YGL195W,1276.0,4177.0
2771,YMR290C,795.0,1860.0
2772,YDL141W,395.0,1156.0
2773,YDR076W,845.0,225.0
2774,YJL059W,524.0,163.0
2775,YMR047C,1548.0,3117.0
2776,YGR221C,421.0,204.0
2777,YDR247W,126.0,333.0
2778,YGR274C,993.0,671.0
2779,YML055W,2531.0,720.0
2780,YML088W,372.0,440.0
2781,YLR176C,517.0,836.0
2782,YLR268W,1039.0,1531.0
2783,YOR011W,164.0,102.0
2784,YMR323W,0.0,0.0
2785,YBR128C,640.0,78.0
2786,YDL214C,1200.0,1370.0
2787,YJR122W,4803.0,2618.0
2788,YNL103W,2656.0,1820.0
2789,YIL044C,919.0,1514.0
2790,YHR067W,303.0,292.0
2791,YLR395C,11543.0,12040.0
2792,YDR312W,180.0,378.0
2793,YLR348C,5648.0,2505.0
2794,YBR248C,844.0,737.0
2795,YNR067C,532.0,609.0
2796,YNL152W,307.0,707.0
2797,YHR153C,347.0,85.0
2798,YFL045C,3505.0,3961.0
2799,YFL010C,607.0,1285.0
2800,YDR141C,929.0,911.0
2801,YJL131C,1352.0,1546.0
2802,YBR117C,462.0,987.0
2803,YDR083W,1049.0,601.0
2804,YDR168W,1741.0,7364.0
2805,YIR013C,1.0,0.0
2806,YPL071C,1704.0,330.0
2807,YKL183W,909.0,361.0
2808,YLR362W,640.0,987.0
2809,YPL024W,2207.0,437.0
2810,YKL134C,635.0,1258.0
2811,YBR273C,899.0,2319.0
2812,YOR313C,454.0,15.0
2813,YAL026C,998.0,935.0
2814,YFL017W-A,2449.0,627.0
2815,YGL237C,883.0,1565.0
2816,YPR094W,2145.0,401.0
2817,YNL295W,904.0,937.0
2818,YDR016C,2469.0,217.0
2819,YOL156W,149.0,30.0
2820,YOL129W,2796.0,1740.0
2821,YDR299W,1702.0,816.0
2822,YBR182C,76.0,114.0
2823,YPL040C,1283.0,1308.0
2824,YIL091C,1066.0,679.0
2825,YPL104W,1275.0,2566.0
2826,YLR253W,1546.0,1326.0
2827,YBR215W,771.0,1540.0
2828,YIL106W,1466.0,1529.0
2829,YML127W,669.0,1012.0
2830,YLR188W,470.0,804.0
2831,YMR244C-A,2225.0,1661.0
2832,YGL157W,141.0,61.0
2833,YBL015W,7948.0,50300.0
2834,YPR145C-A,499.0,284.0
2835,YGR146C,736.0,3896.0
2836,YNL237W,448.0,692.0
2837,YGR077C,705.0,438.0
2838,YDL073W,544.0,269.0
2839,YDL004W,11762.0,27361.0
2840,YLR059C,664.0,1136.0
2841,YDR059C,3533.0,4114.0
2842,YDR379C-A,2188.0,668.0
2843,YEL007W,1137.0,1713.0
2844,YPL248C,222.0,294.0
2845,YMR233W,468.0,286.0
2846,YDR320C-A,6356.0,858.0
2847,YNL080C,419.0,329.0
2848,YDR022C,693.0,462.0
2849,YPL266W,1371.0,756.0
2850,YLR088W,568.0,590.0
2851,YOR080W,603.0,272.0
2852,YGL062W,5015.0,9586.0
2853,YER169W,494.0,813.0
2854,YOL016C,873.0,1226.0
2855,YOR226C,2537.0,1256.0
2856,YEL025C,662.0,80.0
2857,YNL186W,1448.0,2186.0
2858,YBL063W,540.0,607.0
2859,YMR146C,4426.0,4866.0
2860,YCR060W,2055.0,517.0
2861,YBR016W,959.0,3987.0
2862,YPR116W,87.0,187.0
2863,YOR198C,3669.0,12008.0
2864,YHR089C,3103.0,1984.0
2865,YMR168C,130.0,265.0
2866,YLL035W,256.0,166.0
2867,YER007W,734.0,323.0
2868,YPR056W,1304.0,717.0
2869,YDR117C,626.0,820.0
2870,YLR037C,183.0,4.0
2871,YEL043W,970.0,806.0
2872,YJL078C,37.0,207.0
2873,YNL173C,3734.0,6602.0
2874,YGR200C,1196.0,1181.0
2875,YIL127C,1784.0,567.0
2876,YOR338W,281.0,153.0
2877,YER044C-A,32.0,15.0
2878,YKL051W,149.0,340.0
2879,YPL167C,679.0,99.0
2880,YLR223C,899.0,483.0
2881,YJL178C,1747.0,957.0
2882,YKL164C,558.0,8295.0
2883,YBR200W-A,0.0,0.0
2884,YBL098W,1513.0,1829.0
2885,YDL095W,1771.0,2413.0
2886,YOR118W,502.0,602.0
2887,YLR205C,9898.0,5721.0
2888,YMR022W,2613.0,1516.0
2889,YML094W,1569.0,1467.0
2890,YKR006C,3620.0,6148.0
2891,YPR138C,311.0,263.0
2892,YIL005W,993.0,1555.0
2893,YNL119W,540.0,572.0
2894,YHR079C,229.0,450.0
2895,YNR019W,843.0,1990.0
2896,YGR158C,834.0,1054.0
2897,YKL077W,906.0,3135.0
2898,YFR046C,684.0,611.0
2899,YPL050C,1494.0,1032.0
2900,YJR141W,795.0,116.0
2901,YLR354C,8630.0,38650.0
2902,YLR301W,2289.0,1600.0
2903,YOR032C,30.0,7.0
2904,YAL009W,815.0,180.0
2905,YJR054W,474.0,46.0
2906,YDL160C,190.0,3534.0
2907,YGR167W,2968.0,5743.0
2908,YJL143W,1204.0,2710.0
2909,YBR161W,370.0,199.0
2910,YNL002C,3190.0,2173.0
2911,YPL145C,431.0,2915.0
2912,YIL118W,1718.0,966.0
2913,YPL190C,445.0,5028.0
2914,YHR009C,1979.0,2791.0
2915,YOR367W,2591.0,1011.0
2916,YOR385W,611.0,301.0
2917,YGR185C,2437.0,3008.0
2918,YJL189W,34559.0,8363.0
2919,YLL050C,20710.0,11589.0
2920,YDR392W,1049.0,511.0
2921,YGL172W,1258.0,2335.0
2922,YNL274C,8717.0,15557.0
2923,YPL023C,1411.0,1748.0
2924,YOR063W,24963.0,41962.0
2925,YOL080C,501.0,173.0
2926,YOL117W,384.0,447.0
2927,YBR283C,2173.0,2261.0
2928,YML104C,791.0,251.0
2929,YNR033W,1642.0,1307.0
2930,YNR044W,114.0,272.0
2931,YDR195W,1626.0,1205.0
2932,YNL256W,569.0,407.0
2933,YOL058W,4013.0,6712.0
2934,YGL045W,430.0,550.0
2935,YER106W,76.0,13.0
2936,YCR107W,36.0,3.0
2937,YJL020C,1376.0,5269.0
2938,YBR039W,8892.0,41992.0
2939,YGR258C,848.0,355.0
2940,YPL234C,3214.0,2192.0
2941,YDL056W,1313.0,1203.0
2942,YOR209C,1794.0,2179.0
2943,YPR017C,1002.0,235.0
2944,YEL044W,4588.0,1476.0
2945,YML071C,916.0,616.0
2946,YLR016C,1803.0,385.0
2947,YER120W,3340.0,5988.0
2948,YBR042C,757.0,315.0
2949,YHR111W,1057.0,1360.0
2950,YML129C,4572.0,1708.0
2951,YPR170W-B,2405.0,1311.0
2952,YCR047C,1047.0,430.0
2953,YDR437W,47.0,72.0
2954,YBR202W,548.0,1493.0
2955,YKL205W,1356.0,594.0
2956,YER033C,211.0,484.0
2957,YHR040W,757.0,424.0
2958,YML057W,1505.0,2068.0
2959,YDR178W,4908.0,27526.0
2960,YKR038C,1711.0,1086.0
2961,YLR432W,1840.0,2874.0
2962,YJR004C,121.0,39.0
2963,YIR027C,549.0,8.0
2964,YJL115W,753.0,732.0
2965,YJR073C,9462.0,4193.0
2966,YGL004C,1328.0,578.0
2967,YMR292W,1782.0,634.0
2968,YMR132C,620.0,306.0
2969,YPL008W,876.0,406.0
2970,YDL116W,1337.0,995.0
2971,YLR435W,887.0,434.0
2972,YLR409C,802.0,674.0
2973,YPL088W,642.0,115.0
2974,YKR065C,4692.0,4407.0
2975,YMR041C,603.0,684.0
2976,YLR078C,2325.0,1137.0
2977,YMR267W,3285.0,3664.0
2978,YDR078C,941.0,81.0
2979,YMR109W,1235.0,2339.0
2980,YDR232W,1214.0,9132.0
2981,YDR245W,1820.0,710.0
2982,YGR276C,1420.0,1243.0
2983,YDL138W,405.0,143.0
2984,YOR289W,2031.0,1037.0
2985,YPR071W,171.0,103.0
2986,YHR175W,938.0,1107.0
2987,YDL212W,3728.0,1324.0
2988,YDR390C,1145.0,1174.0
2989,YDR314C,133.0,153.0
2990,YKL098W,629.0,218.0
2991,YJL133W,514.0,367.0
2992,YBL084C,482.0,357.0
2993,YDR143C,395.0,857.0
2994,YBR111C,6879.0,4460.0
2995,YFL047W,1210.0,654.0
2996,YPR144C,1135.0,434.0
2997,YIL166C,426.0,10.0
2998,YDR349C,841.0,809.0
2999,YIR011C,1461.0,1313.0
3000,YGL226C-A,2212.0,1259.0
3001,YDR332W,873.0,258.0
3002,YOL154W,218.0,57.0
3003,YGL235W,2.0,2.0
3004,YJL147C,562.0,358.0
3005,YNL297C,1056.0,1188.0
3006,YOR344C,980.0,4230.0
3007,YOR002W,1068.0,690.0
3008,YDR189W,972.0,1108.0
3009,YAL028W,172.0,113.0
3010,YGL160W,1237.0,779.0
3011,YOR079C,485.0,167.0
3012,YCL030C,626.0,396.0
3013,YHR132C,1663.0,1844.0
3014,YOL049W,1201.0,2221.0
3015,YBR180W,39.0,2.0
3016,YIL093C,2804.0,3628.0
3017,YLR397C,431.0,572.0
3018,YDR463W,1459.0,3570.0
3019,YDR194W-A,0.0,0.0
3020,YIL151C,1014.0,412.0
3021,YBR213W,216.0,251.0
3022,YLR398C,850.0,1191.0
3023,YGR144W,139.0,53.0
3024,YGR111W,1428.0,1708.0
3025,YGL155W,558.0,330.0
3026,YJR095W,29755.0,35033.0
3027,YOL063C,578.0,266.0
3028,YLR466W,5.0,1.0
3029,YJL193W,486.0,99.0
3030,YEL027W,2372.0,6534.0
3031,YOL014W,157.0,52.0
3032,YDR123C,146.0,249.0
3033,YLR057W,770.0,380.0
3034,YLR320W,414.0,96.0
3035,YFR014C,760.0,3249.0
3036,YMR231W,353.0,583.0
3037,YLR452C,190.0,76.0
3038,YJR160C,27.0,11.0
3039,YOR086C,1171.0,2427.0
3040,YDR020C,447.0,259.0
3041,YGR053C,588.0,202.0
3042,YPL213W,1161.0,796.0
3043,YNL082W,891.0,1078.0
3044,YOR279C,1256.0,615.0
3045,YPL264C,91.0,55.0
3046,YOR224C,4539.0,1248.0
3047,YGL060W,671.0,541.0
3048,YNL188W,1492.0,319.0
3049,YGR191W,665.0,529.0
3050,YBL061C,1276.0,608.0
3051,YMR140W,189.0,650.0
3052,YPR114W,1009.0,831.0
3053,YOR072W-B,0.0,0.0
3054,YBR018C,63.0,24.0
3055,YPR163C,2504.0,5497.0
3056,YEL005C,792.0,434.0
3057,YDR527W,1187.0,651.0
3058,YOR242C,90.0,10.0
3059,YCR059C,689.0,543.0
3060,YGR042W,1561.0,460.0
3061,YCR004C,3904.0,10352.0
3062,YDR115W,7708.0,2980.0
3063,YLL033W,282.0,223.0
3064,YML038C,760.0,227.0
3065,YPR054W,5.0,0.0
3066,YBR098W,475.0,482.0
3067,YLR031W,126.0,0.0
3068,YDL159W,656.0,747.0
3069,YGL018C,1220.0,1282.0
3070,YMR075W,1258.0,947.0
3071,YMR020W,396.0,291.0
3072,YDR379W,1214.0,1853.0
3073,YHR169W,934.0,367.0
3074,YNL059C,1354.0,1167.0
3075,YBL042C,1325.0,701.0
3076,YPL161C,694.0,541.0
3077,YIL121W,381.0,350.0
3078,YLR278C,874.0,783.0
3079,YOR293W,19503.0,9178.0
3080,YGR239C,5336.0,2648.0
3081,YJL041W,1193.0,5532.0
3082,YDL097C,3012.0,6875.0
3083,YLR104W,2952.0,580.0
3084,YKR004C,964.0,234.0
3085,YML096W,910.0,378.0
3086,YHR192W,1021.0,551.0
3087,YPL052W,1212.0,318.0
3088,YIL003W,1101.0,375.0
3089,YBR163W,621.0,133.0
3090,YDR465C,696.0,410.0
3091,YKL079W,1076.0,813.0
3092,YFR044C,3104.0,7377.0
3093,YFR033C,17622.0,11620.0
3094,YJR116W,97.0,240.0
3095,YGL229C,143.0,128.0
3096,YLR356W,806.0,1522.0
3097,YKL057C,2109.0,2308.0
3098,YGL098W,439.0,755.0
3099,YJR056C,946.0,565.0
3100,YNL014W,338.0,349.0
3101,YLR404W,487.0,136.0
3102,YGR161C,283.0,398.0
3103,YPL069C,198.0,212.0
3104,YLR378C,812.0,3591.0
3105,YFL031W,1885.0,620.0
3106,YJR138W,672.0,615.0
3107,YKL179C,1190.0,1198.0
3108,YJL145W,1555.0,1792.0
3109,YBR132C,420.0,5274.0
3110,YPL192C,8.0,2.0
3111,YNL004W,1745.0,3823.0
3112,YOR265W,3945.0,1614.0
3113,YJR079W,172.0,6.0
3114,YDR172W,2766.0,6936.0
3115,YPL194W,308.0,357.0
3116,YCL012C,1610.0,481.0
3117,YOR365C,257.0,40.0
3118,YDR394W,3703.0,5487.0
3119,YOR330C,867.0,437.0
3120,YAR014C,641.0,1631.0
3121,YLL052C,245.0,342.0
3122,YOL082W,1113.0,1559.0
3123,YOR030W,237.0,218.0
3124,YOR065W,5552.0,29811.0
3125,YBR267W,1353.0,1168.0
3126,YBR285W,467.0,156.0
3127,YFL014W,23844.0,20636.0
3128,YOL115W,718.0,550.0
3129,YDR325W,724.0,396.0
3130,YNR031C,872.0,873.0
3131,YNL131W,2716.0,7898.0
3132,YEL020W-A,13963.0,4911.0
3133,YBL005W,181.0,277.0
3134,YDR041W,5609.0,3601.0
3135,YGR070W,1123.0,581.0
3136,YJR108W,183.0,223.0
3137,YCR105W,341.0,117.0
3138,YBL101C,541.0,1944.0
3139,YPL236C,314.0,426.0
3140,YPR015C,686.0,209.0
3141,YDR488C,49.0,257.0
3142,YLR154C,4053.0,615.0
3143,YGR256W,835.0,1528.0
3144,YEL042W,1402.0,1654.0
3145,YPR048W,960.0,510.0
3146,YLR014C,264.0,185.0
3147,YER126C,1620.0,1483.0
3148,YOR113W,342.0,3019.0
3149,YHR117W,1289.0,1037.0
3150,YBR040W,8.0,2.0
3151,YPL258C,460.0,69.0
3152,YCR045C,3.0,6.0
3153,YKL203C,999.0,903.0
3154,YHR017W,845.0,560.0
3155,YDL036C,527.0,473.0
3156,YML059C,772.0,861.0
3157,YKR045C,267.0,566.0
3158,YER035W,1465.0,3087.0
3159,YPR128C,1607.0,2057.0
