ORF,WT_Ribo,ncs2_Ribo,uba4_Ribo,ncs2_RNA,uba4_RNA,WT_RNA
YMR273C,87,87,110,1245,901,1015
YMR274C,49,55,41,526,317,388
YMR275C,116,126,186,1941,1320,1439
YMR276W,1047,1291,1763,8082,5834,5203
YMR277W,222,232,332,2514,1756,1782
YMR278W,111,66,136,610,429,566
YMR279C,1,4,2,42,15,25
YMR280C,101,128,235,1268,1177,894
YMR281W,76,87,89,523,334,340
YMR282C,153,139,184,1821,1326,1327
YMR283C,94,75,106,801,548,612
YMR284W,31,13,33,485,317,427
YMR285C,186,218,259,1461,1002,870
YMR286W,118,83,121,1387,806,1068
YMR287C,141,155,264,2476,1816,1902
YMR288W,139,160,219,1463,1038,1139
YMR289W,119,102,139,1072,826,943
YMR290C,825,818,976,5702,3592,3852
YMR291W,326,244,380,2081,1579,1969
YMR292W,45,40,58,724,530,496
YMR293C,107,78,111,972,639,787
YMR294W,44,41,65,506,369,395
YMR295C,892,995,1310,3575,2697,2484
YMR296C,447,363,503,3294,2239,2675
YMR297W,1402,1357,1725,10203,6664,6726
YMR298W,488,492,633,2317,1407,1339
YMR299C,225,176,273,1849,1140,1734
YMR300C,2605,2136,2674,19011,12362,16145
YMR301C,229,198,237,2425,1650,1866
YMR302C,350,414,622,4939,3326,3254
YMR303C,10681,7942,8664,22044,13785,18942
YMR304W,289,350,443,4427,2859,2428
YMR305C,1766,1193,1677,8662,5735,8115
YMR306W,4,4,9,364,255,280
YMR307W,7502,5252,6735,41068,27239,38433
YMR308C,552,623,824,9561,6545,6481
YMR309C,1533,1448,1902,13467,8327,9931
YMR310C,105,99,137,1355,1018,1017
YMR311C,417,257,385,1570,1170,1571
YMR312W,100,132,154,1007,692,781
YMR313C,95,132,139,1227,841,825
YMR314W,985,918,1268,6521,4232,4975
YMR315W,705,583,1011,3177,2335,3054
YMR315W-A,0,0,0,18,6,2
YMR316C-A,0,0,0,10,8,16
YMR316W,55,16,34,353,228,291
YMR317W,1,0,0,21,23,9
YMR318C,1333,1742,2343,13627,9136,7843
YMR319C,12,11,11,316,190,216
YMR321C,11,13,14,208,211,241
YMR322C,4,2,10,52,53,70
YMR323W,15,7,26,470,477,382
YMR325W,0,3,2,36,49,21
YNL001W,122,109,175,1002,827,835
YNL002C,481,438,606,3416,2153,2624
YNL003C,53,46,79,739,535,588
YNL004W,245,267,356,3220,2392,2843
YNL005C,568,457,770,4624,3093,3234
YNL006W,206,193,278,1507,1124,1238
YNL007C,847,599,882,3981,2705,3626
YNL008C,154,143,208,1374,955,942
YNL009W,20,12,20,124,131,138
YNL010W,1104,937,1044,5330,3531,4445
YNL011C,31,41,48,386,299,370
YNL012W,5,5,5,112,63,86
YNL014W,340,296,430,4588,3007,3997
YNL015W,171,99,204,1600,1202,1779
YNL016W,1320,1325,1626,13374,8079,8888
YNL018C,0,0,3,28,16,44
YNL019C,2,4,4,20,20,28
YNL020C,65,64,80,486,403,435
YNL021W,171,153,226,1662,1114,1266
YNL022C,154,120,169,1198,768,828
YNL023C,137,130,186,2269,1552,1894
YNL024C,0,3,4,101,66,85
YNL024C-A,130,65,126,700,493,516
YNL025C,22,21,11,270,210,293
YNL026W,103,90,152,905,732,672
YNL027W,74,72,137,992,635,840
YNL029C,48,34,57,714,602,683
YNL030W,3199,3441,4541,29230,19517,19777
YNL031C,1834,1337,2170,12432,9353,8518
YNL032W,53,42,81,602,532,570
YNL033W,2,4,4,22,19,31
YNL034W,2,3,5,32,29,53
YNL035C,272,316,347,997605,532176,594309
YNL036W,817,711,1262,3273,2383,2704
YNL037C,2130,1855,2987,12915,9327,9815
YNL038W,29,26,42,617,403,537
YNL039W,74,69,135,1351,888,983
YNL040W,124,118,154,1926,1273,1334
YNL041C,170,156,198,1854,1230,1439
YNL042W,10,3,17,239,141,242
YNL042W-B,1,0,4,890,620,627
YNL044W,595,546,753,4775,3284,3355
YNL045W,391,367,562,3269,2383,2378
YNL046W,26,16,24,575,369,572
YNL047C,63,77,102,915,692,731
YNL048W,174,155,212,1896,1335,1445
YNL049C,151,176,244,2571,1690,1824
YNL050C,78,131,180,729,476,533
YNL051W,45,41,39,565,352,473
YNL052W,1963,1797,3322,13926,10971,10356
YNL053W,78,58,68,708,538,592
YNL054W,143,134,165,1630,1113,1298
YNL055C,7833,7506,10597,31352,21417,20592
YNL056W,63,55,66,602,453,546
YNL058C,65,62,98,749,407,565
YNL059C,339,288,464,2755,1781,2393
YNL061W,823,637,765,5160,3162,4185
YNL062C,156,175,193,1587,937,1091
YNL063W,23,23,29,425,343,359
YNL064C,1611,1370,2012,9488,6694,7401
YNL065W,37,41,46,416,226,271
YNL066W,802,766,1042,6458,4501,4325
YNL067W,4788,3960,5466,23306,15380,17600
YNL067W-B,643,419,464,6703,3803,5028
YNL068C,49,51,84,882,707,747
YNL069C,5330,4501,6488,49955,34671,39945
YNL070W,348,380,480,3081,2273,2164
YNL071W,1950,1584,1975,9133,6372,8183
YNL072W,130,139,190,1051,790,686
YNL073W,204,175,251,3193,2512,2754
YNL074C,65,58,97,820,491,636
YNL075W,149,142,184,1273,711,831
YNL076W,58,59,98,846,543,679
YNL077W,83,68,107,703,570,621
YNL078W,84,79,105,1129,751,967
YNL079C,881,736,1026,6005,4021,5449
YNL080C,50,87,97,1170,829,721
YNL081C,198,186,275,1555,1226,1395
YNL082W,101,134,158,1110,855,908
YNL083W,85,103,126,1909,1406,1347
YNL084C,195,249,303,2789,1859,1843
YNL085W,447,540,712,8518,5317,5606
YNL086W,10,23,31,442,302,249
YNL087W,611,537,697,6159,4122,4792
YNL088W,483,421,476,5193,3210,4169
YNL090W,89,97,125,1824,1310,1399
YNL091W,187,179,242,3019,2091,2435
YNL092W,16,17,18,188,141,224
YNL093W,7,5,5,49,37,25
YNL094W,50,41,64,1665,1239,1274
YNL095C,57,54,68,706,450,530
YNL096C,3970,3502,4563,17549,10753,13154
YNL097C,60,68,88,681,453,684
YNL097C-B,8,7,4,262,172,129
YNL098C,444,530,678,3784,2565,2626
YNL099C,97,86,143,1207,900,1001
YNL100W,202,259,354,2118,1557,1562
YNL101W,181,171,247,2520,1761,1552
YNL102W,438,350,458,4881,3306,3718
YNL103W,85,110,172,1560,1080,1288
YNL104C,3414,3989,4776,26863,16684,15084
YNL106C,185,191,176,1910,1324,1166
YNL107W,51,42,57,257,197,259
YNL108C,103,142,167,870,693,607
YNL110C,233,157,214,1346,896,1384
YNL111C,646,499,594,2480,1697,2192
YNL112W,893,831,1057,7161,4112,4834
YNL113W,238,237,249,2024,1442,1878
YNL115C,126,133,176,1133,851,593
YNL116W,81,77,134,1067,712,676
YNL117W,10,10,12,74,44,117
YNL118C,306,328,336,3311,2144,2289
YNL119W,83,4,154,64,911,990
YNL121C,1906,2008,2478,14745,9162,9906
YNL122C,72,69,71,390,287,310
YNL123W,532,521,755,6566,4139,4176
YNL124W,96,120,143,1279,921,975
YNL125C,64,56,90,921,637,835
YNL126W,95,124,144,1422,953,834
YNL127W,86,64,121,1984,1366,1331
YNL128W,7,2,10,85,59,80
YNL129W,68,46,53,529,312,409
YNL130C,457,493,634,3894,2488,2468
YNL130C-A,0,0,0,0,0,0
YNL131W,676,606,899,5831,4206,4515
YNL132W,735,677,864,6526,4218,4574
YNL133C,8,19,25,314,211,240
YNL134C,163,137,217,2881,2418,2205
YNL135C,396,339,529,4834,3249,4346
YNL136W,60,58,99,669,415,507
YNL137C,451,461,651,4624,3279,3774
YNL138W,890,708,1066,6649,4721,5671
YNL138W-A,42,24,34,425,309,361
YNL139C,271,275,391,3917,2597,2772
YNL140C,46,60,59,803,590,545
YNL141W,336,321,381,1909,1161,1571
YNL142W,820,1009,1751,7744,6395,4140
YNL143C,0,0,0,55,60,34
YNL144C,53,26,55,593,628,522
YNL145W,163,53,112,847,694,959
YNL146C-A,0,0,0,69,65,40
YNL146W,6,3,10,77,49,44
YNL147W,178,150,191,1157,707,947
YNL148C,82,70,71,1652,1127,1206
YNL149C,900,791,1018,3737,2575,2624
YNL151C,63,65,111,867,588,778
YNL152W,64,35,62,568,442,455
YNL153C,188,192,248,1338,873,1277
YNL154C,350,330,492,4004,2896,3220
YNL155W,181,156,256,2552,1748,1687
YNL156C,264,262,324,3024,2089,2092
YNL157W,67,48,82,965,687,900
YNL158W,75,46,101,760,479,672
YNL159C,31,27,52,464,335,435
YNL160W,325,64,57,262,154,912
YNL161W,196,186,292,2276,1591,1931
YNL162W,2733,2790,3649,20569,14701,17067
YNL162W-A,5,5,1,73,58,61
YNL163C,241,270,347,2691,1851,1955
YNL164C,50,74,54,689,447,500
YNL165W,49,32,57,751,481,556
YNL166C,168,169,303,1507,1023,1155
YNL167C,40,51,71,755,538,646
YNL168C,286,199,258,1128,801,988
YNL169C,569,509,634,4830,3007,3392
YNL172W,130,157,164,2815,1830,1903
YNL173C,359,330,554,2381,1708,1827
YNL175C,440,362,445,2532,1701,2193
YNL176C,105,108,120,2244,1495,1499
YNL177C,281,207,379,2502,1908,2221
YNL178W,16083,13081,17489,83261,56320,65853
YNL180C,154,109,174,1605,1255,1306
YNL181W,313,244,349,1534,1051,1218
YNL182C,173,146,229,1354,922,1008
YNL183C,350,357,467,3771,2740,2282
YNL184C,97,80,135,865,653,875
YNL185C,138,103,178,1266,1053,1210
YNL186W,148,135,247,2138,1478,1688
YNL187W,7,8,8,547,352,358
YNL188W,24,21,24,413,294,344
YNL189W,1327,1229,1580,6889,4560,5508
YNL190W,1023,747,1622,9871,8269,8721
YNL191W,49,42,64,626,454,444
YNL192W,329,342,486,4338,3005,3525
YNL193W,142,88,136,1220,815,950
YNL194C,1,6,3,39,8,21
YNL195C,6,4,10,119,88,70
YNL196C,0,0,0,2,1,1
YNL197C,194,181,233,2179,1660,1664
YNL199C,75,88,115,1286,811,999
YNL200C,78,73,84,464,407,389
YNL201C,104,99,145,1813,1120,1452
YNL202W,29,39,53,314,283,155
YNL204C,1,0,0,75,66,77
YNL206C,148,127,145,1298,780,1024
YNL207W,179,208,301,1808,1218,1279
YNL208W,1569,987,1338,7071,4957,7804
YNL209W,29653,22335,29628,165904,108123,132024
YNL210W,0,0,0,4,0,4
YNL211C,3,0,8,48,29,54
YNL212W,236,226,347,2620,1829,1978
YNL213C,23,56,61,712,498,491
YNL214W,28,46,68,253,263,251
YNL215W,122,155,178,1069,874,795
YNL216W,428,360,604,3595,2565,2593
YNL217W,68,38,69,722,615,712
YNL218W,49,54,62,651,401,477
YNL219C,358,276,434,2115,1636,1638
YNL220W,2020,1904,2552,12707,8317,7612
YNL221C,185,174,228,3626,2310,2819
YNL222W,97,49,86,525,386,540
YNL223W,56,54,63,474,411,440
YNL224C,86,86,103,852,552,590
YNL225C,122,74,150,1063,738,816
YNL227C,136,110,154,1170,753,971
YNL229C,270,259,334,1414,897,1079
YNL230C,14,10,15,244,208,215
YNL231C,313,271,418,1825,1199,1368
YNL232W,171,185,225,1226,783,900
YNL233W,95,96,112,1364,808,1179
YNL234W,7,10,22,122,104,89
YNL236W,93,119,169,1832,1192,1115
YNL237W,22,37,31,306,167,133
YNL238W,256,207,264,2954,2048,2233
YNL239W,447,498,604,4334,3026,3950
YNL240C,217,207,360,2204,1511,1270
YNL241C,3646,3853,5416,24530,18519,15660
YNL242W,107,93,124,1910,1302,1278
YNL243W,720,813,1086,8004,5529,5654
YNL244C,246,250,282,2937,1987,2850
YNL245C,45,49,74,630,451,426
YNL246W,222,164,254,1776,1115,1212
YNL247W,933,839,1204,6996,4711,5314
YNL248C,414,392,546,4240,2721,3060
YNL249C,33,54,69,475,386,391
YNL250W,126,136,165,1487,853,1052
YNL251C,386,353,451,2971,1781,2134
YNL252C,390,340,516,2131,1585,1798
YNL253W,60,43,79,707,504,462
YNL254C,29,31,40,595,374,380
YNL255C,1121,858,1302,8000,5641,7662
YNL256W,281,266,338,2728,1709,2270
YNL257C,91,78,115,2086,1421,1573
YNL258C,196,150,183,1719,1173,1444
YNL259C,39,29,49,668,528,547
YNL260C,51,62,84,441,363,390
YNL261W,95,84,109,792,559,602
YNL262W,328,266,323,3669,2570,3069
YNL263C,184,206,313,1641,1270,1178
YNL264C,70,73,99,788,535,522
YNL265C,96,78,108,666,469,555
YNL267W,194,191,239,2730,1798,2176
YNL268W,691,834,1147,6536,4489,3579
YNL269W,0,0,0,1,0,2
YNL270C,8,10,15,126,185,106
YNL271C,172,160,211,4933,3455,3895
YNL272C,145,156,221,1578,1107,1131
YNL273W,143,173,246,1798,1082,1366
YNL274C,407,313,593,2231,1913,1982
YNL275W,47,58,84,538,464,365
YNL277W,1368,1193,1704,8231,5466,6762
YNL277W-A,0,0,2,99,76,77
YNL278W,100,111,146,1464,1015,1052
YNL279W,6,3,2,71,51,46
YNL280C,208,226,352,2622,1720,1675
YNL281W,594,390,595,4253,3064,3744
YNL282W,56,62,89,507,419,379
YNL283C,129,156,188,2093,1460,1549
YNL284C,338,247,372,2139,1437,1837
YNL286W,27,23,30,512,366,425
YNL287W,1100,1266,1646,12957,9065,8793
YNL288W,129,118,181,1220,971,904
YNL289W,195,248,432,1999,1425,1347
YNL290W,321,299,466,3399,2347,2197
YNL291C,121,118,163,1671,1105,1295
YNL292W,268,185,254,1107,738,1119
YNL293W,42,47,52,680,471,548
YNL294C,53,50,54,1093,743,1019
YNL295W,105,94,131,1669,1105,1300
YNL297C,314,375,419,4292,2817,3018
YNL298W,96,148,225,1854,1285,1162
YNL299W,103,126,174,1648,932,970
YNL300W,75,47,115,1351,915,1071
YNL301C,4466,3213,3865,17101,11468,13916
YNL302C,2020,1757,2645,25680,18390,21242
YNL304W,72,77,95,541,373,424
YNL305C,158,230,328,1214,944,732
YNL306W,425,389,537,5785,3975,4285
YNL307C,296,263,338,3848,2820,3494
YNL308C,204,164,272,2098,1451,1703
YNL309W,55,66,92,513,228,332
YNL310C,164,124,148,980,735,890
YNL311C,158,239,303,2021,1454,1421
YNL312W,329,300,431,1686,1002,1184
YNL313C,439,394,527,4201,2632,2890
YNL314W,21,19,41,431,361,352
YNL315C,326,245,363,2582,1813,2166
YNL316C,72,80,115,741,433,362
YNL317W,80,62,132,794,647,506
YNL318C,0,0,1,7,13,1
YNL320W,147,143,143,850,630,871
YNL321W,197,152,243,2360,1625,1952
YNL322C,375,302,399,2045,1356,1547
YNL323W,316,289,361,2278,1766,1584
YNL325C,74,72,117,862,558,646
YNL326C,57,61,90,666,436,539
YNL327W,1237,973,1479,7757,5604,6415
YNL328C,12,4,9,171,158,172
YNL329C,98,103,119,1849,1473,1728
YNL330C,270,241,360,2295,1585,1489
YNL331C,5,9,13,309,196,240
YNL332W,12,23,17,150,101,72
YNL333W,136,121,154,1030,788,639
YNL334C,3,8,17,377,322,279
YNL335W,6,6,10,69,44,82
YNL336W,273,279,363,2435,1686,1863
YNL339C,80,68,99,3627,2545,2983
YNR001C,2462,2683,4229,12210,9868,8843
YNR002C,21,23,29,252,225,203
YNR003C,186,121,138,978,528,1107
YNR004W,14,11,8,95,72,98
YNR006W,148,136,194,1313,882,1134
YNR007C,119,119,143,722,455,540
YNR008W,252,271,333,2167,1433,1474
YNR009W,34,41,49,477,331,428
YNR010W,27,47,57,320,199,317
YNR011C,101,107,129,1359,956,983
YNR012W,74,91,164,964,668,575
YNR013C,239,290,340,2990,2096,2129
YNR014W,33,8,34,179,154,173
YNR015W,231,232,310,2711,1837,2076
YNR016C,10263,8722,10186,107125,67035,95060
YNR017W,641,553,768,3810,2877,2773
YNR018W,418,296,445,2678,1686,1958
YNR019W,738,646,899,5818,3878,3935
YNR020C,199,161,282,1301,932,1022
YNR021W,680,738,939,3384,2207,2820
YNR022C,66,63,104,1470,921,1123
YNR023W,141,192,187,884,596,634
YNR024W,25,25,35,254,216,414
YNR026C,163,127,193,1059,726,855
YNR027W,55,39,70,805,594,680
YNR028W,150,149,175,1306,787,1007
YNR029C,110,86,163,1469,950,895
YNR030W,316,267,345,2210,1627,1791
YNR031C,190,236,312,4363,3008,3196
YNR032C-A,29,46,69,755,590,618
YNR032W,184,215,299,2108,1352,1518
YNR033W,271,279,391,2531,1762,1823
YNR034W,72,97,161,523,385,349
YNR034W-A,16,5,8,38,26,29
YNR035C,523,461,646,2852,2236,1969
YNR036C,348,368,477,4159,3352,3366
YNR037C,114,155,119,1221,932,1200
YNR038W,201,258,298,2488,1518,1550
YNR039C,70,89,102,816,678,648
YNR040W,231,181,273,1425,1053,1083
YNR041C,246,280,370,2127,1518,1358
YNR043W,2241,2029,2824,10305,6711,6710
YNR044W,51,34,21,406,276,424
YNR045W,79,72,125,1222,806,893
YNR046W,176,161,299,1726,1231,1178
YNR047W,182,165,251,3119,2003,2209
YNR048W,81,88,117,684,496,458
YNR049C,43,68,67,524,346,455
YNR050C,6735,5602,7450,39134,25752,33417
YNR051C,235,164,257,2511,1652,1817
YNR052C,215,242,298,2151,1402,1576
YNR053C,456,486,672,4867,3183,3066
YNR054C,184,123,210,1322,856,1136
YNR055C,232,230,243,2344,1597,1805
YNR056C,7,4,7,222,207,201
YNR057C,11,10,26,409,361,363
YNR058W,5,7,6,190,157,168
YNR059W,32,16,13,423,337,344
YNR060W,3,5,1,53,37,38
YNR061C,81,105,124,880,526,578
YNR062C,0,0,3,13,12,8
YNR063W,10,13,14,258,186,214
YNR064C,10,7,3,34,17,39
YNR065C,94,93,142,1847,1239,1110
YNR066C,30,27,33,653,444,368
YNR067C,682,508,801,5090,3901,4114
YNR068C,7,8,3,102,103,47
YNR069C,1,8,13,265,216,91
YNR070W,0,0,1,0,8,7
YNR071C,0,1,0,0,4,1
YNR072W,1,2,3,16,23,4
YNR073C,0,5,8,155,213,113
YNR074C,0,0,0,2,0,0
YNR075C-A,0,0,0,0,0,1
YNR075W,22,16,10,251,167,170
YNR076W,0,0,0,17,14,2
YNR077C,0,0,0,5,3,11
YOL001W,20,11,25,301,236,259
YOL002C,107,112,126,895,641,697
YOL003C,59,50,81,637,431,478
YOL004W,361,467,623,5560,3855,4334
YOL005C,275,221,331,2219,1401,1653
YOL006C,144,149,222,2096,1285,1587
YOL007C,140,93,134,825,602,904
YOL008W,46,49,59,426,282,360
YOL009C,39,23,37,521,312,423
YOL010W,145,156,231,1429,955,1001
YOL011W,122,148,166,2775,1925,2336
YOL012C,235,212,324,2002,1361,1787
YOL013C,89,89,139,897,635,685
YOL013W-A,6,5,2,1720,817,992
YOL014W,20,22,29,795,536,496
YOL015W,0,0,0,31,28,26
YOL016C,241,220,326,1787,1192,1342
YOL017W,74,55,99,801,505,613
YOL018C,58,43,68,526,428,450
YOL019W,215,178,267,1158,864,1006
YOL019W-A,0,0,1,179,102,102
YOL020W,177,124,161,2296,1395,1720
YOL021C,436,479,613,5264,3642,3740
YOL022C,187,120,191,1361,857,1168
YOL023W,137,105,140,2235,1625,2072
YOL024W,0,1,1,15,4,0
YOL025W,76,84,139,4093,2645,2498
YOL026C,42,54,86,837,563,689
YOL027C,728,803,1227,6248,4417,3781
YOL028C,31,38,36,899,522,610
YOL029C,1,3,1,811,510,556
YOL030W,1215,1039,1584,7567,4881,5321
YOL031C,174,118,120,995,636,947
YOL032W,104,104,114,530,434,399
YOL033W,80,87,140,1150,874,1067
YOL034W,76,66,116,1107,836,765
YOL036W,89,96,133,2305,1641,1896
YOL038C-A,0,0,0,16,18,37
YOL038W,1022,821,1070,5939,3713,4577
YOL039W,4265,3386,5011,25963,18800,22497
YOL040C,6165,5065,7962,64482,43641,53442
YOL041C,286,248,398,1718,1231,1299
YOL042W,59,81,93,593,478,485
YOL043C,16,14,20,351,342,363
YOL044W,61,49,84,495,315,432
YOL045W,93,112,130,1648,1155,1179
YOL047C,2,0,0,14,8,10
YOL048C,32,56,83,607,447,400
YOL049W,411,336,536,4852,3534,3315
YOL051W,214,247,318,3145,2359,2789
YOL052C,280,287,396,2443,1820,1916
YOL052C-A,16,4,10,91,74,122
YOL053W,154,126,171,1378,1060,1044
YOL054W,71,73,118,774,539,691
YOL055C,35,30,51,296,248,183
YOL056W,68,50,59,367,240,390
YOL057W,356,281,381,2618,1799,2266
YOL058W,7131,8312,9715,44040,25764,24819
YOL059W,576,589,705,2707,1826,2135
YOL060C,239,236,309,2390,1718,1867
YOL061W,596,607,1056,4969,3443,3347
YOL062C,118,87,164,2391,1881,1888
YOL063C,106,75,102,1430,966,1103
YOL064C,534,539,765,5072,3649,3329
YOL065C,69,65,113,547,454,371
YOL066C,149,145,176,1349,989,996
YOL067C,45,41,56,746,624,630
YOL068C,62,48,111,1994,1494,1554
YOL069W,65,67,104,1018,770,832
YOL070C,234,235,367,1935,1204,1452
YOL071W,161,156,204,934,691,752
YOL072W,132,147,133,1034,725,677
YOL073C,75,73,111,739,507,503
YOL075C,93,94,119,1090,770,900
YOL076W,136,183,268,2138,1369,1389
YOL077C,487,438,507,3068,2134,2626
YOL077W-A,357,348,423,3346,2358,2447
YOL078W,59,84,89,1218,827,923
YOL080C,49,55,58,577,286,490
YOL081W,331,320,398,8291,5515,6271
YOL082W,127,109,153,1005,734,912
YOL083W,17,11,19,176,164,112
YOL084W,11,18,25,323,279,160
YOL086C,26349,18577,22319,78432,49800,68543
YOL086W-A,29,34,48,527,386,384
YOL087C,177,174,262,2459,1911,2035
YOL088C,202,184,266,1576,1038,1304
YOL089C,116,131,151,1250,779,908
YOL090W,265,224,362,2559,1734,2005
YOL091W,0,4,1,48,70,70
YOL092W,400,383,528,2806,1945,1862
YOL093W,108,119,149,1349,805,1046
YOL094C,110,97,129,824,511,570
YOL095C,22,42,44,527,409,362
YOL096C,213,177,246,1199,814,877
YOL097C,702,823,956,5538,3824,3810
YOL097W-A,1,0,0,30,36,14
YOL098C,537,599,760,6986,4364,4200
YOL100W,56,47,54,846,589,652
YOL101C,2,2,0,32,15,23
YOL102C,45,52,69,539,407,459
YOL103W,148,141,149,2485,1885,2281
YOL104C,0,0,0,13,8,3
YOL105C,20,32,23,582,382,364
YOL107W,104,135,180,944,711,656
YOL108C,35,31,56,514,347,421
YOL109W,2846,2176,2876,15456,9476,13647
YOL110W,57,42,59,681,501,499
YOL111C,130,108,178,960,614,759
YOL112W,58,39,48,1007,747,924
YOL113W,45,34,18,1037,725,830
YOL114C,4,10,15,145,96,74
YOL115W,75,137,176,1402,1013,834
YOL116W,49,48,87,612,491,464
YOL117W,38,48,56,714,505,456
YOL119C,180,245,377,3014,2016,1374
YOL120C,13069,9823,12875,77021,50246,64227
YOL121C,1538,1308,2070,16379,11909,13564
YOL122C,144,149,282,1669,1354,1091
YOL123W,408,378,670,3487,2552,2620
YOL124C,143,135,177,1193,708,951
YOL125W,89,104,109,1017,666,677
YOL126C,120,121,208,642,532,413
YOL127W,6670,5423,7503,47164,31746,38505
YOL128C,26,38,55,325,225,224
YOL129W,219,160,277,1602,1154,979
YOL130W,110,93,136,1994,1466,1684
YOL131W,0,0,0,2,0,0
YOL132W,2,3,0,25,17,26
YOL133W,153,122,193,1267,963,931
YOL135C,116,119,146,533,452,424
YOL136C,49,60,94,1228,893,982
YOL137W,44,59,66,777,595,561
YOL138C,75,86,117,1674,1037,1294
YOL139C,1694,1300,1693,10412,6829,8788
YOL140W,951,1123,1364,7707,5384,4689
YOL141W,98,145,198,1228,730,789
YOL142W,124,144,183,1095,701,742
YOL143C,271,269,507,2422,1727,1514
YOL144W,113,111,142,1011,675,725
YOL145C,389,406,535,3530,2507,2724
YOL146W,104,72,78,699,452,586
YOL147C,243,289,478,2867,1991,1832
YOL148C,59,67,109,813,586,608
YOL149W,113,107,175,1319,939,829
YOL151W,381,732,1063,4713,3205,1523
YOL152W,13,1,11,39,29,156
YOL154W,1,0,7,89,61,76
YOL155C,278,476,842,4588,4135,1611
YOL155W-A,0,2,6,26,7,2
YOL156W,5,9,17,105,41,32
YOL157C,67,81,150,910,790,530
YOL158C,27,40,106,1670,1408,901
YOL159C,71,56,64,350,313,334
YOL159C-A,7,11,26,341,210,179
YOL161C,1,0,0,17,9,19
YOL162W,0,0,0,92,46,37
YOL163W,0,0,0,195,132,89
YOL164W,43,43,46,914,670,758
YOL164W-A,0,0,0,6,10,0
YOL165C,0,0,3,163,132,99
YOL166W-A,0,0,0,0,0,1
YOR001W,223,237,323,2902,1877,2005
YOR002W,175,133,190,1935,1254,1505
YOR003W,6,21,11,178,142,230
YOR004W,73,82,86,849,569,811
YOR005C,28,29,33,555,507,462
YOR006C,55,45,76,1110,648,866
YOR007C,2346,1957,2604,16870,10904,11910
YOR008C,409,322,448,3026,2144,2141
YOR008C-A,0,0,0,42,31,27
YOR009W,3,0,3,133,104,68
YOR010C,1,1,1,45,35,29
YOR011W,27,38,41,1312,837,896
YOR011W-A,0,0,0,0,0,0
YOR012W,16,24,34,83,53,91
YOR014W,154,161,174,2553,1706,1915
YOR016C,176,132,180,1344,1006,1081
YOR017W,115,93,161,1596,1053,1350
YOR018W,102,57,105,840,571,639
YOR019W,3,0,3,32,59,39
YOR020C,829,664,1111,6266,4848,5132
YOR020W-A,30,22,53,468,397,408
YOR021C,485,456,673,3845,2700,3165
YOR022C,42,69,88,603,397,415
YOR023C,149,154,213,1509,1063,1190
YOR025W,121,123,169,1538,1056,1220
YOR026W,26,47,73,834,576,524
YOR027W,2816,2840,3585,18127,10420,12933
YOR028C,1,0,2,82,70,30
YOR030W,7,20,17,612,430,550
YOR032C,10,7,10,78,56,75
YOR032W-A,0,0,0,19,17,29
YOR033C,50,41,70,853,529,727
YOR034C,38,40,40,670,526,627
YOR034C-A,8,6,12,222,152,141
YOR035C,98,86,114,1051,804,888
YOR036W,34,44,88,438,323,297
YOR037W,36,49,61,318,186,320
YOR038C,86,85,121,1416,1036,1024
YOR039W,185,174,245,2298,1554,2019
YOR040W,30,23,63,484,345,357
YOR042W,375,311,466,2565,1969,2262
YOR043W,170,148,215,1555,1101,1233
YOR044W,5,6,13,173,89,153
YOR045W,71,36,148,896,862,812
YOR046C,459,394,665,3705,2534,2618
YOR047C,28,24,40,477,292,371
YOR048C,358,365,496,4851,3616,3541
YOR049C,5,18,32,192,148,73
YOR051C,372,406,429,2391,1531,1858
YOR052C,558,405,757,4198,2954,2787
YOR054C,84,77,159,927,685,655
YOR056C,281,244,357,1785,1104,1311
YOR057W,130,112,168,1514,937,974
YOR058C,83,80,97,1280,837,919
YOR059C,127,134,182,1500,1008,1067
YOR060C,7,14,22,606,313,389
YOR061W,510,555,726,3373,2459,2410
YOR062C,6,6,4,173,119,174
YOR063W,13513,10640,14446,102431,68720,84470
YOR064C,20,17,14,450,278,349
YOR065W,2240,2277,3221,14834,10809,10778
YOR066W,42,20,46,428,289,285
YOR067C,135,98,194,1671,1169,1119
YOR068C,0,0,0,7,1,2
YOR069W,161,202,259,1428,921,1171
YOR070C,114,124,135,968,778,765
YOR071C,14,16,28,546,448,383
YOR072W-B,1,0,1,629,417,426
YOR073W,36,29,55,539,412,426
YOR074C,261,282,346,1401,891,925
YOR075W,55,46,62,319,238,411
YOR076C,67,53,81,757,588,565
YOR077W,23,15,44,528,289,462
YOR078W,168,135,148,1212,807,1198
YOR079C,84,85,121,719,513,516
YOR080W,22,32,34,523,415,453
YOR081C,76,56,97,745,486,527
YOR083W,50,61,77,846,653,649
YOR084W,30,29,46,1476,1029,988
YOR085W,408,383,436,2740,2031,2060
YOR086C,927,737,973,8869,6208,7050
YOR087W,218,222,304,2118,1454,1489
YOR089C,295,261,326,1621,1094,1048
YOR090C,148,169,223,1528,1166,1026
YOR091W,280,216,272,2324,1499,2088
YOR092W,150,125,146,1493,970,1512
YOR093C,142,115,163,2399,1690,1791
YOR094W,107,113,147,762,650,646
YOR095C,147,125,200,1412,961,1032
YOR096W,6566,5705,7927,31133,21604,25611
YOR097C,15,13,26,233,187,197
YOR098C,179,256,293,3359,2408,2461
YOR099W,746,618,816,4243,2892,3443
