ORF,WT_Ribo,ncs2_Ribo,uba4_Ribo,ncs2_RNA,uba4_RNA,WT_RNA
YOR100C,7,7,3,73,97,62
YOR101W,398,283,366,1895,1254,1596
YOR103C,102,114,175,727,506,463
YOR104W,37,24,76,597,424,383
YOR105W,18,18,42,378,234,215
YOR106W,49,39,57,574,332,438
YOR107W,13,9,23,546,456,418
YOR108W,477,500,616,5715,3708,4096
YOR109W,575,595,800,7505,4962,4843
YOR110W,89,77,99,834,564,713
YOR111W,41,64,77,430,356,472
YOR112W,191,194,263,2001,1353,1340
YOR113W,58,97,138,1281,895,930
YOR114W,35,26,28,457,316,349
YOR115C,69,80,90,838,612,625
YOR116C,508,521,677,6987,4907,5180
YOR117W,1210,1157,1876,8175,5860,6137
YOR118W,109,112,134,901,669,756
YOR119C,128,94,147,996,641,874
YOR120W,230,66,129,705,703,1197
YOR122C,725,516,925,6345,5107,5431
YOR123C,294,309,383,2058,1274,1677
YOR124C,331,318,479,3949,2840,2990
YOR125C,48,39,77,685,477,604
YOR126C,79,61,83,521,406,496
YOR127W,101,78,129,2144,1447,1664
YOR128C,2299,2078,2494,15104,9409,10841
YOR129C,34,20,33,644,404,482
YOR130C,50,65,78,802,553,599
YOR131C,181,149,252,1367,969,1159
YOR132W,118,120,145,1811,1176,1319
YOR133W,42591,34041,43476,269001,176717,210234
YOR134W,2,2,3,12,5,4
YOR136W,2465,2274,3240,15522,11033,11619
YOR137C,32,16,29,622,418,494
YOR138C,166,136,210,1681,1121,1245
YOR140W,78,64,94,1028,853,808
YOR141C,302,245,329,2445,1842,1969
YOR142W,838,909,1203,8799,6655,7111
YOR143C,100,72,153,757,713,670
YOR144C,96,106,139,1151,694,838
YOR145C,300,236,342,3569,2423,2842
YOR147W,151,95,196,1587,1145,1201
YOR148C,22,9,25,356,272,252
YOR149C,33,44,43,564,416,377
YOR150W,635,515,805,4476,3315,3946
YOR151C,1221,1317,1785,15157,10330,11002
YOR152C,22,34,38,249,190,181
YOR153W,2605,2981,3707,30773,18346,20882
YOR154W,45,48,65,781,513,574
YOR155C,156,176,216,1379,1060,1073
YOR156C,29,45,56,576,409,470
YOR157C,696,617,988,6233,4219,4158
YOR158W,241,214,355,2550,1831,1903
YOR159C,99,85,137,591,513,512
YOR160W,146,167,211,2069,1417,1451
YOR161C,51,110,180,1124,908,303
YOR161C-C,0,0,0,41,22,18
YOR162C,49,37,61,639,444,582
YOR163W,158,77,109,723,531,1101
YOR164C,231,196,279,1953,1455,1547
YOR165W,527,484,588,4587,3317,3527
YOR166C,43,25,36,735,569,598
YOR167C,3226,2287,2750,15939,11243,13737
YOR168W,1203,1587,2099,11260,7049,7054
YOR171C,335,346,411,2828,2101,2123
YOR172W,18,27,31,946,682,768
YOR173W,30,18,55,517,443,423
YOR174W,96,108,169,937,620,709
YOR175C,281,254,356,2029,1405,1494
YOR176W,275,285,480,1766,1116,955
YOR177C,11,5,6,80,48,91
YOR178C,23,31,65,412,379,214
YOR179C,132,95,130,626,481,635
YOR180C,2,5,4,128,74,85
YOR181W,106,99,145,1254,874,865
YOR182C,1551,1303,2046,15017,9879,11835
YOR183W,38,29,42,570,357,412
YOR184W,1442,1132,1520,7231,4572,5867
YOR185C,81,77,120,624,520,463
YOR186W,2,1,0,37,27,23
YOR187W,2586,2643,4492,18732,13624,13185
YOR188W,239,241,348,2907,1879,1937
YOR189W,94,65,71,471,364,529
YOR190W,1,0,0,40,41,48
YOR191W,166,167,192,3852,2670,3055
YOR192C,9,170,94,335,217,241
YOR192C-C,17,14,9,10585,7041,20130
YOR193W,13,16,22,389,248,291
YOR194C,210,135,213,1700,1067,1441
YOR195W,184,146,202,1560,967,1172
YOR196C,302,321,444,2454,1608,1862
YOR197W,344,326,513,3949,2750,2691
YOR198C,1558,1030,1358,7923,5309,9082
YOR201C,229,186,293,2665,1760,1860
YOR202W,360,394,560,3721,2535,1953
YOR204W,4845,5031,5840,31652,20789,22834
YOR205C,81,67,83,1310,854,1122
YOR206W,360,267,400,3509,2361,2707
YOR207C,502,457,648,5406,3916,3716
YOR208W,18,22,34,854,578,582
YOR209C,586,517,677,4924,3115,3661
YOR210W,113,67,101,1317,858,1285
YOR211C,518,542,717,4514,3054,3324
YOR212W,216,193,300,2567,1882,2203
YOR213C,45,55,67,680,462,436
YOR214C,2,2,0,11,18,41
YOR215C,112,72,144,765,582,920
YOR216C,120,191,227,1364,961,1069
YOR217W,201,190,279,2625,1766,2131
YOR219C,83,77,99,1047,763,897
YOR220W,111,98,157,614,481,420
YOR221C,130,103,128,1013,646,597
YOR222W,836,1064,1523,7417,5331,3655
YOR223W,80,101,145,905,539,572
YOR224C,486,577,762,3081,2070,2401
YOR226C,82,71,107,701,527,467
YOR227W,107,125,122,2906,2081,2114
YOR228C,37,65,78,479,389,324
YOR229W,63,83,140,846,753,537
YOR230W,1610,1675,2225,8535,5763,5249
YOR231W,52,40,63,1014,723,794
YOR232W,694,560,812,4786,3775,4366
YOR233W,92,100,135,1495,965,1155
YOR234C,1342,1068,1198,9330,6577,7034
YOR236W,101,69,94,883,625,953
YOR237W,0,0,0,16,4,7
YOR238W,28,25,34,245,154,209
YOR239W,378,335,471,3111,2188,2831
YOR241W,230,226,344,2091,1475,1570
YOR242C,0,1,2,121,104,74
YOR243C,486,428,590,5237,3391,3751
YOR244W,89,81,130,1044,724,806
YOR245C,33,43,60,556,326,385
YOR246C,87,91,118,2522,1756,1790
YOR247W,443,251,338,3623,2968,2838
YOR249C,34,43,55,607,388,513
YOR250C,98,98,121,913,634,687
YOR251C,228,295,357,1734,1227,1264
YOR252W,107,101,144,1051,589,744
YOR253W,114,88,177,829,578,557
YOR254C,678,593,815,4850,3276,3937
YOR255W,0,0,0,2,0,1
YOR256C,144,137,208,2088,1498,1650
YOR257W,77,46,93,387,310,310
YOR258W,27,15,36,140,105,94
YOR259C,1205,1312,1650,10049,6720,6421
YOR260W,533,511,707,5438,3985,3609
YOR261C,667,514,775,5674,4081,4479
YOR262W,107,81,122,1106,802,774
YOR264W,120,107,148,1534,1015,1274
YOR265W,101,62,117,580,417,627
YOR266W,79,71,103,930,679,882
YOR267C,238,256,377,2226,1526,1655
YOR268C,0,0,0,14,15,4
YOR269W,52,40,60,708,505,482
YOR270C,1749,1786,2425,16470,10913,10798
YOR271C,812,708,886,5170,3580,4402
YOR272W,330,313,477,2965,1930,2009
YOR273C,675,549,783,5090,3612,4462
YOR274W,156,108,186,894,603,782
YOR275C,61,58,77,1113,776,832
YOR276W,452,394,545,3527,2554,3206
YOR278W,47,61,78,2653,1591,2001
YOR279C,38,25,39,395,264,337
YOR280C,144,69,125,650,478,564
YOR281C,160,118,159,1186,952,1200
YOR283W,149,125,167,1022,693,842
YOR284W,37,28,50,498,376,390
YOR285W,1422,1178,1871,14522,10671,10617
YOR286W,594,653,848,7547,4910,5131
YOR287C,39,46,59,404,271,425
YOR288C,110,96,94,459,395,376
YOR289W,26,25,35,249,181,160
YOR290C,368,342,440,6110,4290,4840
YOR291W,222,212,295,2984,2192,2296
YOR292C,34,20,33,342,338,287
YOR293C-A,0,0,0,9,0,0
YOR293W,2865,2317,2958,22661,15003,19791
YOR294W,306,188,276,1668,1019,1528
YOR295W,24,17,65,257,211,294
YOR296W,115,97,165,1892,1423,1657
YOR297C,85,76,151,603,528,480
YOR298C-A,1041,761,1534,6622,5295,4791
YOR298W,1,0,1,83,40,53
YOR299W,155,171,213,2250,1473,1788
YOR301W,165,156,215,1939,1273,1395
YOR302W,111,72,105,2836,1700,1768
YOR303W,2075,1748,2064,15590,10068,12206
YOR304C-A,6,8,15,187,125,163
YOR304W,193,167,233,2790,1796,1939
YOR305W,10,16,15,420,386,441
YOR306C,26,14,16,502,319,562
YOR307C,43,45,62,771,510,540
YOR308C,47,31,63,613,409,386
YOR310C,1951,1694,2192,12592,7938,9777
YOR311C,84,80,131,1232,867,811
YOR312C,2810,2234,3799,23325,16601,18287
YOR313C,4,3,7,128,87,132
YOR315W,292,230,338,2754,1956,2863
YOR316C,183,221,326,1504,1070,804
YOR316C-A,4,0,1,146,70,136
YOR317W,772,959,1468,7118,4803,3898
YOR319W,33,26,55,536,321,475
YOR320C,123,124,216,1686,1283,1443
YOR321W,117,125,170,1331,891,1015
YOR322C,168,159,169,2557,1883,2144
YOR323C,984,1257,1756,8409,5795,5011
YOR324C,22,29,32,977,812,924
YOR326W,829,879,1044,10975,7569,7908
YOR327C,116,90,120,621,462,520
YOR328W,9,7,5,625,543,683
YOR329C,80,127,174,1338,943,1018
YOR330C,126,152,252,2788,1903,1821
YOR332W,1605,1521,2363,9466,6481,6552
YOR334W,58,67,85,509,388,406
YOR335C,2717,3018,3927,23371,15167,14258
YOR336W,232,170,177,2526,1754,2082
YOR337W,88,79,126,1956,1227,1271
YOR338W,17,11,10,213,134,173
YOR339C,4,1,3,21,32,15
YOR340C,216,216,310,1218,1008,974
YOR341W,1676,1557,1951,21156,13729,16194
YOR342C,112,69,167,1084,797,780
YOR344C,45,22,35,348,215,502
YOR346W,113,89,145,1695,1247,1473
YOR347C,243,237,302,1800,1291,1311
YOR348C,237,566,898,5406,4560,1727
YOR349W,26,44,72,668,483,398
YOR350C,30,34,40,527,423,482
YOR351C,0,0,1,47,31,62
YOR352W,55,53,72,488,369,308
YOR353C,73,85,124,1455,1007,1128
YOR354C,690,512,765,4949,3441,4250
YOR355W,150,115,200,2812,1888,2270
YOR356W,644,651,927,7790,5359,5007
YOR357C,79,103,130,1019,755,703
YOR358W,40,38,57,632,433,488
YOR359W,36,48,50,860,622,642
YOR360C,131,114,168,1455,971,993
YOR361C,1439,1217,1593,11656,7886,9408
YOR362C,3379,5044,5467,9536,6534,5966
YOR363C,82,92,121,1661,1165,1169
YOR365C,0,1,0,50,60,73
YOR367W,126,146,157,765,469,422
YOR368W,48,69,63,518,350,424
YOR369C,6053,5220,7052,74035,50207,52621
YOR370C,194,218,338,3255,2429,2430
YOR371C,168,193,244,2471,1687,1963
YOR372C,111,61,120,927,686,748
YOR373W,125,147,188,1547,1196,1173
YOR374W,1476,2217,3425,13541,9908,5701
YOR375C,16051,15228,21794,87193,61520,59681
YOR376W-A,0,0,0,134,129,131
YOR377W,4,3,7,594,448,497
YOR378W,10,11,20,157,148,103
YOR380W,29,18,40,389,371,336
YOR381W,4,0,5,231,157,156
YOR381W-A,0,0,0,7,10,1
YOR382W,21,7,15,167,150,134
YOR383C,4,4,7,208,266,175
YOR384W,0,0,0,8,12,10
YOR385W,50,44,60,395,320,348
YOR386W,54,45,52,531,448,468
YOR387C,1,1,0,2,3,0
YOR388C,5,1,6,30,33,35
YOR389W,101,56,97,874,778,860
YOR390W,101,125,125,976,708,763
YOR391C,4,2,10,64,49,70
YOR393W,14,7,25,455,438,387
YOR394C-A,0,0,0,4,3,11
YOR394W,1,3,2,42,24,30
YOR396W,67,55,85,3090,2707,3074
YPL001W,120,88,113,856,562,828
YPL002C,23,21,53,533,374,486
YPL003W,36,20,56,454,352,380
YPL004C,1963,2039,2692,10233,7297,6424
YPL005W,26,31,56,386,317,294
YPL006W,264,177,288,2551,1827,2039
YPL007C,64,47,99,707,515,550
YPL008W,66,37,57,1044,701,855
YPL009C,319,316,420,4029,2595,2824
YPL010W,407,326,514,3333,2299,2627
YPL011C,120,144,153,1102,700,876
YPL012W,574,641,867,6165,4091,4362
YPL013C,222,199,326,2280,1824,2000
YPL014W,46,34,46,309,272,336
YPL015C,103,93,149,1990,1398,1402
YPL016W,211,196,244,2285,1407,1479
YPL017C,10,5,13,94,87,78
YPL018W,47,40,56,356,331,626
YPL019C,948,268,465,3899,2896,9243
YPL020C,85,63,97,842,611,654
YPL021W,0,0,0,9,1,11
YPL022W,74,74,98,2121,1617,1687
YPL023C,429,374,456,3365,2332,2474
YPL024W,40,30,58,837,653,716
YPL026C,241,267,320,2119,1368,1775
YPL027W,1,1,0,14,5,6
YPL028W,1440,1497,2118,12162,8361,9021
YPL029W,120,95,176,1366,1035,1091
YPL030W,115,125,161,1295,846,783
YPL031C,275,280,366,1721,1094,1165
YPL032C,317,346,430,3751,2603,3023
YPL033C,0,0,0,3,0,0
YPL034W,24,21,28,424,323,363
YPL036W,1736,1738,2414,16648,11286,11353
YPL037C,1057,796,1255,7241,4936,5871
YPL038W,19,14,26,279,234,203
YPL038W-A,16,11,10,165,111,163
YPL039W,47,45,54,395,215,356
YPL040C,301,257,321,2263,1575,2082
YPL041C,6,6,8,117,113,92
YPL042C,50,54,49,760,553,632
YPL043W,372,355,430,3896,2553,2979
YPL045W,118,82,158,1318,977,1065
YPL046C,50,47,45,441,280,374
YPL047W,28,41,42,442,369,343
YPL048W,1808,2021,2908,14458,9394,9539
YPL049C,127,123,154,1895,1172,1383
YPL050C,226,253,382,1700,1260,1252
YPL051W,45,56,72,435,255,315
YPL052W,25,10,14,361,261,296
YPL053C,474,384,505,3086,2083,2054
YPL054W,105,70,145,444,530,453
YPL055C,71,72,104,1112,804,762
YPL056C,0,2,0,244,171,181
YPL057C,341,232,375,2064,1770,1906
YPL058C,184,201,284,3126,2276,2311
YPL059W,282,216,377,2023,1581,1593
YPL060W,34,47,35,299,162,269
YPL061W,8645,8177,10354,49750,29575,31271
YPL063W,703,615,847,3942,2908,3464
YPL064C,36,23,57,527,444,563
YPL065W,78,56,69,578,355,398
YPL066W,53,47,42,937,630,693
YPL067C,47,27,61,479,323,383
YPL068C,13,2,15,150,117,149
YPL069C,53,45,57,325,225,309
YPL070W,38,59,84,834,473,596
YPL071C,9,6,12,171,146,191
YPL072W,43,31,49,566,458,462
YPL074W,66,74,115,1345,990,1050
YPL075W,56,37,54,978,667,889
YPL076W,15,14,29,145,108,157
YPL077C,16,22,37,247,173,192
YPL078C,1357,1111,1673,9944,7640,8008
YPL079W,2033,1346,2110,21757,15865,17687
YPL081W,3465,2567,3259,29217,18227,27127
YPL082C,309,303,399,6638,4606,4506
YPL083C,56,62,78,798,506,656
YPL084W,190,178,250,2197,1427,1883
YPL085W,526,527,779,8529,5895,6095
YPL086C,417,467,617,3285,2144,2119
YPL087W,130,120,222,1342,1035,917
YPL088W,26,25,33,372,282,429
YPL089C,44,47,69,684,459,577
YPL090C,8001,7487,10560,65673,46489,51773
YPL091W,662,784,1162,4778,3216,2725
YPL092W,75,54,74,592,375,413
YPL093W,1148,1058,1419,8751,5534,6896
YPL094C,306,179,261,2165,1537,2406
YPL095C,378,391,927,2667,2712,1638
YPL096C-A,11,17,19,180,149,138
YPL096W,108,82,155,828,635,652
YPL097W,203,155,257,1686,1197,1417
YPL098C,574,412,739,2799,1916,1936
YPL099C,34,36,50,536,437,559
YPL100W,80,90,133,577,403,359
YPL101W,169,183,251,2454,1633,1702
YPL103C,88,87,148,1066,685,820
YPL104W,185,125,194,1443,1104,1308
YPL105C,214,190,237,3131,2144,2661
YPL106C,10417,9841,11819,53454,32478,38581
YPL107W,84,43,88,918,635,799
YPL108W,49,37,51,569,437,494
YPL109C,65,62,101,1053,688,1005
YPL110C,156,91,121,1128,843,1138
YPL111W,85,127,137,677,392,350
YPL112C,126,123,221,1843,1305,1262
YPL113C,41,60,90,438,307,300
YPL115C,148,112,171,2374,1752,1935
YPL116W,165,173,247,1914,1371,1404
YPL117C,595,749,1001,3341,2245,2098
YPL118W,679,568,762,4879,3212,4049
YPL119C,38,40,51,641,394,318
YPL119C-A,0,3,2,179,108,118
YPL120W,52,33,53,495,356,491
YPL121C,0,0,0,40,37,21
YPL122C,46,68,94,817,585,581
YPL123C,31,36,61,239,235,198
YPL124W,50,25,32,284,200,230
YPL125W,252,261,323,2976,1915,2044
YPL126W,477,515,682,5411,3206,3620
YPL127C,228,195,325,1365,1126,1086
YPL128C,153,158,238,1942,1350,1448
YPL129W,298,250,382,1803,1276,1574
YPL130W,0,0,0,199,129,204
YPL131W,10191,8102,11730,59546,42039,46349
YPL132W,81,101,141,723,529,546
YPL133C,38,37,47,616,370,457
YPL134C,288,240,451,2109,1697,1587
YPL135W,460,487,727,3883,2772,2636
YPL137C,152,170,217,3452,2579,2361
YPL138C,60,42,61,559,421,514
YPL139C,163,144,253,829,680,564
YPL140C,51,39,85,998,694,627
YPL141C,104,100,128,1256,827,1052
YPL143W,2444,2053,2610,31048,21785,24480
YPL144W,90,83,133,907,613,654
YPL145C,698,669,934,6298,4422,4742
YPL146C,208,169,188,1474,955,1154
YPL147W,13,9,21,251,168,154
YPL148C,2,4,1,119,96,113
YPL149W,22,16,23,380,341,333
YPL150W,77,63,103,1456,1054,896
YPL151C,72,52,107,1092,779,787
YPL152W,100,72,129,824,527,722
YPL152W-A,0,0,0,8,5,11
YPL153C,74,67,98,818,561,611
YPL154C,1599,1473,2137,7932,5811,5176
YPL155C,99,143,171,1380,1100,1167
YPL156C,31,36,52,251,244,213
YPL157W,63,56,55,800,658,716
YPL158C,141,123,159,1774,1296,1616
YPL159C,94,76,118,505,314,411
YPL160W,2991,3324,4654,26901,17771,17028
YPL161C,131,136,178,1052,677,628
YPL162C,49,33,58,500,414,441
YPL163C,673,454,525,2325,1595,2025
YPL164C,38,43,51,667,502,527
YPL165C,0,2,0,41,22,35
YPL166W,23,11,18,199,175,204
YPL167C,8,6,12,820,471,530
YPL168W,16,18,33,327,265,325
YPL169C,323,442,486,2857,2117,2053
YPL170W,229,321,388,1253,869,1017
YPL171C,116,181,387,1011,1082,366
YPL172C,166,138,189,1739,1316,1530
YPL173W,252,237,411,1793,1322,1258
YPL174C,15,12,14,581,406,380
YPL175W,67,91,96,852,628,575
YPL176C,205,270,318,2314,1526,1536
YPL177C,131,171,209,1407,911,1088
YPL178W,220,164,264,1518,1101,1334
YPL179W,117,100,138,3106,2592,2673
YPL180W,70,85,130,1238,853,958
YPL181W,175,186,341,2095,1602,1545
YPL183C,279,270,418,3484,2241,2451
YPL183W-A,81,65,95,854,613,576
YPL184C,231,180,316,3282,2418,2759
YPL186C,12,7,21,138,79,140
YPL187W,2,0,1,3,9,17
YPL188W,276,358,424,2276,1490,1442
YPL189C-A,45,57,80,941,697,527
YPL189W,1,7,11,156,108,110
YPL190C,315,343,517,3751,2335,2771
YPL191C,21,23,37,402,248,304
YPL192C,0,2,0,46,43,47
YPL193W,18,9,21,450,316,374
YPL194W,64,46,69,784,597,604
YPL195W,264,231,283,3097,1901,2510
YPL196W,51,57,78,349,252,320
YPL198W,12959,10701,12691,37843,24555,27000
YPL199C,122,68,109,898,659,1266
YPL200W,0,0,0,9,1,4
YPL201C,0,4,4,71,45,35
YPL202C,41,59,104,691,450,541
YPL203W,56,103,172,1085,742,803
YPL204W,205,240,334,2965,1998,2103
YPL206C,401,364,454,2151,1544,1548
YPL207W,741,672,809,5990,4213,4993
YPL208W,115,112,149,1412,977,1121
YPL209C,27,23,26,171,125,125
YPL210C,439,385,522,3086,2148,2742
YPL211W,278,216,333,2335,1665,1619
YPL212C,297,241,388,2158,1396,1657
YPL213W,65,74,131,681,442,435
YPL214C,28,29,44,674,518,555
YPL215W,259,246,401,1800,1429,1652
YPL216W,56,47,69,885,650,577
YPL217C,630,678,829,7482,4690,4978
YPL218W,1043,1115,1599,6985,5081,5213
YPL219W,36,29,51,469,324,377
YPL220W,7040,6416,9109,66583,44536,53160
YPL221W,372,326,430,4941,3500,4386
YPL222W,125,98,156,1364,917,1031
YPL223C,13,7,11,47,31,53
YPL224C,93,83,99,894,638,663
YPL225W,669,497,798,3793,2444,2905
YPL226W,1286,1365,1782,14150,9105,10202
YPL227C,121,93,186,1446,936,1253
YPL228W,117,120,162,1093,720,814
YPL229W,26,29,33,201,142,153
YPL230W,13,20,21,310,210,170
YPL231W,10140,8933,10427,82020,50527,69693
YPL232W,293,276,331,2675,1797,2334
YPL233W,45,34,86,386,313,339
YPL234C,741,643,914,5366,3852,3653
YPL235W,668,531,754,3454,2114,2790
YPL236C,25,23,52,368,295,241
YPL237W,918,755,987,8078,5198,7026
YPL239W,332,345,390,2039,1431,1551
YPL240C,5816,5074,7053,37939,25650,26317
YPL241C,39,41,60,1407,970,937
YPL242C,209,214,327,3998,2725,2850
YPL243W,462,376,664,3234,2175,2510
YPL244C,57,70,82,1035,806,801
YPL245W,101,84,141,889,650,618
YPL246C,257,230,373,1931,1389,1455
YPL247C,27,22,31,429,372,366
YPL248C,12,22,36,450,322,307
YPL249C,261,254,347,1989,1336,1488
YPL249C-A,2437,1597,2140,31436,20498,25001
YPL250C,422,446,525,2191,1275,1758
YPL252C,387,356,453,2912,1912,2406
YPL253C,57,40,67,459,337,463
YPL254W,111,85,120,1195,688,872
YPL255W,41,35,40,732,473,517
YPL256C,291,250,370,2482,1510,2331
YPL257W,7,8,17,151,78,82
YPL258C,4,5,8,218,210,170
YPL259C,181,160,283,1453,1043,1137
YPL260W,790,863,1262,5029,3445,3621
YPL262W,1410,1412,2144,10621,8209,7771
YPL263C,294,313,369,3347,2243,2298
YPL264C,37,33,58,245,205,125
YPL265W,36,39,30,307,95,229
YPL266W,228,231,314,1798,1321,1193
YPL267W,66,53,72,267,162,217
YPL268W,21,20,37,638,415,536
YPL269W,20,21,35,709,513,609
YPL270W,159,114,204,3965,2938,3342
YPL271W,248,222,337,4312,3233,3532
YPL272C,0,1,0,51,37,67
YPL273W,31,44,69,1355,1055,934
YPL274W,294,322,448,3999,2742,2770
YPL277C,71,45,74,588,559,615
YPL278C,19,13,23,203,196,182
YPL279C,75,81,106,848,630,629
YPL280W,4,2,12,63,55,75
YPL281C,14,7,25,455,438,387
YPL282C,1,3,1,38,25,31
YPL283C,83,65,95,3539,2521,2955
YPR001W,18,14,23,131,111,142
YPR002W,739,520,756,3079,2680,3043
YPR003C,96,73,141,1031,624,582
YPR004C,634,549,765,4617,3141,3415
YPR005C,10,20,16,318,267,242
YPR006C,39,45,54,438,297,337
YPR007C,1,0,1,31,8,24
YPR008W,132,154,205,1243,799,1100
YPR009W,46,21,54,750,568,632
YPR010C,1477,1541,1995,17518,11472,11752
YPR010C-A,679,601,885,4848,3740,3193
YPR011C,88,89,128,1139,815,901
YPR013C,16,18,23,239,165,161
YPR015C,6,1,8,54,43,65
YPR016C,870,952,1445,6539,4434,4479
YPR017C,34,35,51,556,426,478
YPR018W,85,61,82,828,470,640
YPR019W,326,366,414,3386,2284,2357
YPR020W,218,201,429,2041,1627,1529
YPR021C,81,64,92,1346,1230,1197
YPR022C,94,113,159,1710,1417,1422
YPR023C,164,134,218,2901,2088,2285
YPR024W,956,994,1287,9815,6724,6839
YPR025C,95,94,110,883,636,588
YPR026W,44,41,67,796,618,628
YPR027C,0,0,1,1,0,0
YPR028W,459,424,593,3526,2337,2513
YPR029C,319,295,397,4628,3277,2858
YPR030W,64,59,109,808,721,726
YPR031W,40,46,59,781,629,675
YPR032W,195,132,174,1418,938,1063
YPR033C,919,923,1213,7017,4905,4639
YPR034W,337,366,502,3170,2361,2211
YPR035W,8780,8388,10262,45802,27173,29967
YPR036W,1444,1244,1856,10425,7708,8448
YPR036W-A,789,949,1396,7722,5638,7017
YPR037C,119,79,126,1038,667,792
YPR040W,147,148,185,688,531,460
YPR041W,1605,1464,1711,8337,5473,6515
YPR042C,89,115,140,1757,1068,1312
YPR043W,2971,2925,3884,24018,17334,19556
YPR045C,76,89,111,846,621,678
YPR046W,58,39,62,439,308,335
YPR047W,181,168,188,1355,957,1132
YPR048W,126,144,224,2003,1352,1201
YPR049C,73,83,72,1035,657,847
YPR051W,119,124,177,1018,678,743
YPR052C,168,112,171,1387,1091,1183
YPR054W,0,0,2,25,11,19
YPR055W,166,148,209,1812,1045,1438
YPR056W,53,61,86,698,431,573
YPR057W,74,69,84,817,626,703
YPR058W,148,230,299,2307,1687,1349
YPR060C,110,79,110,517,373,578
YPR061C,23,27,41,338,237,223
YPR062W,232,181,311,2877,2050,2148
YPR063C,301,312,403,2304,1683,1717
YPR065W,137,125,151,958,578,755
YPR066W,41,46,62,538,318,386
YPR067W,60,52,91,870,525,699
YPR068C,49,35,62,432,303,325
YPR069C,853,788,1079,4971,3560,3500
YPR070W,68,64,75,759,623,737
YPR071W,19,9,20,260,135,173
YPR072W,251,181,259,1782,1217,1737
YPR073C,107,66,116,842,563,782
YPR074C,6628,5103,6764,31257,20451,24143
YPR075C,187,155,238,1654,1231,1295
YPR078C,2,0,0,3,2,11
YPR079W,113,80,144,751,477,479
YPR080W,137283,105422,140931,763772,505942,586435
YPR081C,102,76,106,1137,716,750
YPR082C,135,90,131,1250,861,979
YPR083W,59,77,110,1067,629,792
YPR084W,25,26,52,498,344,377
YPR085C,11,17,12,404,305,401
YPR086W,171,236,342,2880,1905,1796
YPR088C,383,477,597,3760,2481,2424
YPR089W,258,211,339,3358,2349,2491
YPR091C,171,150,226,2141,1505,1606
YPR093C,47,52,79,515,406,409
YPR094W,86,68,124,359,191,179
YPR095C,50,46,75,1434,1031,1153
YPR096C,0,0,0,150,85,135
YPR097W,249,238,355,3422,2352,2472
YPR098C,166,113,193,1067,792,1026
YPR100W,286,212,334,3508,2484,3023
YPR101W,64,58,80,763,610,596
YPR102C,6736,5159,7600,60321,40915,46817
YPR103W,984,1197,1592,8107,5198,4518
YPR104C,98,135,156,1819,1134,1294
YPR105C,156,159,192,2385,1696,1915
YPR106W,46,51,57,589,351,360
YPR107C,45,72,88,500,337,353
YPR108W,737,612,921,5090,3757,4145
YPR108W-A,0,1,0,113,75,91
YPR109W,41,52,71,588,329,420
YPR110C,755,687,863,4511,2967,3201
YPR111W,83,111,129,944,654,639
YPR112C,277,261,295,2142,1473,1574
YPR113W,397,271,469,3073,2269,2541
YPR114W,255,273,349,2173,1585,1637
YPR115W,104,71,142,2545,1946,2334
YPR116W,10,4,20,415,250,247
YPR117W,42,32,41,3609,2676,2574
YPR118W,503,367,564,5631,3819,4280
YPR119W,129,86,139,1029,736,1017
YPR120C,61,48,61,531,343,304
YPR121W,0,0,0,187,201,163
YPR122W,140,124,158,1822,1050,1307
YPR124W,79,75,121,541,418,412
YPR125W,467,304,468,2633,1871,2464
YPR127W,72,61,84,649,489,581
YPR128C,155,114,190,1306,923,1163
YPR129W,299,239,346,2030,1555,1707
YPR131C,107,60,131,519,443,431
YPR132W,4868,4295,6401,31718,22433,23881
YPR133C,244,188,259,1492,981,1466
YPR133W-A,37,64,55,2249,1447,1830
YPR134W,72,71,84,892,681,680
YPR135W,302,233,331,1801,1212,1482
YPR137W,270,302,388,3090,2052,2124
YPR138C,75,98,113,2071,1711,1612
YPR139C,93,62,121,853,621,748
YPR140W,72,88,102,592,433,559
YPR141C,77,89,91,1091,789,908
YPR143W,161,132,156,946,605,727
YPR144C,193,241,299,1775,1203,1219
YPR145C-A,0,0,1,45,23,29
YPR145W,4934,6145,6934,32935,19768,17765
YPR147C,129,94,135,1048,734,838
YPR148C,288,269,420,1868,1308,1846
YPR149W,1867,2025,3174,9572,6603,5133
YPR151C,70,36,102,584,466,400
YPR152C,29,45,74,594,398,375
YPR153W,37,29,24,234,156,164
YPR154W,42,51,83,610,497,467
YPR155C,204,215,324,1872,1270,1147
YPR156C,317,335,357,2239,1454,1594
YPR157W,6,4,6,134,110,97
YPR158W,114,95,109,900,690,786
YPR159C-A,0,0,1,2,3,3
YPR159W,858,795,1116,6650,4448,4958
YPR160W,290,293,440,2557,2099,1941
YPR161C,211,172,255,1650,1242,1108
YPR162C,88,74,99,795,533,671
YPR163C,1380,1154,1571,8414,5783,5982
YPR164W,155,138,134,2509,1708,1885
YPR165W,1536,1031,1610,9285,6613,8564
YPR166C,192,172,283,1905,1302,1455
YPR167C,1107,931,1226,5613,3805,4554
YPR168W,56,38,50,405,294,360
YPR169W,138,138,204,2394,1583,1878
YPR170W-B,206,148,275,1915,1407,1549
YPR171W,105,107,110,1267,821,1002
YPR172W,170,162,257,1165,796,780
YPR173C,218,183,265,2833,2042,2293
