Genes	WT_1	WT_2	WT_3	ncs2_1	ncs2_2	ncs2_3	uba4_1	uba4_2	uba4_3
YOL084W	6	5	0	8	9	1	17	5	3
YOL086C	9946	12665	3738	10455	6058	2064	10110	7072	5137
YOL086W-A	8	18	3	23	7	4	17	16	15
YOL087C	75	78	24	108	50	16	104	97	61
YOL088C	69	110	23	121	44	19	114	96	56
YOL089C	45	56	15	71	47	13	60	53	38
YOL090W	93	143	29	140	72	12	157	109	96
YOL091W	0	0	0	2	1	1	1	0	0
YOL092W	143	194	63	219	108	56	255	144	129
YOL093W	42	49	17	75	35	9	67	42	40
YOL094C	51	46	13	56	33	8	67	38	24
YOL095C	9	10	3	24	16	2	21	10	13
YOL096C	72	113	28	115	48	14	122	57	67
YOL097C	253	356	93	553	194	76	473	260	223
YOL097W-A	0	1	0	0	0	0	0	0	0
YOL098C	185	277	75	348	181	70	355	212	193
YOL100W	20	23	13	26	16	5	18	19	17
YOL101C	0	2	0	0	2	0	0	0	0
YOL102C	18	21	6	35	10	7	47	11	11
YOL103W	56	65	27	93	32	16	76	42	31
YOL104C	0	0	0	0	0	0	0	0	0
YOL105C	13	7	0	19	7	6	8	8	7
YOL107W	46	46	12	78	48	9	88	44	48
YOL108C	16	9	10	25	2	4	28	13	15
YOL109W	883	1600	363	1380	564	232	1430	808	638
YOL110W	20	24	13	25	11	6	29	18	12
YOL111C	40	65	25	55	40	13	86	54	38
YOL112W	24	24	10	19	18	2	26	8	14
YOL113W	7	34	4	18	14	2	7	7	4
YOL114C	1	2	1	8	1	1	10	2	3
YOL115W	34	29	12	89	38	10	95	47	34
YOL116W	20	23	6	26	16	6	27	42	18
YOL117W	14	20	4	30	9	9	23	14	19
YOL119C	66	91	23	146	77	22	179	104	94
YOL120C	4496	6638	1935	5475	3110	1238	5873	4022	2980
YOL121C	485	894	159	877	329	102	1055	515	500
YOL122C	52	78	14	82	52	15	127	89	66
YOL123W	138	221	49	231	115	32	305	189	176
YOL124C	42	79	22	76	43	16	105	43	29
YOL125W	33	44	12	58	40	6	55	28	26
YOL126C	40	61	19	79	33	9	109	59	40
YOL127W	2147	3641	882	3266	1558	599	3737	1998	1768
YOL128C	5	16	5	24	10	4	24	21	10
YOL129W	83	113	23	77	62	21	116	101	60
YOL130W	52	44	14	55	25	13	56	45	35
YOL131W	0	0	0	0	0	0	0	0	0
YOL132W	1	1	0	2	0	1	0	0	0
YOL133W	64	60	29	80	33	9	96	68	29
YOL135C	41	59	16	77	25	17	77	39	30
YOL136C	15	24	10	35	21	4	40	23	31
YOL137W	17	24	3	40	14	5	34	17	15
YOL138C	33	32	10	55	19	12	63	36	18
YOL139C	584	877	233	771	405	124	712	607	374
YOL140W	360	460	131	639	353	131	690	362	312
YOL141W	42	46	10	87	42	16	77	70	51
YOL142W	39	62	23	74	54	16	80	44	59
YOL143C	103	139	29	176	71	22	231	119	157
YOL144W	42	48	23	62	33	16	80	36	26
YOL145C	147	199	43	243	125	38	248	155	132
YOL146W	55	36	13	42	22	8	28	22	28
YOL147C	101	120	22	180	81	28	226	124	128
YOL148C	16	36	7	42	21	4	54	20	35
YOL149W	35	63	15	62	34	11	100	38	37
YOL151W	153	172	56	408	237	87	516	337	210
YOL152W	6	6	1	0	1	0	5	1	5
YOL154W	0	1	0	0	0	0	6	0	1
YOL155C	123	124	31	268	169	39	364	318	160
YOL155W-A	0	0	0	1	0	1	3	2	1
YOL156W	0	3	2	5	3	1	9	6	2
YOL157C	24	29	14	30	42	9	56	55	39
YOL158C	7	17	3	19	16	5	49	36	21
YOL159C	23	40	8	42	12	2	28	10	26
YOL159C-A	1	3	3	9	2	0	14	8	4
YOL161C	0	0	1	0	0	0	0	0	0
YOL162W	0	0	0	0	0	0	0	0	0
YOL163W	0	0	0	0	0	0	0	0	0
YOL164W	17	20	6	29	10	4	23	7	16
YOL164W-A	0	0	0	0	0	0	0	0	0
YOL165C	0	0	0	0	0	0	0	0	3
YOL166W-A	0	0	0	0	0	0	0	0	0
YOR001W	101	100	22	150	61	26	165	93	65
YOR002W	61	91	23	70	45	18	112	46	32
YOR003W	4	1	1	12	8	1	8	1	2
YOR004W	26	37	10	58	21	3	36	23	27
YOR005C	8	19	1	15	9	5	20	10	3
YOR006C	15	33	7	23	14	8	48	17	11
YOR007C	768	1294	284	1124	617	216	1218	784	602
YOR008C	151	191	67	168	116	38	202	135	111
YOR008C-A	0	0	0	0	0	0	0	0	0
YOR009W	1	2	0	0	0	0	1	2	0
YOR010C	0	1	0	0	1	0	0	0	1
YOR011W	8	16	3	21	14	3	22	8	11
YOR011W-A	0	0	0	0	0	0	0	0	0
YOR012W	7	8	1	16	5	3	17	11	6
YOR014W	54	70	30	97	54	10	89	43	42
YOR016C	60	85	31	67	50	15	89	51	40
YOR017W	47	56	12	57	27	9	70	59	32
YOR018W	35	52	15	34	16	7	53	31	21
YOR019W	0	2	1	0	0	0	2	0	1
YOR020C	302	446	81	400	189	75	518	267	326
YOR020W-A	12	18	0	16	3	3	19	19	15
YOR021C	168	251	66	268	134	54	318	205	150
YOR022C	19	13	10	46	13	10	39	25	24
YOR023C	51	68	30	99	38	17	99	41	73
YOR025W	43	66	12	76	37	10	80	47	42
YOR026W	7	11	8	22	17	8	34	23	16
YOR027W	896	1539	381	1765	794	281	1726	1099	760
YOR028C	0	1	0	0	0	0	1	1	0
YOR030W	2	5	0	15	5	0	7	4	6
YOR032C	3	6	1	2	4	1	5	3	2
YOR032W-A	0	0	0	0	0	0	0	0	0
YOR033C	24	19	7	19	18	4	31	24	15
YOR034C	15	18	5	21	17	2	23	11	6
YOR034C-A	3	5	0	4	1	1	7	4	1
YOR035C	27	59	12	50	23	13	58	29	27
YOR036W	10	17	7	27	12	5	47	24	17
YOR037W	13	20	3	28	15	6	38	11	12
YOR038C	31	47	8	41	29	15	62	34	25
YOR039W	64	85	36	97	63	14	115	61	69
YOR040W	12	15	3	13	7	3	25	21	17
YOR042W	135	201	39	188	81	42	231	115	120
YOR043W	54	100	16	93	40	15	94	62	59
YOR044W	4	0	1	2	0	4	4	4	5
YOR045W	26	37	8	27	5	4	76	22	50
YOR046C	187	213	59	236	113	45	329	192	144
YOR047C	12	10	6	22	2	0	20	8	12
YOR048C	113	189	56	230	113	22	257	150	89
YOR049C	4	1	0	14	3	1	13	7	12
YOR051C	163	155	54	232	124	50	191	120	118
YOR052C	186	308	64	259	99	47	376	226	155
YOR054C	25	46	13	49	22	6	64	40	55
YOR056C	113	128	40	145	72	27	178	81	98
YOR057W	58	63	9	78	32	2	66	68	34
YOR058C	30	43	10	56	17	7	49	34	14
YOR059C	39	63	25	79	43	12	74	70	38
YOR060C	4	0	3	10	3	1	8	8	6
YOR061W	172	254	84	352	150	53	369	217	140
YOR062C	3	2	1	4	2	0	1	1	2
YOR063W	4646	7082	1785	6374	3128	1138	6997	4101	3348
YOR064C	8	8	4	9	6	2	3	3	8
YOR065W	802	1060	378	1274	707	296	1454	937	830
YOR066W	11	29	2	12	8	0	23	16	7
YOR067C	45	71	19	60	27	11	79	73	42
YOR068C	0	0	0	0	0	0	0	0	0
YOR069W	55	78	28	132	43	27	130	72	57
YOR070C	44	54	16	70	40	14	65	40	30
YOR071C	3	10	1	7	5	4	17	8	3
YOR072W-B	1	0	0	0	0	0	1	0	0
YOR073W	15	16	5	20	7	2	32	15	8
YOR074C	92	112	57	157	95	30	164	104	78
YOR075W	19	25	11	33	9	4	37	16	9
YOR076C	27	33	7	30	18	5	39	25	17
YOR077W	12	10	1	8	5	2	26	8	10
YOR078W	51	80	37	92	32	11	84	33	31
YOR079C	32	42	10	59	14	12	64	33	24
YOR080W	10	11	1	21	10	1	20	10	4
YOR081C	23	46	7	35	20	1	51	31	15
YOR083W	7	35	8	40	15	6	40	23	14
YOR084W	8	19	3	14	14	1	28	15	3
YOR085W	151	195	62	210	120	53	220	122	94
YOR086C	303	496	128	430	229	78	459	323	191
YOR087W	76	113	29	157	51	14	116	103	85
YOR089C	131	129	35	179	61	21	157	93	76
YOR090C	52	78	18	111	43	15	93	71	59
YOR091W	109	131	40	131	61	24	143	66	63
YOR092W	59	64	27	88	27	10	66	41	39
YOR093C	68	63	11	73	28	14	83	40	40
YOR094W	28	65	14	67	30	16	71	36	40
YOR095C	56	70	21	69	34	22	86	60	54
YOR096W	2068	3626	872	3630	1540	535	4066	2109	1752
YOR097C	1	10	4	10	3	0	12	6	8
YOR098C	62	91	26	156	77	23	143	92	58
YOR099W	274	372	100	368	176	74	396	225	195
YOR100C	6	1	0	6	1	0	0	0	3
YOR101W	129	212	57	178	81	24	158	118	90
YOR103C	46	43	13	72	33	9	82	53	40
YOR104W	11	20	6	15	7	2	33	27	16
YOR105W	7	8	3	10	6	2	19	13	10
YOR106W	14	29	6	21	13	5	24	17	16
YOR107W	8	3	2	2	6	1	14	4	5
YOR108W	179	239	59	306	138	56	295	151	170
YOR109W	211	299	65	343	180	72	372	239	189
YOR110W	37	43	9	38	30	9	43	26	30
YOR111W	14	22	5	31	28	5	37	24	16
YOR112W	62	98	31	118	56	20	108	92	63
YOR113W	22	28	8	60	31	6	74	28	36
YOR114W	19	16	0	10	12	4	10	12	6
YOR115C	29	31	9	44	27	9	45	21	24
YOR116C	202	234	72	296	166	59	328	176	173
YOR117W	416	634	160	677	336	144	802	576	498
YOR118W	51	52	6	73	32	7	50	47	37
YOR119C	52	58	18	51	30	13	70	42	35
YOR120W	89	105	36	33	27	6	61	35	33
YOR122C	250	357	118	241	190	85	399	245	281
YOR123C	123	129	42	193	86	30	181	105	97
YOR124C	136	159	36	192	92	34	208	157	114
YOR125C	17	21	10	21	14	4	41	16	20
YOR126C	38	29	12	27	24	10	43	19	21
YOR127W	33	55	13	49	19	10	53	45	31
YOR128C	787	1173	339	1248	578	252	1200	712	582
YOR129C	9	23	2	8	7	5	21	9	3
YOR130C	26	22	2	36	21	8	30	34	14
YOR131C	66	97	18	74	56	19	123	72	57
YOR132W	38	65	15	57	53	10	79	35	31
YOR133W	15095	21364	6132	18667	11334	4040	20142	13588	9746
YOR134W	1	0	1	2	0	0	3	0	0
YOR136W	842	1276	347	1281	750	243	1413	1024	803
YOR137C	6	15	11	10	5	1	11	14	4
YOR138C	71	77	18	71	49	16	104	54	52
YOR140W	26	44	8	41	15	8	38	33	23
YOR141C	96	168	38	144	76	25	143	117	69
YOR142W	344	378	116	561	258	90	567	364	272
YOR143C	42	48	10	43	26	3	72	43	38
YOR144C	31	47	18	67	28	11	59	40	40
YOR145C	124	146	30	138	73	25	182	85	75
YOR147W	61	68	22	61	28	6	83	55	58
YOR148C	6	13	3	8	1	0	11	5	9
YOR149C	11	16	6	17	21	6	18	9	16
YOR150W	199	342	94	358	119	38	422	180	203
YOR151C	486	550	185	739	418	160	800	515	470
YOR152C	4	10	8	24	8	2	19	5	14
YOR153W	939	1286	380	1772	893	316	1730	1131	846
YOR154W	15	25	5	41	4	3	30	22	13
YOR155C	62	63	31	92	61	23	95	71	50
YOR156C	9	14	6	25	16	4	30	13	13
YOR157C	251	351	94	316	223	78	426	337	225
YOR158W	92	111	38	129	56	29	177	100	78
YOR159C	42	41	16	41	26	18	51	49	37
YOR160W	63	67	16	106	38	23	93	73	45
YOR161C	25	16	10	67	30	13	78	58	44
YOR161C-C	0	0	0	0	0	0	0	0	0
YOR162C	13	23	13	19	9	9	19	23	19
YOR163W	67	66	25	45	18	14	43	41	25
YOR164C	94	105	32	98	71	27	127	87	65
YOR165W	200	254	73	284	151	49	273	165	150
YOR166C	18	15	10	13	9	3	18	11	7
YOR167C	997	1722	507	1390	637	260	1261	948	541
YOR168W	421	613	169	1018	386	183	1015	515	569
YOR171C	130	164	41	193	117	36	170	128	113
YOR172W	6	9	3	14	9	4	9	12	10
YOR173W	11	18	1	13	3	2	27	17	11
YOR174W	28	56	12	64	33	11	85	46	38
YOR175C	106	149	26	165	70	19	202	69	85
YOR176W	113	114	48	149	97	39	234	123	123
YOR177C	2	6	3	4	0	1	4	1	1
YOR178C	5	11	7	15	10	6	27	22	16
YOR179C	42	66	24	48	31	16	66	42	22
YOR180C	1	1	0	2	3	0	1	0	3
YOR181W	50	49	7	67	22	10	66	40	39
YOR182C	467	882	202	856	319	128	983	509	554
YOR183W	9	24	5	23	4	2	23	9	10
YOR184W	549	689	204	677	344	111	731	463	326
YOR185C	27	44	10	49	19	9	43	34	43
YOR186W	0	1	1	1	0	0	0	0	0
YOR187W	909	1302	375	1635	738	270	2306	1079	1107
YOR188W	94	111	34	139	78	24	161	97	90
YOR189W	26	61	7	42	13	10	37	16	18
YOR190W	0	1	0	0	0	0	0	0	0
YOR191W	57	77	32	107	40	20	77	66	49
YOR192C	0	7	2	162	7	1	79	3	12
YOR192C-C	8	9	0	7	7	0	4	1	4
YOR193W	7	5	1	7	8	1	5	8	9
YOR194C	66	116	28	68	51	16	80	76	57
YOR195W	56	105	23	77	48	21	87	66	49
YOR196C	101	149	52	162	122	37	212	160	72
YOR197W	100	194	50	196	91	39	239	161	113
YOR198C	540	796	222	652	266	112	660	369	329
YOR201C	82	111	36	110	58	18	119	101	73
YOR202W	120	180	60	239	93	62	269	175	116
YOR204W	1787	2249	809	2829	1557	645	2728	1894	1218
YOR205C	29	35	17	46	16	5	43	21	19
YOR206W	136	178	46	152	84	31	203	96	101
YOR207C	195	239	68	268	146	43	283	190	175
YOR208W	6	10	2	17	5	0	20	7	7
YOR209C	233	277	76	306	153	58	329	197	151
YOR210W	36	53	24	37	20	10	45	28	28
YOR211C	191	255	72	323	151	68	344	207	166
YOR212W	73	107	36	132	47	14	118	111	71
YOR213C	11	30	4	39	12	4	25	20	22
YOR214C	2	0	0	1	1	0	0	0	0
YOR215C	41	67	4	44	22	6	63	38	43
YOR216C	31	66	23	130	45	16	100	58	69
YOR217W	68	109	24	113	60	17	144	74	61
YOR219C	37	36	10	42	21	14	40	27	32
YOR220W	31	73	7	60	28	10	66	71	20
YOR221C	44	65	21	53	40	10	74	36	18
YOR222W	335	393	108	587	364	113	677	439	407
YOR223W	36	34	10	73	18	10	71	33	41
YOR224C	172	242	72	458	79	40	401	138	223
YOR226C	42	32	8	43	18	10	53	37	17
YOR227W	39	48	20	79	37	9	53	36	33
YOR228C	10	22	5	44	15	6	42	18	18
YOR229W	28	23	12	38	39	6	57	50	33
YOR230W	614	717	279	925	556	194	1115	662	448
YOR231W	29	20	3	14	14	12	24	24	15
YOR232W	230	359	105	317	158	85	406	202	204
YOR233W	34	37	21	46	35	19	65	41	29
YOR234C	416	725	201	623	316	129	599	338	261
YOR236W	37	41	23	41	16	12	38	35	21
YOR237W	0	0	0	0	0	0	0	0	0
YOR238W	9	18	1	16	6	3	16	4	14
YOR239W	120	205	53	218	80	37	229	114	128
YOR241W	79	129	22	135	68	23	155	100	89
YOR242C	0	0	0	0	1	0	2	0	0
YOR243C	160	259	67	225	138	65	298	147	145
YOR244W	31	52	6	52	27	2	54	49	27
YOR245C	5	26	2	20	19	4	21	20	19
YOR246C	38	35	14	48	32	11	51	38	29
YOR247W	152	222	69	130	88	33	134	125	79
YOR249C	16	13	5	22	13	8	25	19	11
YOR250C	38	46	14	47	41	10	58	39	24
YOR251C	76	106	46	182	90	23	156	106	95
YOR252W	42	50	15	68	27	6	65	41	38
YOR253W	34	67	13	43	39	6	85	46	46
YOR254C	252	333	93	355	174	64	350	267	198
YOR255W	0	0	0	0	0	0	0	0	0
YOR256C	51	76	17	77	42	18	94	64	50
YOR257W	34	40	3	25	10	11	43	30	20
YOR258W	9	17	1	11	3	1	21	4	11
YOR259C	466	571	168	716	434	162	818	427	405
YOR260W	212	238	83	293	158	60	337	198	172
YOR261C	222	360	85	286	159	69	360	236	179
YOR262W	38	57	12	52	24	5	60	26	36
YOR264W	40	66	14	67	22	18	68	36	44
YOR265W	25	59	17	39	21	2	62	24	31
YOR266W	27	37	15	48	16	7	48	30	25
YOR267C	95	111	32	123	83	50	159	131	87
YOR268C	0	0	0	0	0	0	0	0	0
YOR269W	12	33	7	25	11	4	36	13	11
YOR270C	627	873	249	1062	558	166	1144	713	568
YOR271C	310	380	122	384	240	84	404	306	176
YOR272W	124	148	58	194	92	27	202	152	123
YOR273C	204	348	123	312	176	61	380	234	169
YOR274W	53	81	22	65	31	12	81	63	42
YOR275C	17	35	9	31	19	8	34	17	26
YOR276W	133	253	66	244	92	58	274	135	136
YOR278W	22	21	4	49	7	5	42	16	20
YOR279C	12	24	2	16	6	3	24	8	7
YOR280C	52	73	19	26	33	10	53	38	34
YOR281C	61	76	23	66	35	17	73	38	48
YOR283W	41	88	20	72	42	11	80	42	45
YOR284W	13	20	4	10	9	9	29	11	10
YOR285W	535	691	196	695	359	124	847	560	464
YOR286W	224	258	112	423	170	60	417	189	242
YOR287C	11	24	4	23	18	5	28	12	19
YOR288C	26	61	23	62	27	7	45	29	20
YOR289W	11	12	3	13	12	0	17	13	5
YOR290C	129	201	38	203	108	31	206	124	110
YOR291W	69	124	29	122	70	20	123	99	73
YOR292C	9	18	7	9	6	5	16	12	5
YOR293C-A	0	0	0	0	0	0	0	0	0
YOR293W	944	1589	332	1476	618	223	1624	632	702
YOR294W	86	179	41	107	62	19	137	68	71
YOR295W	7	15	2	7	8	2	33	12	20
YOR296W	41	57	17	53	32	12	83	42	40
YOR297C	43	36	6	43	26	7	80	32	39
YOR298C-A	390	529	122	411	269	81	621	499	414
YOR298W	0	0	1	0	0	0	0	1	0
YOR299W	61	75	19	108	48	15	94	73	46
YOR301W	60	84	21	90	41	25	104	61	50
YOR302W	43	46	22	38	24	10	49	27	29
YOR303W	773	1010	292	913	637	198	981	659	424
YOR304C-A	4	2	0	4	3	1	10	2	3
YOR304W	63	101	29	96	56	15	126	55	52
YOR305W	3	2	5	10	6	0	7	7	1
YOR306C	9	11	6	9	5	0	5	5	6
YOR307C	18	20	5	29	9	7	41	10	11
YOR308C	17	30	0	22	4	5	38	12	13
YOR310C	716	925	310	1075	454	165	1097	543	552
YOR311C	34	41	9	34	32	14	39	60	32
YOR312C	1017	1468	325	1264	742	228	1872	899	1028
YOR313C	0	2	2	2	1	0	4	1	2
YOR315W	88	162	42	156	58	16	195	81	62
YOR316C	67	81	35	131	75	15	162	95	69
YOR316C-A	1	3	0	0	0	0	0	0	1
YOR317W	288	393	91	575	285	99	682	407	379
YOR319W	8	19	6	19	4	3	31	15	9
YOR320C	52	57	14	64	44	16	99	55	62
YOR321W	45	59	13	82	34	9	71	59	40
YOR322C	58	85	25	97	47	15	83	49	37
YOR323C	395	461	128	726	396	135	879	412	465
YOR324C	9	13	0	15	14	0	16	8	8
YOR326W	299	419	111	516	265	98	464	333	247
YOR327C	34	65	17	53	27	10	50	40	30
YOR328W	1	7	1	4	2	1	4	1	0
YOR329C	36	34	10	82	36	9	56	64	54
YOR330C	47	65	14	86	49	17	119	78	55
YOR332W	592	782	231	940	430	151	1153	658	552
YOR334W	23	30	5	43	20	4	40	19	26
YOR335C	1051	1276	390	1667	993	358	1770	1272	885
YOR336W	70	118	44	102	43	25	78	61	38
YOR337W	27	42	19	43	18	18	60	45	21
YOR338W	3	11	3	4	7	0	2	6	2
YOR339C	2	1	1	0	0	1	2	1	0
YOR340C	79	108	29	121	77	18	160	83	67
YOR341W	617	826	233	849	533	175	863	607	481
YOR342C	50	46	16	38	19	12	72	43	52
YOR344C	20	20	5	14	7	1	20	11	4
YOR346W	36	59	18	54	25	10	71	43	31
YOR347C	86	128	29	127	68	42	128	109	65
YOR348C	78	122	37	327	173	66	376	305	217
YOR349W	19	5	2	29	13	2	46	14	12
YOR350C	11	15	4	20	9	5	13	12	15
YOR351C	0	0	0	0	0	0	0	1	0
YOR352W	22	31	2	34	11	8	30	20	22
YOR353C	18	38	17	54	21	10	70	25	29
YOR354C	237	363	90	296	167	49	372	222	171
YOR355W	57	75	18	67	35	13	96	54	50
YOR356W	244	316	84	399	190	62	424	312	191
YOR357C	25	39	15	64	25	14	86	21	23
YOR358W	8	20	12	23	11	4	26	20	11
YOR359W	16	20	0	31	16	1	20	20	10
YOR360C	50	67	14	57	34	23	63	56	49
YOR361C	583	640	216	693	377	147	770	467	356
YOR362C	1060	1719	600	3346	1255	443	2876	1473	1118
YOR363C	31	44	7	57	28	7	57	34	30
YOR365C	0	0	0	1	0	0	0	0	0
YOR367W	53	57	16	88	45	13	61	55	41
YOR368W	17	27	4	42	23	4	33	15	15
YOR369C	2073	3144	836	2926	1725	569	3472	1796	1784
YOR370C	75	96	23	123	73	22	154	98	86
YOR371C	74	66	28	115	45	33	112	81	51
YOR372C	42	55	14	42	14	5	55	39	26
YOR373W	43	69	13	87	48	12	78	62	48
YOR374W	573	692	211	1166	792	259	1430	1214	781
YOR375C	6234	7482	2335	8463	4876	1889	9708	6994	5092
YOR376W-A	0	0	0	0	0	0	0	0	0
YOR377W	2	2	0	1	2	0	2	3	2
YOR378W	3	6	1	8	2	1	9	3	8
YOR380W	6	21	2	8	10	0	19	13	8
YOR381W	0	2	2	0	0	0	2	0	3
YOR381W-A	0	0	0	0	0	0	0	0	0
YOR382W	12	6	3	4	1	2	6	5	4
YOR383C	1	2	1	3	0	1	4	1	2
YOR384W	0	0	0	0	0	0	0	0	0
YOR385W	20	19	11	33	9	2	26	22	12
YOR386W	17	28	9	22	17	6	29	15	8
YOR387C	1	0	0	1	0	0	0	0	0
YOR388C	2	3	0	0	1	0	2	0	4
YOR389W	39	48	14	33	11	12	44	33	20
YOR390W	37	48	16	66	41	18	59	44	22
YOR391C	2	2	0	0	2	0	5	3	2
YOR393W	3	11	0	5	2	0	11	14	0
YOR394C-A	0	0	0	0	0	0	0	0	0
YOR394W	0	1	0	3	0	0	0	2	0
YOR396W	25	35	7	31	16	8	39	25	21
YPL001W	45	68	7	52	27	9	62	31	20
YPL002C	12	8	3	12	8	1	27	10	16
YPL003W	15	17	4	10	6	4	32	13	11
YPL004C	696	948	319	1117	656	266	1195	901	596
YPL005W	4	17	5	23	5	3	26	18	12
YPL006W	106	132	26	103	56	18	131	88	69
YPL007C	25	33	6	21	15	11	45	26	28
YPL008W	22	42	2	21	12	4	27	19	11
YPL009C	136	134	49	191	92	33	194	130	96
YPL010W	155	193	59	209	89	28	254	138	122
YPL011C	34	55	31	101	28	15	74	52	27
YPL012W	210	288	76	363	207	71	437	264	166
YPL013C	89	104	29	114	55	30	131	96	99
YPL014W	16	25	5	25	9	0	24	10	12
YPL015C	33	62	8	51	30	12	61	49	39
YPL016W	81	92	38	120	49	27	99	81	64
YPL017C	3	7	0	3	0	2	8	5	0
YPL018W	20	20	7	26	8	6	25	23	8
YPL019C	309	513	126	156	82	30	263	107	95
YPL020C	34	40	11	36	22	5	55	23	19
YPL021W	0	0	0	0	0	0	0	0	0
YPL022W	22	44	8	42	27	5	51	25	22
YPL023C	162	207	60	218	112	44	202	134	120
YPL024W	21	18	1	18	8	4	20	19	19
YPL026C	97	108	36	189	64	14	164	73	83
YPL027W	0	1	0	1	0	0	0	0	0
YPL028W	509	750	181	786	528	183	991	628	499
YPL029W	49	53	18	53	34	8	84	46	46
YPL030W	35	58	22	61	48	16	86	41	34
YPL031C	100	143	32	159	81	40	171	127	68
YPL032C	121	158	38	204	102	40	215	116	99
YPL033C	0	0	0	0	0	0	0	0	0
YPL034W	8	10	6	12	7	2	14	9	5
YPL036W	643	882	211	994	576	168	1146	671	597
YPL037C	378	564	115	508	215	73	556	378	321
YPL038W	8	11	0	11	1	2	18	4	4
YPL038W-A	5	7	4	5	5	1	2	2	6
YPL039W	22	18	7	33	9	3	24	11	19
YPL040C	122	130	49	140	83	34	161	98	62
YPL041C	2	2	2	2	3	1	5	3	0
YPL042C	17	26	7	37	12	5	21	13	15
YPL043W	148	165	59	199	124	32	199	113	118
YPL045W	39	62	17	43	26	13	75	44	39
YPL046C	21	24	5	30	13	4	26	6	13
YPL047W	14	8	6	32	8	1	23	14	5
YPL048W	688	853	267	1226	544	251	1347	826	735
YPL049C	50	59	18	82	30	11	84	40	30
YPL050C	78	115	33	130	96	27	176	113	93
YPL051W	22	19	4	36	10	10	30	14	28
YPL052W	10	13	2	5	3	2	6	5	3
YPL053C	190	231	53	207	138	39	225	149	131
YPL054W	38	48	19	39	27	4	53	46	46
YPL055C	24	39	8	50	18	4	43	33	28
YPL056C	0	0	0	1	1	0	0	0	0
YPL057C	135	175	31	143	59	30	160	112	103
YPL058C	56	108	20	98	71	32	128	91	65
YPL059W	85	155	42	126	71	19	154	110	113
YPL060W	14	14	6	31	14	2	15	7	13
YPL061W	2883	4611	1151	4429	2809	939	4866	3362	2126
YPL063W	243	347	113	326	226	63	389	264	194
YPL064C	17	15	4	16	7	0	31	8	18
YPL065W	41	28	9	31	19	6	30	25	14
YPL066W	22	28	3	25	13	9	24	8	10
YPL067C	12	30	5	15	11	1	38	15	8
YPL068C	5	6	2	1	1	0	10	4	1
YPL069C	23	19	11	31	12	2	20	24	13
YPL070W	17	17	4	32	21	6	47	23	14
YPL071C	0	8	1	4	1	1	6	5	1
YPL072W	22	17	4	24	7	0	26	13	10
YPL074W	17	35	14	48	17	9	70	21	24
YPL075W	20	29	7	20	10	7	36	14	4
YPL076W	9	5	1	9	5	0	23	2	4
YPL077C	8	4	4	9	9	4	8	15	14
YPL078C	511	650	196	668	320	123	772	462	439
YPL079W	680	1111	242	756	435	155	1012	582	516
YPL081W	1050	1968	447	1823	533	211	1720	778	761
YPL082C	123	135	51	179	102	22	184	112	103
YPL083C	19	29	8	37	21	4	36	17	25
YPL084W	69	97	24	115	46	17	102	83	65
YPL085W	170	279	77	337	138	52	386	211	182
YPL086C	149	223	45	265	159	43	285	198	134
YPL087W	57	58	15	56	50	14	112	55	55
YPL088W	11	11	4	7	14	4	25	4	4
YPL089C	13	26	5	31	13	3	35	20	14
YPL090C	2941	4024	1036	4712	2023	752	5230	2836	2494
YPL091W	242	335	85	462	238	84	552	351	259
YPL092W	21	44	10	29	20	5	40	19	15
YPL093W	442	513	193	580	332	146	682	433	304
YPL094C	97	166	43	115	49	15	140	69	52
YPL095C	140	181	57	187	137	67	371	286	270
YPL096C-A	3	7	1	7	9	1	5	7	7
YPL096W	41	46	21	34	38	10	62	48	45
YPL097W	80	101	22	106	36	13	108	77	72
YPL098C	221	293	60	265	103	44	296	252	191
YPL099C	13	16	5	25	5	6	34	7	9
YPL100W	31	37	12	51	27	12	51	54	28
YPL101W	60	82	27	127	40	16	107	65	79
YPL103C	38	42	8	48	26	13	77	30	41
YPL104W	69	94	22	70	44	11	83	66	45
YPL105C	74	110	30	119	51	20	123	61	53
YPL106C	3661	5173	1583	5792	2898	1151	5665	3567	2587
YPL107W	37	39	8	29	12	2	53	14	21
YPL108W	17	25	7	25	10	2	24	12	15
YPL109C	22	36	7	33	21	8	42	30	29
YPL110C	57	83	16	46	40	5	60	29	32
YPL111W	26	48	11	73	44	10	63	43	31
YPL112C	42	69	15	90	23	10	119	62	40
YPL113C	18	11	12	42	9	9	37	29	24
YPL115C	47	82	19	68	32	12	73	42	56
YPL116W	41	93	31	111	36	26	118	73	56
YPL117C	223	274	98	428	240	81	468	244	289
YPL118W	218	373	88	318	183	67	384	209	169
YPL119C	13	15	10	25	9	6	19	23	9
YPL119C-A	0	0	0	2	0	1	0	2	0
YPL120W	18	29	5	20	10	3	31	15	7
YPL121C	0	0	0	0	0	0	0	0	0
YPL122C	15	22	9	38	21	9	45	33	16
YPL123C	12	14	5	17	16	3	22	14	25
YPL124W	20	28	2	13	8	4	17	9	6
YPL125W	97	118	37	143	88	30	149	99	75
YPL126W	199	219	59	319	152	44	317	206	159
YPL127C	99	102	27	112	65	18	179	79	67
YPL128C	72	68	13	92	42	24	118	75	45
YPL129W	104	158	36	153	67	30	165	127	90
YPL130W	0	0	0	0	0	0	0	0	0
