Genes	WT_1	WT_2	WT_3	ncs2_1	ncs2_2	ncs2_3	uba4_1	uba4_2	uba4_3
YMR231W	69	73	23	115	43	26	109	76	57
YMR232W	1	4	1	1	0	0	0	0	3
YMR233W	13	15	12	18	11	1	15	4	6
YMR234W	17	20	2	8	4	4	13	6	3
YMR235C	241	306	100	335	139	61	310	187	166
YMR236W	63	139	26	123	64	27	134	89	69
YMR237W	130	222	82	319	147	46	318	172	179
YMR238W	129	173	57	135	92	35	145	140	94
YMR239C	17	31	7	25	20	12	51	21	10
YMR240C	26	17	5	30	18	8	49	18	24
YMR241W	454	781	187	543	367	118	855	550	429
YMR242C	1151	1787	452	1806	777	287	2565	1173	1323
YMR242W-A	0	0	0	0	0	0	0	0	0
YMR243C	151	234	85	254	131	50	329	145	118
YMR244C-A	39	99	15	115	46	17	113	73	67
YMR244W	0	1	0	0	1	2	0	2	0
YMR246W	225	282	93	333	166	41	334	199	188
YMR247C	63	93	40	125	64	21	136	65	64
YMR247W-A	0	0	0	0	0	0	0	0	0
YMR250W	17	17	4	9	8	3	15	6	7
YMR251W	0	0	0	1	1	0	2	3	0
YMR251W-A	77	112	32	91	52	21	114	77	96
YMR252C	0	0	0	4	2	0	0	0	0
YMR253C	19	20	7	37	13	5	48	22	27
YMR255W	8	22	3	32	6	4	41	22	20
YMR256C	95	137	28	173	93	30	274	131	127
YMR257C	11	9	0	12	5	2	10	3	9
YMR258C	29	32	10	61	26	11	50	49	30
YMR259C	61	76	22	76	49	13	94	47	42
YMR260C	181	252	58	211	99	46	219	129	105
YMR261C	94	139	45	234	120	25	251	159	130
YMR262W	13	24	6	29	10	2	42	15	6
YMR263W	15	22	7	39	12	6	37	15	5
YMR264W	75	108	50	106	52	16	105	69	52
YMR265C	9	13	1	19	12	4	21	11	9
YMR266W	158	224	57	155	77	28	201	103	106
YMR267W	33	30	12	37	23	3	41	33	26
YMR268C	5	11	2	23	5	1	15	11	20
YMR269W	11	11	7	13	3	2	8	4	7
YMR270C	13	11	3	17	5	2	16	12	14
YMR271C	0	4	0	1	1	1	10	6	3
YMR272C	145	270	57	258	142	58	337	199	197
YMR272W-B	0	0	0	0	0	0	0	0	0
YMR273C	26	50	11	59	20	8	60	29	21
YMR274C	21	28	0	34	17	4	19	11	11
YMR275C	47	55	14	76	35	15	94	57	35
YMR276W	425	491	131	774	392	125	817	509	437
YMR277W	76	123	23	126	71	35	132	135	65
YMR278W	30	56	25	23	30	13	64	39	33
YMR279C	0	0	1	2	2	0	1	0	1
YMR280C	41	47	13	70	39	19	112	70	53
YMR281W	26	40	10	52	30	5	46	23	20
YMR282C	55	75	23	85	28	26	86	59	39
YMR283C	45	37	12	43	28	4	46	42	18
YMR284W	14	15	2	7	4	2	12	8	13
YMR285C	72	86	28	120	71	27	135	78	46
YMR286W	42	67	9	53	21	9	59	29	33
YMR287C	37	81	23	89	47	19	115	71	78
YMR288W	50	68	21	97	44	19	106	65	48
YMR289W	51	41	27	65	27	10	69	35	35
YMR290C	286	415	124	428	299	91	460	312	204
YMR291W	133	131	62	153	67	24	180	116	84
YMR292W	16	25	4	22	14	4	36	7	15
YMR293C	40	50	17	36	32	10	44	42	25
YMR294W	14	24	6	23	12	6	28	24	13
YMR295C	313	461	118	613	290	92	613	423	274
YMR296C	151	217	79	191	129	43	245	143	115
YMR297W	537	686	179	755	465	137	852	500	373
YMR298W	160	248	80	266	152	74	289	218	126
YMR299C	85	110	30	100	63	13	90	138	45
YMR300C	925	1298	382	1198	703	235	1225	872	577
YMR301C	92	96	41	111	67	20	116	81	40
YMR302C	112	179	59	241	113	60	302	182	138
YMR303C	3954	4943	1784	4573	2473	896	3919	2923	1822
YMR304W	96	159	34	216	93	41	204	150	89
YMR305C	590	918	258	679	361	153	830	482	365
YMR306W	1	3	0	4	0	0	2	1	6
YMR307W	2818	3614	1070	3059	1593	600	3140	2017	1578
YMR308C	193	268	91	353	199	71	404	255	165
YMR309C	495	794	244	830	452	166	892	556	454
YMR310C	29	53	23	55	28	16	52	40	45
YMR311C	137	221	59	138	83	36	169	120	96
YMR312W	26	62	12	93	31	8	86	26	42
YMR313C	32	52	11	76	48	8	63	41	35
YMR314W	339	519	127	531	296	91	663	365	240
YMR315W	302	310	93	339	171	73	485	228	298
YMR315W-A	0	0	0	0	0	0	0	0	0
YMR316C-A	0	0	0	0	0	0	0	0	0
YMR316W	20	27	8	9	7	0	21	6	7
YMR317W	0	1	0	0	0	0	0	0	0
YMR318C	484	655	194	898	626	218	1128	716	499
YMR319C	4	6	2	9	1	1	7	2	2
YMR321C	9	1	1	7	5	1	9	3	2
YMR322C	2	2	0	0	2	0	6	2	2
YMR323W	3	12	0	5	2	0	12	14	0
YMR325W	0	0	0	3	0	0	0	2	0
YNL001W	47	58	17	55	36	18	92	46	37
YNL002C	176	250	55	257	137	44	334	142	130
YNL003C	22	18	13	30	13	3	33	33	13
YNL004W	86	126	33	163	85	19	168	105	83
YNL005C	182	292	94	258	150	49	339	248	183
YNL006W	64	123	19	121	47	25	123	76	79
YNL007C	311	420	116	315	194	90	397	260	225
YNL008C	72	65	17	96	36	11	99	62	47
YNL009W	6	12	2	8	2	2	10	6	4
YNL010W	442	454	208	519	297	121	426	351	267
YNL011C	11	20	0	26	9	6	20	11	17
YNL012W	2	3	0	2	3	0	0	3	2
YNL014W	150	145	45	173	73	50	222	135	73
YNL015W	56	99	16	51	41	7	115	37	52
YNL016W	517	639	164	805	377	143	748	511	367
YNL018C	0	0	0	0	0	0	1	2	0
YNL019C	0	1	1	2	1	1	1	3	0
YNL020C	19	36	10	43	15	6	40	18	22
YNL021W	65	80	26	85	50	18	99	76	51
YNL022C	58	80	16	63	40	17	88	38	43
YNL023C	37	88	12	66	43	21	100	43	43
YNL024C	0	0	0	3	0	0	3	1	0
YNL024C-A	43	74	13	37	19	9	55	50	21
YNL025C	8	12	2	12	7	2	5	3	3
YNL026W	40	50	13	52	29	9	74	40	38
YNL027W	28	36	10	43	19	10	52	39	46
YNL029C	15	23	10	20	10	4	26	16	15
YNL030W	1196	1556	447	2240	827	374	2371	1109	1061
YNL031C	641	978	215	683	506	148	1166	514	490
YNL032W	18	29	6	28	11	3	46	16	19
YNL033W	0	1	1	2	1	1	1	3	0
YNL034W	0	2	0	2	1	0	3	2	0
YNL035C	105	128	39	111	140	65	165	104	78
YNL036W	264	408	145	460	170	81	515	305	442
YNL037C	770	1084	276	1072	596	187	1380	786	821
YNL038W	10	17	2	12	12	2	28	6	8
YNL039W	35	34	5	50	15	4	70	32	33
YNL040W	54	61	9	70	32	16	83	41	30
YNL041C	68	78	24	95	42	19	90	58	50
YNL042W	6	4	0	0	1	2	4	4	9
YNL042W-B	1	0	0	0	0	0	1	3	0
YNL044W	225	306	64	291	198	57	334	255	164
YNL045W	137	205	49	201	114	52	257	162	143
YNL046W	11	11	4	13	2	1	12	4	8
YNL047C	19	35	9	41	25	11	61	21	20
YNL048W	60	95	19	89	52	14	96	73	43
YNL049C	66	63	22	99	48	29	122	67	55
YNL050C	17	51	10	85	31	15	101	38	41
YNL051W	12	23	10	25	13	3	21	12	6
YNL052W	678	1022	263	1022	574	201	1512	832	978
YNL053W	20	45	13	25	24	9	31	15	22
YNL054W	54	70	19	78	39	17	72	50	43
YNL055C	2837	3653	1343	4126	2490	890	4615	3299	2683
YNL056W	16	42	5	21	28	6	27	16	23
YNL058C	23	38	4	41	18	3	55	19	24
YNL059C	114	183	42	163	97	28	229	135	100
YNL061W	298	402	123	351	212	74	372	203	190
YNL062C	50	81	25	106	53	16	96	59	38
YNL063W	3	15	5	14	6	3	15	10	4
YNL064C	646	761	204	774	396	200	896	600	516
YNL065W	19	15	3	23	14	4	22	12	12
YNL066W	329	361	112	385	280	101	498	312	232
YNL067W	1718	2253	817	2383	1117	460	2612	1244	1610
YNL067W-B	174	390	79	243	129	47	257	113	94
YNL068C	18	25	6	28	20	3	52	13	19
YNL069C	1983	2617	730	2437	1485	579	3122	1796	1570
YNL070W	109	195	44	293	68	19	260	84	136
YNL071W	724	947	279	905	457	222	907	614	454
YNL072W	56	55	19	80	38	21	92	48	50
YNL073W	81	101	22	99	57	19	115	86	50
YNL074C	21	34	10	32	23	3	45	30	22
YNL075W	55	71	23	89	42	11	89	43	52
YNL076W	23	25	10	46	11	2	49	26	23
YNL077W	36	35	12	39	25	4	51	29	27
YNL078W	17	52	15	50	19	10	45	30	30
YNL079C	294	467	120	453	196	87	453	291	282
YNL080C	19	26	5	58	23	6	38	38	21
YNL081C	58	101	39	114	49	23	124	68	83
YNL082W	33	56	12	82	36	16	72	45	41
YNL083W	29	48	8	68	27	8	61	41	24
YNL084C	77	91	27	146	80	23	154	80	69
YNL085W	186	207	54	322	166	52	335	207	170
YNL086W	4	5	1	10	12	1	17	4	10
YNL087W	233	307	71	294	175	68	380	170	147
YNL088W	175	238	70	252	124	45	214	143	119
YNL090W	37	38	14	63	22	12	48	37	40
YNL091W	60	105	22	112	58	9	128	57	57
YNL092W	9	5	2	9	5	3	11	5	2
YNL093W	4	2	1	5	0	0	2	2	1
YNL094W	16	25	9	24	15	2	33	21	10
YNL095C	26	22	9	28	20	6	36	18	14
YNL096C	1251	2169	550	2251	889	362	2410	1073	1080
YNL097C	20	34	6	40	20	8	39	26	23
YNL097C-B	4	4	0	1	6	0	2	1	1
YNL098C	174	214	56	327	152	51	325	168	185
YNL099C	39	50	8	62	19	5	76	33	34
YNL100W	61	110	31	166	68	25	184	75	95
YNL101W	60	92	29	107	45	19	105	75	67
YNL102W	139	227	72	210	110	30	209	137	112
YNL103W	30	42	13	73	25	12	104	35	33
YNL104C	1184	1729	501	2209	1316	464	2171	1606	999
YNL106C	66	94	25	111	61	19	78	52	46
YNL107W	21	20	10	21	16	5	25	18	14
YNL108C	42	50	11	81	45	16	101	35	31
YNL110C	93	117	23	93	35	29	105	62	47
YNL111C	243	305	98	317	131	51	229	207	158
YNL112W	344	420	129	497	248	86	492	285	280
YNL113W	84	116	38	147	66	24	133	70	46
YNL115C	53	56	17	75	42	16	81	51	44
YNL116W	27	40	14	49	23	5	64	36	34
YNL117W	3	5	2	9	0	1	10	1	1
YNL118C	100	167	39	172	115	41	141	104	91
YNL119W	29	39	15	3	1	0	83	38	33
YNL121C	696	953	257	1222	583	203	1091	806	581
YNL122C	18	46	8	42	23	4	45	7	19
YNL123W	224	242	66	310	134	77	366	215	174
YNL124W	29	43	24	81	24	15	74	40	29
YNL125C	26	23	15	29	17	10	39	29	22
YNL126W	34	45	16	64	41	19	58	59	27
YNL127W	41	32	13	35	24	5	69	24	28
YNL128W	4	3	0	2	0	0	4	4	2
YNL129W	18	38	12	35	7	4	26	13	14
YNL130C	162	233	62	269	161	63	292	209	133
YNL130C-A	0	0	0	0	0	0	0	0	0
YNL131W	223	363	90	412	143	51	423	251	225
YNL132W	265	355	115	385	204	88	396	248	220
YNL133C	1	4	3	12	7	0	12	2	11
YNL134C	69	73	21	101	23	13	117	57	43
YNL135C	137	202	57	215	87	37	277	116	136
YNL136W	28	25	7	28	27	3	56	27	16
YNL137C	149	222	80	277	143	41	344	172	135
YNL138W	337	440	113	422	210	76	501	338	227
YNL138W-A	21	20	1	9	10	5	12	14	8
YNL139C	103	126	42	190	66	19	190	120	81
YNL140C	17	26	3	43	16	1	34	16	9
YNL141W	126	157	53	210	85	26	176	112	93
YNL142W	296	421	103	528	355	126	751	534	466
YNL143C	0	0	0	0	0	0	0	0	0
YNL144C	24	20	9	15	6	5	23	13	19
YNL145W	56	92	15	31	19	3	70	17	25
YNL146C-A	0	0	0	0	0	0	0	0	0
YNL146W	3	2	1	3	0	0	5	5	0
YNL147W	71	87	20	103	36	11	86	60	45
YNL148C	28	45	9	40	24	6	27	32	12
YNL149C	349	410	141	424	265	102	458	347	213
YNL151C	29	26	8	41	15	9	56	32	23
YNL152W	26	28	10	21	14	0	28	14	20
YNL153C	64	93	31	99	75	18	118	66	64
YNL154C	138	170	42	198	109	23	239	148	105
YNL155W	67	98	16	97	42	17	139	52	65
YNL156C	101	129	34	135	93	34	158	99	67
YNL157W	24	31	12	30	14	4	44	19	19
YNL158W	30	34	11	28	16	2	46	32	23
YNL159C	10	14	7	11	11	5	24	15	13
YNL160W	105	163	57	32	22	10	24	22	11
YNL161W	68	100	28	118	50	18	154	84	54
YNL162W	902	1430	401	1899	620	271	2013	771	865
YNL162W-A	1	4	0	1	3	1	1	0	0
YNL163C	99	103	39	154	89	27	132	131	84
YNL164C	17	29	4	46	21	7	24	16	14
YNL165W	16	26	7	21	10	1	31	14	12
YNL166C	48	106	14	113	30	26	153	75	75
YNL167C	10	20	10	22	25	4	38	15	18
YNL168C	84	145	57	110	62	27	125	80	53
YNL169C	201	300	68	322	146	41	293	191	150
YNL172W	46	67	17	95	40	22	87	44	33
YNL173C	139	166	54	189	102	39	272	164	118
YNL175C	158	227	55	206	122	34	198	152	95
YNL176C	41	44	20	52	43	13	57	37	26
YNL177C	98	141	42	122	57	28	198	89	92
YNL178W	5987	7635	2461	7002	4335	1744	7824	5731	3934
YNL180C	51	78	25	55	47	7	92	39	43
YNL181W	125	150	38	140	81	23	175	76	98
YNL182C	71	76	26	86	48	12	107	70	52
YNL183C	126	185	39	229	98	30	216	155	96
YNL184C	35	49	13	56	21	3	67	34	34
YNL185C	56	67	15	63	30	10	86	46	46
YNL186W	51	83	14	70	52	13	116	58	73
YNL187W	1	5	1	6	2	0	5	1	2
YNL188W	12	10	2	16	5	0	14	3	7
YNL189W	486	593	248	655	420	154	723	458	399
YNL190W	311	567	145	524	120	103	968	340	314
YNL191W	23	21	5	23	6	13	25	30	9
YNL192W	122	160	47	199	98	45	216	156	114
YNL193W	52	65	25	53	23	12	66	36	34
YNL194C	0	0	1	1	5	0	0	2	1
YNL195C	3	1	2	2	2	0	2	4	4
YNL196C	0	0	0	0	0	0	0	0	0
YNL197C	75	85	34	101	67	13	134	49	50
YNL199C	27	42	6	56	23	9	55	23	37
YNL200C	22	46	10	39	27	7	44	27	13
YNL201C	24	59	21	57	34	8	70	36	39
YNL202W	13	16	0	21	15	3	31	14	8
YNL204C	0	1	0	0	0	0	0	0	0
YNL206C	46	75	27	72	31	24	70	52	23
YNL207W	77	79	23	131	54	23	168	74	59
YNL208W	572	776	221	604	293	90	616	376	346
YNL209W	10777	14847	4029	12277	7279	2779	12973	10122	6533
YNL210W	0	0	0	0	0	0	0	0	0
YNL211C	1	2	0	0	0	0	4	3	1
YNL212W	93	116	27	136	61	29	176	94	77
YNL213C	9	6	8	26	26	4	32	11	18
YNL214W	8	17	3	32	13	1	36	17	15
YNL215W	42	63	17	110	28	17	99	47	32
YNL216W	149	220	59	214	101	45	286	177	141
YNL217W	23	37	8	22	12	4	38	17	14
YNL218W	14	26	9	34	12	8	26	13	23
YNL219C	119	193	46	146	96	34	200	143	91
YNL220W	691	1057	272	1071	624	209	1150	809	593
YNL221C	71	85	29	100	60	14	99	72	57
YNL222W	32	51	14	32	13	4	38	27	21
YNL223W	14	37	5	35	14	5	24	16	23
YNL224C	34	40	12	43	28	15	55	32	16
YNL225C	43	58	21	53	17	4	70	49	31
YNL227C	48	69	19	62	33	15	57	59	38
YNL229C	124	113	33	157	81	21	150	113	71
YNL230C	7	7	0	7	2	1	8	5	2
YNL231C	104	177	32	163	75	33	214	123	81
YNL232W	64	79	28	109	57	19	96	69	60
YNL233W	34	52	9	65	27	4	37	42	33
YNL234W	4	3	0	8	1	1	11	5	6
YNL236W	33	53	7	69	37	13	78	54	37
YNL237W	8	12	2	24	7	6	12	13	6
YNL238W	85	134	37	120	64	23	117	90	57
YNL239W	148	250	49	279	158	61	294	180	130
YNL240C	81	102	34	131	55	21	163	108	89
YNL241C	1341	1786	519	2174	1241	438	2317	1757	1342
YNL242W	39	59	9	60	22	11	75	30	19
YNL243W	253	356	111	490	239	84	504	335	247
YNL244C	91	130	25	162	65	23	160	55	67
YNL245C	14	22	9	32	8	9	38	19	17
YNL246W	77	114	31	69	61	34	113	73	68
YNL247W	265	511	157	479	262	98	564	362	278
YNL248C	142	222	50	222	132	38	245	160	141
YNL249C	17	14	2	35	13	6	24	31	14
YNL250W	47	59	20	87	34	15	74	52	39
YNL251C	137	184	65	209	113	31	204	132	115
YNL252C	164	182	44	180	118	42	244	159	113
YNL253W	22	29	9	18	19	6	38	21	20
YNL254C	9	17	3	19	12	0	22	12	6
YNL255C	380	622	119	493	270	95	603	404	295
YNL256W	84	157	40	144	93	29	160	94	84
YNL257C	30	49	12	51	21	6	51	36	28
YNL258C	64	108	24	98	42	10	81	58	44
YNL259C	9	26	4	21	6	2	10	23	16
YNL260C	26	19	6	42	14	6	47	16	21
YNL261W	32	41	22	53	23	8	50	39	20
YNL262W	118	155	55	160	82	24	141	99	83
YNL263C	72	85	27	121	66	19	149	81	83
YNL264C	23	36	11	47	17	9	40	34	25
YNL265C	41	38	17	46	21	11	42	31	35
YNL267W	74	93	27	98	64	29	126	63	50
YNL268W	284	323	84	472	249	113	511	335	301
YNL269W	0	0	0	0	0	0	0	0	0
YNL270C	1	7	0	3	6	1	8	4	3
YNL271C	68	83	21	96	45	19	98	55	58
YNL272C	52	76	17	94	48	14	103	61	57
YNL273W	47	70	26	133	37	3	155	50	41
YNL274C	139	222	46	173	106	34	252	203	138
YNL275W	30	13	4	35	15	8	44	23	17
YNL277W	486	663	219	719	324	150	750	498	456
YNL277W-A	0	0	0	0	0	0	0	0	2
YNL278W	49	39	12	67	29	15	71	51	24
YNL279W	2	2	2	3	0	0	0	0	2
YNL280C	88	96	24	122	75	29	162	106	84
YNL281W	209	313	72	250	105	35	310	161	124
YNL282W	12	30	14	36	25	1	44	23	22
YNL283C	55	58	16	99	43	14	83	42	63
YNL284C	101	191	46	141	71	35	194	86	92
YNL286W	13	12	2	8	8	7	10	12	8
YNL287W	392	547	161	728	397	141	815	457	374
YNL288W	34	75	20	70	37	11	70	71	40
YNL289W	65	98	32	150	67	31	217	116	99
YNL290W	118	162	41	188	79	32	191	138	137
YNL291C	39	62	20	67	36	15	94	46	23
YNL292W	97	135	36	111	47	27	107	89	58
YNL293W	13	27	2	27	19	1	21	24	7
YNL294C	12	27	14	29	18	3	24	18	12
YNL295W	42	48	15	60	27	7	54	46	31
YNL297C	129	140	45	216	110	49	178	133	108
YNL298W	40	41	15	90	45	13	127	54	44
YNL299W	35	52	16	79	36	11	86	49	39
YNL300W	24	39	12	25	14	8	55	29	31
YNL301C	1529	2340	597	1684	1144	385	1744	1235	886
YNL302C	659	1143	218	1138	470	149	1260	702	683
YNL304W	28	31	13	52	19	6	38	28	29
YNL305C	53	81	24	122	65	43	162	80	86
YNL306W	159	221	45	237	123	29	228	183	126
YNL307C	103	136	57	158	81	24	166	95	77
YNL308C	77	93	34	104	43	17	130	79	63
YNL309W	14	35	6	34	26	6	49	29	14
YNL310C	54	83	27	66	37	21	63	52	33
YNL311C	68	66	24	156	63	20	148	85	70
YNL312W	127	147	55	175	98	27	182	139	110
YNL313C	147	235	57	216	132	46	270	143	114
YNL314W	6	11	4	12	4	3	22	13	6
YNL315C	103	183	40	158	66	21	213	87	63
YNL316C	21	43	8	47	29	4	52	20	43
YNL317W	32	34	14	43	12	7	78	35	19
YNL318C	0	0	0	0	0	0	1	0	0
YNL320W	50	78	19	87	43	13	62	49	32
YNL321W	73	104	20	79	51	22	122	63	58
YNL322C	150	171	54	150	105	47	167	154	78
YNL323W	106	170	40	140	124	25	140	109	112
YNL325C	36	24	14	39	19	14	48	35	34
YNL326C	19	33	5	36	17	8	49	29	12
YNL327W	452	601	184	570	295	108	688	477	314
YNL328C	1	10	1	3	1	0	3	2	4
YNL329C	29	47	22	60	39	4	57	33	29
YNL330C	115	119	36	145	73	23	178	101	81
YNL331C	4	1	0	3	5	1	9	3	1
YNL332W	11	0	1	14	8	1	7	6	4
YNL333W	57	57	22	64	42	15	64	57	33
YNL334C	1	1	1	3	4	1	8	5	4
YNL335W	2	4	0	3	2	1	4	4	2
YNL336W	90	144	39	186	66	27	168	138	57
YNL339C	27	37	16	47	14	7	42	31	26
YNR001C	845	1248	369	1646	750	287	1915	1376	938
YNR002C	2	12	7	12	8	3	14	7	8
YNR003C	72	91	23	68	39	14	57	44	37
YNR004W	9	5	0	2	9	0	6	1	1
YNR006W	52	74	22	82	37	17	83	68	43
YNR007C	40	56	23	65	35	19	42	63	38
YNR008W	97	122	33	172	68	31	158	87	88
YNR009W	14	10	10	26	9	6	30	6	13
YNR010W	6	16	5	26	13	8	28	7	22
YNR011C	29	56	16	59	35	13	77	30	22
YNR012W	31	33	10	56	27	8	71	49	44
YNR013C	94	118	27	176	75	39	143	128	69
YNR014W	6	21	6	6	1	1	20	6	8
YNR015W	86	109	36	143	64	25	142	86	82
YNR016C	3600	5110	1553	4902	2722	1098	4868	3031	2287
YNR017W	221	331	89	288	179	86	354	240	174
YNR018W	155	217	46	173	90	33	209	137	99
YNR019W	264	363	111	365	205	76	418	258	223
YNR020C	78	99	22	78	57	26	118	117	47
YNR021W	223	369	88	495	174	69	517	196	226
YNR022C	24	40	2	37	18	8	50	27	27
YNR023W	57	67	17	112	67	13	82	60	45
YNR024W	13	9	3	19	3	3	18	4	13
YNR026C	71	67	25	63	53	11	82	61	50
YNR027W	16	32	7	20	14	5	39	15	16
YNR028W	65	67	18	91	44	14	84	51	40
YNR029C	37	56	17	48	23	15	70	44	49
YNR030W	113	149	54	155	79	33	154	101	90
YNR031C	82	88	20	137	72	27	145	95	72
YNR032C-A	8	18	3	28	13	5	37	13	19
YNR032W	68	90	26	123	64	28	136	83	80
YNR033W	101	134	36	182	69	28	165	116	110
YNR034W	27	40	5	55	34	8	81	31	49
YNR034W-A	9	6	1	3	2	0	5	2	1
YNR035C	172	280	71	266	139	56	294	187	165
YNR036C	134	174	40	189	154	25	218	164	95
YNR037C	42	59	13	50	97	8	67	35	17
YNR038W	75	98	28	165	73	20	162	78	58
YNR039C	26	33	11	63	17	9	38	43	21
YNR040W	83	111	37	120	43	18	130	76	67
YNR041C	105	116	25	163	87	30	157	121	92
YNR043W	786	1157	298	1183	641	205	1178	1048	598
YNR044W	15	31	5	27	5	2	9	11	1
YNR045W	23	44	12	42	21	9	65	33	27
YNR046W	62	95	19	88	56	17	171	67	61
YNR047W	63	90	29	100	47	18	110	84	57
YNR048W	26	42	13	57	23	8	42	38	37
YNR049C	22	15	6	43	17	8	38	13	16
YNR050C	2280	3606	849	3486	1601	515	3884	1971	1595
YNR051C	68	132	35	93	55	16	140	61	56
YNR052C	83	91	41	151	65	26	166	69	63
YNR053C	187	182	87	285	151	50	290	211	171
YNR054C	67	83	34	57	49	17	103	67	40
YNR055C	89	114	29	121	74	35	97	82	64
YNR056C	4	3	0	3	0	1	5	0	2
YNR057C	4	7	0	6	2	2	13	7	6
YNR058W	0	3	2	5	0	2	5	1	0
YNR059W	12	17	3	9	5	2	5	6	2
YNR060W	0	3	0	3	2	0	1	0	0
YNR061C	29	43	9	64	25	16	50	37	37
YNR062C	0	0	0	0	0	0	0	0	3
YNR063W	4	4	2	6	5	2	8	3	3
YNR064C	6	4	0	6	1	0	0	1	2
YNR065C	35	45	14	53	32	8	61	41	40
YNR066C	7	12	11	13	10	4	15	7	11
YNR067C	269	328	85	284	156	68	380	232	189
YNR068C	1	6	0	6	2	0	2	1	0
YNR069C	0	0	1	5	2	1	6	5	2
YNR070W	0	0	0	0	0	0	0	1	0
YNR071C	0	0	0	1	0	0	0	0	0
YNR072W	0	1	0	1	1	0	2	1	0
YNR073C	0	0	0	4	1	0	1	6	1
YNR074C	0	0	0	0	0	0	0	0	0
YNR075C-A	0	0	0	0	0	0	0	0	0
YNR075W	7	15	0	12	2	2	4	2	4
YNR076W	0	0	0	0	0	0	0	0	0
YNR077C	0	0	0	0	0	0	0	0	0
YOL001W	11	6	3	7	2	2	13	4	8
YOL002C	25	62	20	59	38	15	64	38	24
YOL003C	22	28	9	25	21	4	37	23	21
YOL004W	124	171	66	265	137	65	305	181	137
YOL005C	95	142	38	124	67	30	158	92	81
YOL006C	56	64	24	79	53	17	111	52	59
YOL007C	42	77	21	65	20	8	85	28	21
YOL008W	25	17	4	31	10	8	32	15	12
YOL009C	15	22	2	17	6	0	18	8	11
YOL010W	59	64	22	94	48	14	108	68	55
YOL011W	43	57	22	75	52	21	76	49	41
YOL012C	70	136	29	147	46	19	153	86	85
YOL013C	44	34	11	45	33	11	61	41	37
YOL013W-A	5	1	0	5	0	0	2	0	0
YOL014W	2	11	7	11	9	2	13	9	7
YOL015W	0	0	0	0	0	0	0	0	0
YOL016C	109	104	28	126	75	19	140	100	86
YOL017W	31	34	9	28	22	5	37	37	25
YOL018C	24	28	6	30	9	4	30	22	16
YOL019W	90	102	23	112	47	19	141	65	61
YOL019W-A	0	0	0	0	0	0	0	1	0
YOL020W	63	93	21	77	32	15	85	35	41
YOL021C	170	192	74	297	138	44	271	185	157
YOL022C	63	96	28	77	32	11	91	46	54
YOL023W	37	73	27	69	27	9	72	37	31
YOL024W	0	0	0	1	0	0	0	0	1
YOL025W	28	37	11	39	36	9	58	52	29
YOL026C	14	20	8	40	12	2	40	21	25
YOL027C	272	353	103	505	216	82	572	333	322
YOL028C	21	8	2	29	8	1	21	9	6
YOL029C	0	1	0	2	1	0	1	0	0
YOL030W	473	594	148	537	370	132	784	459	341
YOL031C	68	83	23	74	30	14	54	39	27
YOL032W	37	50	17	65	26	13	62	36	16
YOL033W	21	53	6	44	32	11	68	47	25
YOL034W	21	44	11	31	30	5	66	19	31
YOL036W	17	59	13	62	24	10	62	39	32
YOL038C-A	0	0	0	0	0	0	0	0	0
YOL038W	371	518	133	480	248	93	484	375	211
YOL039W	1481	2062	722	1914	1008	464	2246	1506	1259
YOL040C	2081	3217	867	3175	1350	540	3755	2030	2177
YOL041C	106	139	41	165	63	20	184	124	90
YOL042W	25	27	7	44	21	16	50	13	30
YOL043C	2	13	1	7	3	4	6	10	4
YOL044W	31	17	13	31	12	6	37	32	15
YOL045W	44	36	13	58	39	15	59	35	36
YOL047C	1	1	0	0	0	0	0	0	0
YOL048C	11	16	5	39	12	5	37	22	24
YOL049W	141	226	44	182	112	42	271	158	107
YOL051W	80	97	37	155	65	27	153	84	81
YOL052C	117	124	39	164	86	37	163	142	91
YOL052C-A	4	9	3	4	0	0	5	3	2
YOL053W	55	84	15	82	34	10	70	60	41
YOL054W	39	23	9	42	22	9	55	34	29
YOL055C	16	15	4	17	8	5	18	14	19
YOL056W	27	35	6	27	18	5	32	13	14
YOL057W	137	173	46	141	112	28	185	108	88
YOL058W	2549	3578	1004	4753	2509	1050	4608	3007	2100
YOL059W	203	282	91	370	154	65	338	190	177
YOL060C	104	109	26	136	70	30	136	89	84
YOL061W	239	281	76	377	175	55	486	295	275
YOL062C	46	61	11	50	29	8	91	48	25
YOL063C	27	57	22	54	16	5	51	32	19
YOL064C	202	272	60	316	163	60	343	235	187
YOL065C	28	30	11	42	20	3	59	26	28
YOL066C	55	72	22	75	53	17	76	62	38
YOL067C	19	20	6	29	11	1	27	21	8
YOL068C	22	30	10	20	20	8	50	37	24
YOL069W	24	37	4	39	24	4	51	39	14
YOL070C	84	121	29	160	56	19	205	86	76
YOL071W	70	80	11	104	40	12	99	62	43
YOL072W	51	61	20	85	46	16	59	47	27
YOL073C	28	38	9	38	21	14	61	23	27
YOL075C	33	40	20	55	26	13	64	22	33
YOL076W	39	79	18	103	61	19	116	83	69
YOL077C	200	218	69	278	108	52	262	138	107
YOL077W-A	134	161	62	218	97	33	185	137	101
YOL078W	20	33	6	46	28	10	51	19	19
YOL080C	16	19	14	34	19	2	18	20	20
YOL081W	118	162	51	186	105	29	194	122	82
YOL082W	49	62	16	60	36	13	75	43	35
YOL083W	8	7	2	4	6	1	5	12	2
