ORF,WT_Ribo,WT_RNA,elp3_Ribo,elp3_RNA,ncs2_Ribo,ncs2_RNA,ncs6_Ribo,ncs6_RNA,uba4_Ribo,uba4_RNA
YGR210C,1644,2260,751,533,646,409,1277,2141,1438,2461
YHR179W,22309,5433,11699,1268,11033,1449,21157,6065,24611,6377
YER190C-B,0,0,0,0,0,0,0,0,0,0
YNL049C,1493,640,731,234,603,256,1506,550,1745,644
YKR025W,1224,1202,711,262,556,288,1213,1280,1275,1523
YDR205W,387,328,178,153,175,139,435,388,561,410
YJL108C,5,100,3,44,2,41,10,110,5,137
YLR266C,195,1326,122,586,76,625,210,1147,218,1122
YPL186C,56,151,22,42,32,44,66,133,76,124
YLR284C,129,426,68,188,57,193,114,404,121,414
YNL014W,180,266,132,65,95,74,155,316,142,297
YDR056C,1312,1952,805,409,695,467,1530,2364,1789,2429
YPR028W,8229,4339,4020,1203,3539,1244,7494,3916,8294,4101
YJL035C,217,369,137,145,107,169,233,362,251,435
R0020C,1880,3780,726,974,895,1929,1271,2305,1189,2916
YBL088C,145,751,85,249,56,267,142,880,197,886
YHR039C-A,10986,5796,5534,970,4879,1324,8567,5847,9645,6343
YLR116W,545,316,238,79,212,97,502,276,577,350
YER008C,1249,970,486,281,356,340,942,1078,1055,1148
YDL148C,2363,1867,1173,588,965,636,2700,2224,3047,2300
YJR155W,5,313,0,80,1,93,2,302,4,340
YOR177C,89,179,55,38,30,24,70,140,84,134
YBR177C,2422,919,2288,421,1740,423,3479,1094,4074,1087
YJL155C,400,650,233,321,214,362,392,612,528,647
YIR004W,1441,1427,600,513,541,594,1128,1430,1262,1469
YFR027W,231,351,126,72,123,89,275,384,279,434
YJL122W,1207,1069,456,160,413,162,1021,1023,1032,1194
YGR148C,19292,14247,8044,2504,7300,2581,16650,12940,18405,13932
YKR069W,83,863,36,303,30,363,119,887,131,1018
YDR459C,66,612,53,271,24,221,69,660,82,636
YBR111W-A,687,383,307,126,241,121,500,374,587,370
YLR313C,137,501,58,174,58,203,140,509,147,514
YNR007C,419,432,192,124,206,151,399,437,473,432
YJR153W,18,66,5,4,3,5,11,35,7,23
YKL190W,1741,1772,992,261,901,301,1703,2108,1783,2102
YKL063C,1149,1002,442,198,400,259,969,927,1153,922
YDL170W,292,522,231,131,165,126,341,578,377,593
YGL135W,6295,3148,2391,811,2141,636,4429,2487,4515,2477
YJR044C,1187,434,499,198,542,160,1226,409,1401,397
YJR011C,285,541,132,281,104,273,247,441,320,479
YMR009W,707,650,305,158,249,186,582,631,719,708
YNL072W,582,359,328,55,297,83,659,372,710,406
YFL021W,593,332,341,145,222,138,610,385,721,423
YJL219W,2,14,4,5,0,4,1,10,6,13
YMR283C,294,412,154,162,123,178,279,430,340,406
YDR090C,361,384,194,145,160,143,313,374,384,365
YIL108W,1184,650,781,225,631,248,1374,809,1672,817
YER093C-A,192,182,80,44,83,37,181,177,162,172
YJR135W-A,1286,586,723,183,538,163,1260,579,1304,584
YMR187C,197,351,78,110,60,85,183,326,221,340
YOR359W,691,301,239,93,234,112,578,318,644,350
YNL239W,3196,893,1257,149,1073,207,2458,759,2597,823
YDR410C,547,982,229,241,193,311,513,1020,518,1037
YLL040C,5354,1175,2463,462,2039,568,4844,1289,5470,1342
YOR322C,811,767,390,187,323,200,799,838,948,951
YOR048C,1975,1144,923,434,729,496,1974,1300,2267,1522
YNL147W,1809,1024,749,205,666,258,1475,977,1597,1037
YOR002W,880,990,409,436,352,474,782,947,853,914
YOR075W,584,861,212,314,194,308,410,760,459,748
YCL030C,7125,3796,2464,668,1586,609,6183,2453,5786,2672
YLR352W,322,236,136,66,101,68,299,269,331,254
YFR018C,442,986,229,172,166,185,371,923,436,1102
YJL212C,1541,552,556,195,522,204,1335,500,1515,550
YNL242W,708,396,350,157,264,125,605,395,725,399
YNL162W-A,207,136,107,30,81,35,221,140,226,134
YOL090W,2411,1334,1106,547,892,586,2140,1210,2475,1244
YNL145W,2,9,2,1,0,6,5,19,2,15
YNR021W,4142,2280,1817,612,1489,654,4113,1986,4601,2100
YBR094W,950,639,524,227,386,240,909,562,1050,565
YOR306C,169,925,26,241,29,275,91,551,88,599
YDR527W,1175,1332,571,257,460,246,982,1301,1215,1434
YGL053W,160,214,85,79,71,78,132,231,153,215
YEL017C-A,5928,1098,2356,367,2132,309,4565,951,4634,1075
YNL093W,18,29,5,9,7,10,13,24,15,29
YOL001W,131,347,44,110,52,125,128,341,169,362
YBL111C,0,0,0,0,0,0,0,0,0,0
YPL224C,529,458,232,171,170,188,451,458,523,507
YLR137W,191,589,111,199,75,165,212,650,234,800
YDL042C,729,446,295,109,205,98,488,435,699,335
YBR096W,1585,1266,806,495,721,496,1516,1194,1620,1187
YDR531W,1269,1280,806,510,672,494,1560,1256,1624,1324
YOL136C,636,345,318,154,280,151,597,351,680,357
YLR002C,1774,1100,669,287,594,282,1301,1046,1544,1081
YER145C,2279,2360,1783,826,1509,787,3018,2708,3007,3449
YER110C,15955,2270,6511,760,5239,765,14614,2125,16400,2346
YHR123W,1008,574,555,210,473,186,1047,574,1281,583
YOR304W,1260,1421,584,437,540,516,1215,1565,1418,1653
YHL010C,267,328,113,98,115,90,242,322,265,316
YMR191W,622,536,390,160,276,172,739,566,782,545
YLR108C,246,188,123,76,74,70,374,237,320,248
YKR008W,1788,479,772,190,711,199,1688,510,1963,509
YDR226W,21452,5499,9574,1229,8553,1269,18303,4833,19376,5073
YLR097C,280,668,184,239,138,268,298,700,347,733
YDR108W,394,501,248,188,188,200,409,465,497,484
YLR426W,247,633,128,89,104,112,250,633,322,726
YBR036C,1902,1737,902,548,851,534,2009,1683,2358,1795
YMR079W,8136,1221,3756,344,3099,354,6892,1165,7489,1172
YMR126C,119,488,66,200,54,183,105,498,142,458
YGL014W,2362,960,944,287,780,275,1937,852,2021,937
YML043C,165,648,94,129,74,176,181,777,214,895
YLR068W,541,649,307,173,245,236,525,772,570,913
YMR279C,19,37,5,22,4,17,14,49,21,36
YMR258C,558,1284,245,542,237,559,525,1210,666,1165
YER027C,2685,977,1279,255,1295,313,2706,939,2817,983
YDL013W,424,1146,241,410,223,399,449,1160,557,1265
YKR088C,879,950,428,307,418,366,880,905,1070,933
YMR206W,7,8,1,1,2,3,5,14,8,10
YOR196C,1022,1199,449,417,343,414,940,1171,993,1277
YOR231W,469,755,277,295,222,333,503,754,516,745
YPR036W,12520,4873,6515,1419,4827,1460,9475,4447,11287,4537
YCR087C-A,1139,1269,735,271,615,238,1213,1642,1348,1879
YGR235C,1482,1186,793,379,682,447,1562,1252,1756,1385
YEL067C,9,27,0,8,4,13,12,40,16,38
YLR406C,13536,8039,5524,1015,4834,1055,10804,7598,11925,8369
YLR406C-A,0,10,2,2,0,1,2,5,6,9
YKL173W,822,1007,389,309,331,338,846,992,991,1020
YLR383W,402,846,180,228,186,316,445,874,529,901
YDR469W,604,826,283,246,213,270,488,709,546,734
YGR040W,507,443,215,101,163,127,385,297,448,319
YNL160W,3395,698,354,136,582,193,1328,406,1574,455
YLR412C-A,14,94,13,17,4,13,11,43,12,37
YMR013C,342,527,131,214,137,235,274,511,316,489
YDR219C,881,771,409,301,383,329,836,783,991,738
YCR011C,2616,3557,1161,1284,986,1484,2426,3095,2711,3226
YNL055C,25083,3549,14727,1457,11464,1520,26545,4488,28729,4722
YIL134C-A,1,18,0,9,1,8,0,27,2,19
YDR466W,570,475,205,190,217,200,534,497,678,608
YFL002C,916,888,475,244,348,304,872,1033,1027,1071
YDR155C,46645,12423,20551,2545,18372,2728,40381,12873,44632,13880
YGL181W,1418,928,694,208,698,245,1320,850,1344,990
YJL176C,1941,1019,887,351,792,399,1616,992,1766,1025
YPL087W,768,1983,386,1080,295,839,700,1774,851,1733
YPL065W,614,272,244,83,177,121,416,218,548,213
YJL054W,799,918,255,222,233,231,637,850,751,862
YNL335W,0,1,1,0,0,0,1,2,0,0
YPR154W,1541,270,675,87,701,108,1395,292,1470,310
YKL122C,2109,1510,649,284,492,301,1151,1328,1347,1473
YAL038W,378637,50030,150330,13199,134440,14352,325557,45843,356750,50068
YAL047C,311,170,155,60,120,61,322,194,390,191
YDR285W,118,445,65,131,53,153,127,461,163,429
YOL119C,616,1232,467,310,405,328,925,1457,1133,1570
YIL169C,56,43,19,39,51,60,169,121,199,120
YHR121W,1620,1527,628,382,491,423,1081,1170,1179,1180
YJL096W,1134,646,408,184,361,213,760,591,805,582
YHR142W,884,1723,493,580,465,531,985,2011,1055,2078
YPL129W,3113,2286,1325,402,1158,528,2324,2456,2660,2581
YOL162W,0,66,0,30,0,30,1,56,3,88
YLR196W,3278,2325,1577,637,1246,581,3048,2446,3343,2813
YJL203W,538,567,217,122,217,157,540,577,581,596
YAL065C,0,2,0,0,0,0,0,1,0,0
YIL147C,638,1073,191,299,174,321,539,1014,657,1070
YGL085W,132,577,65,236,43,272,101,574,141,626
YML081C-A,1611,696,1018,214,880,179,1702,835,1818,976
YKL017C,408,482,130,125,114,175,319,461,329,501
YPL201C,10,61,5,19,2,11,5,43,8,44
YBL018C,445,662,205,245,185,217,438,755,450,768
YDR131C,255,346,126,118,118,148,259,309,326,342
YHR033W,20,123,9,38,8,27,33,152,46,189
YEL031W,7335,2543,3384,880,3008,831,8606,2835,10123,2931
YOL071W,593,394,312,88,255,114,459,430,560,444
YNR053C,3758,4919,2057,2008,1600,1944,4081,5428,4500,5530
YDL063C,956,677,435,213,341,202,1026,750,1020,705
YNL298W,803,591,495,176,417,150,879,652,1044,721
YBR290W,851,1674,484,623,425,720,882,1582,1089,1750
YIL096C,425,453,211,85,159,87,445,388,480,405
YML113W,517,539,228,183,194,172,463,524,501,598
YHR202W,216,218,94,86,66,61,156,131,204,120
YHR008C,4607,1231,2644,316,2086,305,4194,1293,4841,1366
YLR446W,223,209,93,67,100,57,154,180,176,181
YFR051C,4312,1053,1899,336,1358,402,3634,987,4285,1069
YHL009W-B,0,0,0,0,0,0,0,0,0,0
YHL009W-A,0,0,0,0,0,0,0,0,0,0
YNR068C,3,163,1,41,0,35,1,169,1,176
YOL057W,2268,1175,970,416,751,399,1925,1057,2414,1097
YAR018C,418,636,262,162,174,138,387,597,428,670
YOR369C,62208,80879,28485,29079,23416,27063,48069,74493,50093,75967
YOR025W,614,675,275,156,220,192,568,617,644,740
YOR092W,589,429,274,169,236,151,632,451,637,443
YML128C,556,639,460,313,515,357,1215,952,1488,946
YGL070C,1348,724,600,277,563,291,1286,664,1378,696
YGL256W,284,688,103,272,107,270,240,679,271,670
YOL038C-A,31,52,8,18,12,19,21,58,28,47
YER184C,33,227,6,85,10,83,13,212,21,172
YMR107W,18,16,6,11,11,13,17,33,17,32
YER166W,1914,1647,825,424,714,465,1739,1531,2029,1601
YHR015W,114,201,57,66,51,56,98,208,142,172
YCR027C,493,476,203,81,210,102,487,398,542,422
YDL194W,110,149,42,67,44,59,117,168,113,143
YLR325C,34484,15847,12940,3577,11750,3427,26185,14195,28671,14300
YGL115W,1799,1820,751,669,641,649,1438,1608,1607,1763
YMR247C,1415,797,675,324,529,347,1356,744,1651,782
YBR077C,1053,883,500,162,469,174,1016,902,1167,974
YDR176W,886,1093,378,306,385,339,885,1099,1026,1166
YDR381W,8360,4524,3391,1581,3301,1735,7017,4025,7571,4142
YGL103W,78554,49397,33750,12269,29187,13056,64088,44822,68452,49001
YDR484W,574,763,209,250,193,312,537,710,565,715
YOR207C,2300,1680,1128,604,925,586,2378,1633,2841,1827
YNL183C,1061,392,459,139,343,161,786,462,868,446
YGR192C,409891,54863,154841,15741,141020,16770,328706,51381,346021,56741
YBL045C,5025,1166,3711,587,2987,606,6823,1710,7794,1679
YOR285W,4591,2314,2172,703,2183,857,4211,2243,4418,2345
YPR184W,491,354,248,108,196,90,480,442,612,414
YER064C,2906,1489,1372,422,1211,549,2983,1434,3172,1600
YNL218W,474,374,231,119,211,111,454,294,448,353
YLR407W,703,982,306,370,262,358,570,939,697,1014
YBR088C,3723,1513,1581,324,1592,379,3617,1661,3936,1761
YBR055C,665,1075,327,262,252,283,634,1082,768,1181
YOR175C,1815,2140,759,914,631,898,1558,1846,1812,1786
YNL329C,306,891,161,300,157,321,335,915,398,1003
YGL028C,3848,1288,1393,532,1415,580,3398,1188,3618,1418
YGR216C,352,642,169,313,127,339,314,578,377,563
YNL012W,63,142,31,32,22,26,40,77,73,64
YPL184C,2550,1280,1020,393,877,457,2007,1078,2269,1079
YDR252W,331,132,134,43,96,38,285,143,312,123
YJL037W,14,72,17,26,16,22,25,101,18,100
YDR054C,1805,868,769,339,607,364,1436,937,1761,909
YBR008C,12,387,4,156,7,140,9,450,20,516
YPR171W,876,441,269,88,242,118,636,419,724,464
YKL103C,2665,777,2311,322,1708,335,3220,961,3907,981
YLR114C,1055,967,525,319,461,324,1066,1026,1161,1023
YML037C,145,156,79,49,47,59,132,130,163,134
YLR141W,185,217,95,82,69,89,166,193,198,228
YDL089W,359,274,145,99,146,94,432,289,469,279
YPL159C,681,343,348,83,279,95,622,359,655,431
YBR102C,918,562,544,231,459,272,1027,513,1123,580
YDR096W,929,283,377,113,319,137,745,252,861,249
YIR006C,7787,1018,4149,398,3593,476,8446,1247,9098,1335
YPL046C,363,419,138,123,148,131,278,368,327,376
YIL002W-A,1087,1167,503,181,453,217,956,1277,1036,1219
YKL196C,3493,2232,1797,629,1577,687,3487,2299,3554,2244
YFR021W,556,363,322,122,271,107,702,392,717,375
YNL129W,686,838,313,247,226,253,545,648,670,753
YJR013W,597,791,271,269,252,258,598,753,647,748
YDL176W,274,711,127,252,116,280,255,709,289,750
YKR027W,485,581,187,176,207,207,425,551,514,594
YHR053C,0,0,0,0,0,0,0,0,0,0
YKL034W,681,324,325,115,276,132,547,354,696,339
YKL061W,267,349,124,108,105,81,217,326,226,361
YJR042W,1741,1625,943,611,812,710,1920,1659,2130,1714
YMR281W,498,226,172,67,198,81,421,212,524,211
YFL027C,258,671,182,314,130,306,294,692,313,671
YPL133C,334,741,174,218,144,214,311,709,318,688
YMR302C,950,893,434,321,388,418,990,947,1205,932
YBR230W-A,311,362,157,98,112,80,206,286,226,313
YMR189W,5508,2359,2759,768,2051,809,6165,2533,6654,2805
YBR204C,503,635,240,170,224,192,398,554,482,520
YDL223C,121,134,88,58,90,55,237,172,247,152
YNR023W,558,636,267,188,242,235,531,640,679,664
YOL096C,527,671,246,127,248,164,472,668,593,748
YBR259W,147,309,71,122,97,102,166,295,165,293
YDR406W,375,502,96,154,97,178,276,568,341,578
YNL240C,505,729,318,152,286,155,626,837,685,1109
YBR222C,2855,513,1125,153,1150,206,2337,492,2655,474
YJL184W,835,878,396,115,334,144,730,948,766,1088
YNL091W,1969,1567,717,307,652,361,1713,1645,1987,1757
YER025W,12710,2791,5190,917,4634,981,10572,2506,11368,2666
YMR226C,6051,2361,3671,595,3550,781,7531,3018,8025,3415
YHL012W,37,141,19,38,9,21,16,94,22,71
YNL281W,3303,2587,1701,783,1270,867,2634,2288,2856,2478
YPL273W,4090,1760,2667,636,1993,603,4003,1612,4464,1706
YGR015C,207,348,73,85,83,72,189,319,219,324
YDR037W,22521,5993,11837,1857,10162,2065,23423,6723,26957,7245
YGL051W,4,10,3,3,1,2,3,14,2,15
YER178W,17747,4572,7526,820,6293,920,15373,4407,16519,4693
YOL003C,405,429,195,133,123,113,387,429,358,446
YPL222W,238,248,136,100,79,71,224,314,249,313
YJL140W,2025,2757,983,940,916,1046,1848,2828,2025,2916
YOR320C,1028,1730,460,701,353,745,888,1448,1090,1445
YOL138C,466,581,204,156,163,153,408,581,454,634
YDR533C,532,585,495,291,311,322,519,810,694,689
YER147C,245,706,110,332,105,298,244,756,308,848
YOL038W,3733,4436,2192,935,1878,1066,3884,5364,4394,5653
YKL211C,2409,1487,1159,421,892,478,2242,1412,2386,1453
YLL002W,298,507,87,97,118,129,238,455,282,476
YLR424W,296,640,179,315,136,337,278,715,365,614
YCL066W,0,0,0,0,0,0,0,0,0,0
YER043C,30769,3813,12998,782,10467,710,22936,3302,25736,3656
YCL059C,2738,1986,965,478,794,476,1894,1763,2055,1864
YLR095C,830,904,315,243,326,254,741,984,863,1038
YBR034C,1907,1738,817,436,601,438,1597,1544,1728,1698
YJR063W,1232,588,460,70,360,94,960,528,948,615
YKR105C,1,2,0,1,0,0,1,0,2,0
YDL157C,1914,1573,1113,549,962,634,2141,1843,2327,1949
YLR131C,834,411,375,121,279,134,630,402,751,444
YDL040C,4950,1699,2033,440,1607,471,4077,1826,4921,1728
YDL015C,4817,1919,2276,603,2007,677,4575,1855,5041,1871
YKR086W,403,741,211,265,205,268,483,835,568,795
YML041C,450,706,211,287,218,289,515,754,490,737
YER078C,561,632,230,192,197,217,534,584,609,588
YKL068W-A,736,369,270,94,231,126,723,470,759,485
YMR204C,293,169,101,61,81,72,205,174,273,184
YML014W,664,817,331,163,318,170,745,927,816,1107
YKR071C,3549,1379,2196,456,1804,484,3687,1472,3921,1493
YGL261C,0,0,0,1,0,0,0,3,0,1
YOR233W,668,1026,301,247,250,237,583,1108,671,1100
YMR179W,571,494,260,141,219,132,562,435,617,447
YGR280C,1282,1213,622,124,513,150,1152,1350,1286,1520
YGR237C,847,475,377,185,294,209,684,539,825,606
YEL069C,0,4,0,2,0,2,1,5,1,5
YKL120W,3682,2704,1630,1095,1143,1026,2479,2537,2764,2625
YKL175W,1007,716,445,254,394,250,1136,799,1293,844
YLR381W,171,422,83,183,67,185,146,392,172,398
YMR011W,3395,641,669,192,879,222,4554,854,4157,980
YDL200C,301,561,135,200,141,206,286,529,297,579
YJR009C,57751,5108,15443,1327,16313,1499,32198,3415,33242,3806
YER092W,785,976,479,289,349,343,776,1063,851,1157
YLR214W,2936,1743,551,451,454,458,3441,1805,3041,2146
YFL004W,9557,4040,4113,1303,3452,1410,7768,3314,8396,3472
YGL183C,11,55,4,13,6,8,6,45,9,36
YMR153W,1606,941,671,263,616,330,1356,870,1356,895
YMR124W,1163,696,473,208,400,217,1024,754,1115,732
YDR003W-A,7,150,3,21,5,23,3,145,14,150
YPR103W,4097,4056,3104,1601,2696,1714,5655,5691,6094,6094
YPL085W,6666,1116,1721,327,2113,380,5638,1288,5961,1345
YPR152C,298,548,152,201,131,211,317,591,371,595
YJL052W,13408,2058,4934,649,4642,856,8371,1600,9294,1563
YOR132W,1262,1016,640,244,584,270,1336,1066,1511,1092
YDR300C,1752,1138,899,294,684,295,1766,1068,2163,1164
YGL087C,1207,451,546,102,595,127,1214,449,1266,519
YHR007C-A,0,23,0,6,0,8,0,43,0,31
YPR080W,8718,4185,5435,917,4608,940,8483,4286,7810,4669
YGR172C,1886,1082,922,447,913,430,2030,1197,2114,1178
YOR396W,0,0,0,0,0,0,0,0,0,0
YGR105W,1508,767,668,273,645,264,1306,842,1325,845
YBR269C,843,631,502,98,388,134,926,756,970,808
YDR283C,1033,956,421,268,387,340,974,1157,1135,1089
YBR192W,778,992,351,409,279,459,584,908,648,900
YER007C-A,2730,1046,1198,185,1113,219,2340,983,2617,1141
YOR049C,141,176,55,81,52,64,85,132,112,127
YBR125C,554,490,374,205,248,214,620,480,749,515
YJL094C,394,630,207,225,166,208,468,564,535,669
YGR074W,1013,527,403,192,347,235,915,500,1028,531
YNL166C,2156,1521,1138,353,1018,470,2090,1438,2239,1506
YAL067C,17,38,10,13,12,20,17,40,15,27
YIL132C,147,217,63,44,50,49,104,172,133,178
YIL145C,1133,1116,563,236,508,233,1155,998,1242,1061
YLR194C,811,1226,361,366,385,441,949,1040,949,1345
YKL015W,327,409,212,192,134,216,366,453,445,449
YJR089W,453,561,195,127,203,124,393,563,466,607
YPL110C,774,915,361,250,246,260,653,885,705,901
YJL201W,826,583,386,174,352,176,829,609,955,645
YLR146W-A,364,306,181,72,157,87,359,331,391,395
YKL040C,1752,1305,924,587,807,663,1888,1371,1974,1480
YLR249W,236025,37864,92716,11742,84708,13106,203600,35113,219607,38144
YGL158W,10,30,4,11,11,18,14,40,14,41
YOL073C,292,516,121,168,151,164,312,673,411,678
YPL203W,951,395,451,132,381,155,688,304,861,342
YNR055C,806,1490,294,635,250,682,633,1525,751,1503
YHR035W,128,157,49,41,49,39,109,144,119,132
YHR200W,3528,2631,2008,549,1638,652,3687,2848,3884,3264
YDR184C,634,367,319,156,287,161,546,375,703,408
YML115C,1550,1850,615,541,533,561,1332,1581,1545,1792
YNL221C,875,1025,371,340,280,395,794,1100,874,1188
YOL055C,320,442,180,119,152,100,359,416,347,417
YNL108C,1492,756,655,198,613,187,1433,742,1515,745
YFR053C,6483,1145,2219,341,2393,386,5078,1052,6114,964
YHL035C,109,718,34,187,47,265,100,730,111,771
YLR336C,1152,1600,677,713,496,704,1249,1788,1430,1855
YFR002W,1952,1319,916,457,825,489,2088,1476,2466,1427
YOR027W,26445,2645,15481,763,14494,861,28518,3144,32176,3438
YGR023W,140,120,58,72,59,80,110,150,142,146
YGL258W,5,21,3,9,2,12,2,14,9,17
YHR100C,430,277,192,70,163,71,393,256,453,289
YBR057C,834,926,432,251,363,329,830,915,888,1024
YPL269W,117,372,51,100,42,113,101,311,104,332
YER186C,15,839,9,353,9,349,12,792,23,749
YER164W,2445,1092,775,240,626,254,1667,1044,1957,1101
YER131W,16155,10342,6237,1350,5711,1532,12294,9017,13202,10479
YBL051C,3668,494,1474,171,1588,188,3384,508,3591,573
YGL113W,130,316,59,104,50,123,131,368,149,371
YGR009C,2097,1204,841,259,709,298,1454,1196,1722,1218
YCL005W,187,357,88,117,81,135,160,375,197,358
YGL105W,21655,6527,11773,1212,10407,1357,22423,6585,23949,7145
YEL019C,201,85,59,25,89,37,159,64,173,64
YPR186C,388,366,190,96,155,115,332,385,395,398
YGR194C,560,706,295,313,205,347,557,773,663,715
YDR486C,1191,721,455,154,398,174,1007,642,1222,741
YBL047C,9786,1538,4838,572,4136,618,10082,1606,11121,1769
YOR315W,1486,1339,520,388,466,336,906,1026,1014,1029
YLL023C,945,540,450,195,322,221,933,637,1030,680
YMR032W,511,768,221,127,205,213,454,711,547,707
YDL129W,224,309,98,85,84,117,152,292,186,343
YPL099C,431,481,165,181,153,223,313,428,334,396
YGL026C,14565,3569,11211,1127,8763,1082,18124,4014,19856,4450
YDR201W,476,603,232,202,186,207,362,551,387,543
YDR254W,271,458,125,217,119,218,279,464,347,428
YGR263C,333,410,127,134,93,163,261,348,297,375
YNL045W,2843,1126,1585,516,1263,466,3022,1229,3379,1227
YNL010W,7982,4174,3456,1099,2961,1118,5936,3390,6918,3367
YJL222W,1,12,0,4,1,0,1,7,2,9
YGR214W,31215,14179,12515,2826,11494,3135,26866,12767,28439,14016
YPR002W,88,180,44,58,30,40,88,112,77,113
YCR083W,754,363,366,113,340,110,903,515,831,451
YOR151C,5512,4180,3181,2005,2766,2221,6712,4555,7882,4827
YDR052C,960,860,633,274,582,268,889,822,958,840
YPR173C,1568,2543,875,678,854,775,1676,2922,1840,2948
YGR249W,25,24,5,15,5,18,8,27,11,25
YJL031C,731,1154,532,541,473,618,933,1328,1035,1324
YDL021W,443,517,173,166,120,149,266,336,305,320
YLR143W,728,638,322,271,333,320,819,711,970,647
YEL073C,26,54,18,21,14,10,29,57,25,45
YDR524W-C,1,1,0,2,0,0,0,2,0,1
YBR239C,225,201,83,56,84,62,185,240,233,203
YML035C,2943,863,1316,292,1162,323,2624,765,2826,849
YFL010W-A,1,5,0,2,0,2,0,4,0,11
YFL025C,551,417,249,205,181,189,505,419,567,378
YKL009W,3164,2655,1263,922,1045,884,2511,2613,2746,2721
YFL052W,25,17,7,3,4,6,16,16,29,14
YOR124C,3142,1728,1416,638,1138,712,2643,1643,3010,1657
YJL126W,342,720,203,345,131,385,344,757,352,859
YJL159W,33073,4367,15668,1967,13766,1971,31371,4986,32508,5493
YHR063C,2319,1656,1090,668,986,741,2326,1594,2718,1619
YPL033C,10,10,5,6,7,3,10,17,9,13
YCR076C,523,776,242,289,202,298,405,776,501,787
YKL138C-A,826,382,369,88,313,91,665,355,698,402
YDR376W,725,799,305,291,233,290,629,733,699,735
YKL194C,361,260,134,83,127,90,297,268,314,246
YFR023W,23,53,17,24,8,25,19,83,30,67
YNL127W,566,518,280,211,244,176,630,544,717,536
YJR040W,804,900,410,301,299,326,743,905,861,874
YPR119W,1182,540,458,147,370,175,859,495,1081,485
YJR015W,2786,1432,1056,508,981,531,2598,1256,2809,1359
YHR051W,2775,1294,1831,551,1420,531,3003,1475,3324,1282
YKR029C,1017,601,454,227,424,260,905,585,1024,598
YJL104W,1635,1569,598,412,582,499,1146,1417,1349,1540
YPR010C-A,791,405,637,165,536,150,1176,758,1186,671
YMR056C,49,320,29,115,25,86,55,361,58,424
YDL174C,987,863,602,221,545,269,1932,1083,1882,1179
YMR194C-B,98,296,48,71,25,44,71,210,66,212
YDL103C,3086,1233,1419,406,1151,373,2543,1158,2758,1136
YMR287C,312,559,106,130,91,140,246,438,301,443
YBR220C,532,748,235,291,205,293,440,639,588,693
YPL131W,89989,22701,36909,4175,31752,4630,70389,20402,79701,21844
YIL115C,4424,2041,1939,640,1577,766,3912,1961,4492,2064
YOL101C,189,538,106,176,82,182,205,545,222,632
YJL088W,116,67,70,18,43,28,99,71,122,71
YHR158C,2407,984,1021,309,920,366,2182,938,2453,969
YKL033W-A,2725,3720,1253,1637,1075,1747,2197,3272,2555,3329
YGR155W,22993,3851,8781,1109,7901,1285,17864,3373,19399,3525
YMR300C,2788,4436,1258,573,1021,637,2780,2509,2845,2904
YFR049W,1049,483,539,62,429,88,904,530,932,488
YBL028C,1993,1652,770,510,671,513,1605,1741,1953,1931
YKL089W,521,800,220,315,192,337,445,746,535,823
YOR006C,904,1624,368,497,343,641,748,1545,860,1719
YLR277C,703,1062,408,394,409,445,857,1190,1024,1193
YGR086C,17390,4730,10163,1395,8321,1497,19313,5567,21456,5967
YNL333W,11,34,5,10,3,9,14,43,9,50
YAL002W,400,541,161,204,112,232,247,541,356,556
YIL079C,614,589,362,124,279,125,625,562,647,640
YDR408C,1682,1912,660,321,505,319,1184,1458,1321,1650
YPL067C,462,479,178,92,144,77,283,352,353,410
YKR035W-A,1363,1539,505,469,455,530,937,1598,1124,1689
YNL141W,2247,1577,790,330,572,277,1672,1357,1677,1488
YKR090W,1269,604,648,187,576,199,1110,570,1264,529
YMR220W,1507,1799,674,387,590,478,1327,1697,1544,1799
YOR308C,630,398,319,98,268,109,534,496,639,495
YDR523C,10,49,11,11,3,17,11,43,15,54
YPL220W,5159,1738,2116,441,1900,388,4179,1657,4240,1605
YOR268C,3,4,1,1,0,1,3,5,4,5
YGR017W,1434,1065,567,249,522,290,1164,914,1215,914
YDR031W,493,445,302,228,196,276,340,551,437,521
YOL005C,1684,1069,813,148,638,181,1540,1095,1726,1185
YOR213C,319,506,131,168,89,170,253,430,296,451
YEL050C,1238,1228,475,309,435,359,1002,1047,1143,1013
YGL224C,613,595,291,113,240,101,530,592,614,603
YOR326W,4850,3160,2377,972,2228,1111,5139,3157,6413,3198
YOR068C,0,2,0,0,0,3,0,10,1,4
YER141W,1981,1388,1002,576,891,575,1828,1321,2109,1393
YKL213C,1785,1419,957,560,821,655,1776,1380,1876,1436
YPR159C-A,0,2,0,2,0,0,0,1,0,0
YNL210W,8,18,6,1,2,1,3,6,7,7
YCL064C,8582,5497,2285,1111,2245,1296,6697,5756,7503,6114
YML029W,956,484,432,157,391,161,943,426,1023,422
YKL023C-A,547,376,235,85,182,102,413,349,464,358
YCR048W,893,727,505,283,432,305,921,721,988,801
YCR033W,1074,1385,431,391,385,445,1053,1607,1162,1703
YDR104C,244,470,88,200,76,219,196,489,261,488
YDR222W,776,314,302,112,203,102,454,244,521,220
YBL039W-B,119,160,73,43,49,40,127,186,116,201
YLR042C,386,81,148,28,144,16,347,77,365,95
YIR039C,54,124,64,124,42,79,125,245,182,204
