ORF,RNA_Prints,Ribo_Prints,,,,,,,,,,,,,,,,,,,,,,,,,
YMR315W,88586,99163,,,,,,,,,,,,,,,,,,,,,,,,,
YMR316W,14531,1412,,,,,,,,,,,,,,,,,,,,,,,,,
YMR318C,177649,236596,,,,,,,,,,,,,,,,,,,,,,,,,
YMR319C,58653,24121,,,,,,,,,,,,,,,,,,,,,,,,,
YNL001W,37117,19463,,,,,,,,,,,,,,,,,,,,,,,,,
YNL002C,127458,57336,,,,,,,,,,,,,,,,,,,,,,,,,
YNL003C,28683,10014,,,,,,,,,,,,,,,,,,,,,,,,,
YNL005C,46687,16166,,,,,,,,,,,,,,,,,,,,,,,,,
YNL006W,25475,7838,,,,,,,,,,,,,,,,,,,,,,,,,
YNL007C,201064,324167,,,,,,,,,,,,,,,,,,,,,,,,,
YNL008C,35170,9355,,,,,,,,,,,,,,,,,,,,,,,,,
YNL010W,133185,97382,,,,,,,,,,,,,,,,,,,,,,,,,
YNL011C,24280,5819,,,,,,,,,,,,,,,,,,,,,,,,,
YNL016W,116407,212923,,,,,,,,,,,,,,,,,,,,,,,,,
YNL020C,18633,7023,,,,,,,,,,,,,,,,,,,,,,,,,
YNL021W,24726,14158,,,,,,,,,,,,,,,,,,,,,,,,,
YNL022C,32111,10017,,,,,,,,,,,,,,,,,,,,,,,,,
YNL023C,32330,15733,,,,,,,,,,,,,,,,,,,,,,,,,
YNL024C,3516,1249,,,,,,,,,,,,,,,,,,,,,,,,,
YNL025C,17175,3415,,,,,,,,,,,,,,,,,,,,,,,,,
YNL026W,39889,20009,,,,,,,,,,,,,,,,,,,,,,,,,
YNL027W,27889,15310,,,,,,,,,,,,,,,,,,,,,,,,,
YNL029C,15688,2900,,,,,,,,,,,,,,,,,,,,,,,,,
YNL035C,38867,20535,,,,,,,,,,,,,,,,,,,,,,,,,
YNL036W,28524,6256,,,,,,,,,,,,,,,,,,,,,,,,,
YNL039W,44944,20499,,,,,,,,,,,,,,,,,,,,,,,,,
YNL041C,39888,17440,,,,,,,,,,,,,,,,,,,,,,,,,
YNL042W,16335,3193,,,,,,,,,,,,,,,,,,,,,,,,,
YNL045W,63734,59007,,,,,,,,,,,,,,,,,,,,,,,,,
YNL046W,31633,5188,,,,,,,,,,,,,,,,,,,,,,,,,
YNL047C,25597,9598,,,,,,,,,,,,,,,,,,,,,,,,,
YNL048W,44406,19555,,,,,,,,,,,,,,,,,,,,,,,,,
YNL050C,30149,9719,,,,,,,,,,,,,,,,,,,,,,,,,
YNL051W,35311,8540,,,,,,,,,,,,,,,,,,,,,,,,,
YNL052W,32515,35021,,,,,,,,,,,,,,,,,,,,,,,,,
YNL053W,30052,10211,,,,,,,,,,,,,,,,,,,,,,,,,
YNL054W,23596,20157,,,,,,,,,,,,,,,,,,,,,,,,,
YNL055C,305456,664481,,,,,,,,,,,,,,,,,,,,,,,,,
YNL056W,28071,7196,,,,,,,,,,,,,,,,,,,,,,,,,
YNL058C,43742,43192,,,,,,,,,,,,,,,,,,,,,,,,,
YNL059C,65315,22690,,,,,,,,,,,,,,,,,,,,,,,,,
YNL061W,91523,75618,,,,,,,,,,,,,,,,,,,,,,,,,
YNL062C,60014,32803,,,,,,,,,,,,,,,,,,,,,,,,,
YNL063W,25566,2629,,,,,,,,,,,,,,,,,,,,,,,,,
YNL064C,272748,320435,,,,,,,,,,,,,,,,,,,,,,,,,
YNL065W,3641,5366,,,,,,,,,,,,,,,,,,,,,,,,,
YNL066W,99496,260693,,,,,,,,,,,,,,,,,,,,,,,,,
YNL067W,64915,65606,,,,,,,,,,,,,,,,,,,,,,,,,
YNL068C,43109,19739,,,,,,,,,,,,,,,,,,,,,,,,,
YNL071W,237200,284843,,,,,,,,,,,,,,,,,,,,,,,,,
YNL072W,19988,17162,,,,,,,,,,,,,,,,,,,,,,,,,
YNL073W,34543,10645,,,,,,,,,,,,,,,,,,,,,,,,,
YNL074C,32888,48872,,,,,,,,,,,,,,,,,,,,,,,,,
YNL075W,33360,18598,,,,,,,,,,,,,,,,,,,,,,,,,
YNL076W,34901,8171,,,,,,,,,,,,,,,,,,,,,,,,,
YNL077W,25436,10404,,,,,,,,,,,,,,,,,,,,,,,,,
YNL078W,76536,31611,,,,,,,,,,,,,,,,,,,,,,,,,
YNL079C,158991,166632,,,,,,,,,,,,,,,,,,,,,,,,,
YNL080C,47468,9759,,,,,,,,,,,,,,,,,,,,,,,,,
YNL081C,33741,20661,,,,,,,,,,,,,,,,,,,,,,,,,
YNL082W,31407,9325,,,,,,,,,,,,,,,,,,,,,,,,,
YNL083W,14178,5277,,,,,,,,,,,,,,,,,,,,,,,,,
YNL084C,63361,30814,,,,,,,,,,,,,,,,,,,,,,,,,
YNL085W,104203,89676,,,,,,,,,,,,,,,,,,,,,,,,,
YNL086W,6564,3799,,,,,,,,,,,,,,,,,,,,,,,,,
YNL088W,70150,47799,,,,,,,,,,,,,,,,,,,,,,,,,
YNL090W,38226,15956,,,,,,,,,,,,,,,,,,,,,,,,,
YNL091W,99161,31312,,,,,,,,,,,,,,,,,,,,,,,,,
YNL092W,6114,1274,,,,,,,,,,,,,,,,,,,,,,,,,
YNL093W,715,256,,,,,,,,,,,,,,,,,,,,,,,,,
YNL094W,37621,5667,,,,,,,,,,,,,,,,,,,,,,,,,
YNL097C,31391,11130,,,,,,,,,,,,,,,,,,,,,,,,,
YNL098C,163104,86462,,,,,,,,,,,,,,,,,,,,,,,,,
YNL099C,37285,16437,,,,,,,,,,,,,,,,,,,,,,,,,
YNL100W,34256,14407,,,,,,,,,,,,,,,,,,,,,,,,,
YNL101W,31954,9105,,,,,,,,,,,,,,,,,,,,,,,,,
YNL102W,49296,40401,,,,,,,,,,,,,,,,,,,,,,,,,
YNL103W,63654,26382,,,,,,,,,,,,,,,,,,,,,,,,,
YNL107W,18854,8997,,,,,,,,,,,,,,,,,,,,,,,,,
YNL108C,36421,33536,,,,,,,,,,,,,,,,,,,,,,,,,
YNL110C,78966,32759,,,,,,,,,,,,,,,,,,,,,,,,,
YNL111C,31377,37733,,,,,,,,,,,,,,,,,,,,,,,,,
YNL113W,38278,45489,,,,,,,,,,,,,,,,,,,,,,,,,
YNL115C,36801,17485,,,,,,,,,,,,,,,,,,,,,,,,,
YNL116W,36848,24774,,,,,,,,,,,,,,,,,,,,,,,,,
YNL118C,98054,45750,,,,,,,,,,,,,,,,,,,,,,,,,
YNL119W,34858,6357,,,,,,,,,,,,,,,,,,,,,,,,,
YNL121C,121324,135079,,,,,,,,,,,,,,,,,,,,,,,,,
YNL123W,63838,63185,,,,,,,,,,,,,,,,,,,,,,,,,
YNL124W,27514,21588,,,,,,,,,,,,,,,,,,,,,,,,,
YNL125C,25584,10243,,,,,,,,,,,,,,,,,,,,,,,,,
YNL126W,30600,8439,,,,,,,,,,,,,,,,,,,,,,,,,
YNL127W,25047,10169,,,,,,,,,,,,,,,,,,,,,,,,,
YNL128W,4844,536,,,,,,,,,,,,,,,,,,,,,,,,,
YNL129W,21592,4338,,,,,,,,,,,,,,,,,,,,,,,,,
YNL130C,108459,45085,,,,,,,,,,,,,,,,,,,,,,,,,
YNL131W,81758,99178,,,,,,,,,,,,,,,,,,,,,,,,,
YNL132W,55941,77055,,,,,,,,,,,,,,,,,,,,,,,,,
YNL133C,12800,3638,,,,,,,,,,,,,,,,,,,,,,,,,
YNL134C,70349,91076,,,,,,,,,,,,,,,,,,,,,,,,,
YNL136W,32623,6828,,,,,,,,,,,,,,,,,,,,,,,,,
YNL137C,35168,18345,,,,,,,,,,,,,,,,,,,,,,,,,
YNL138W,186942,271275,,,,,,,,,,,,,,,,,,,,,,,,,
YNL139C,35346,38477,,,,,,,,,,,,,,,,,,,,,,,,,
YNL141W,65582,43392,,,,,,,,,,,,,,,,,,,,,,,,,
YNL142W,10995,1191,,,,,,,,,,,,,,,,,,,,,,,,,
YNL144C,32678,2221,,,,,,,,,,,,,,,,,,,,,,,,,
YNL146W,5042,2121,,,,,,,,,,,,,,,,,,,,,,,,,
YNL148C,14428,5817,,,,,,,,,,,,,,,,,,,,,,,,,
YNL149C,59939,27157,,,,,,,,,,,,,,,,,,,,,,,,,
YNL151C,48426,24799,,,,,,,,,,,,,,,,,,,,,,,,,
YNL152W,26759,11044,,,,,,,,,,,,,,,,,,,,,,,,,
YNL153C,28352,16529,,,,,,,,,,,,,,,,,,,,,,,,,
YNL154C,81211,60525,,,,,,,,,,,,,,,,,,,,,,,,,
YNL155W,66024,24642,,,,,,,,,,,,,,,,,,,,,,,,,
YNL156C,48602,12033,,,,,,,,,,,,,,,,,,,,,,,,,
YNL157W,52907,22136,,,,,,,,,,,,,,,,,,,,,,,,,
YNL158W,22379,13372,,,,,,,,,,,,,,,,,,,,,,,,,
YNL159C,34450,12984,,,,,,,,,,,,,,,,,,,,,,,,,
YNL160W,35519,48689,,,,,,,,,,,,,,,,,,,,,,,,,
YNL161W,49382,34911,,,,,,,,,,,,,,,,,,,,,,,,,
YNL163C,47651,33102,,,,,,,,,,,,,,,,,,,,,,,,,
YNL164C,21484,5053,,,,,,,,,,,,,,,,,,,,,,,,,
YNL165W,21215,6612,,,,,,,,,,,,,,,,,,,,,,,,,
YNL166C,68309,48681,,,,,,,,,,,,,,,,,,,,,,,,,
YNL167C,20910,13624,,,,,,,,,,,,,,,,,,,,,,,,,
YNL168C,50758,40793,,,,,,,,,,,,,,,,,,,,,,,,,
YNL169C,67190,16281,,,,,,,,,,,,,,,,,,,,,,,,,
YNL172W,13830,8333,,,,,,,,,,,,,,,,,,,,,,,,,
YNL173C,60292,33650,,,,,,,,,,,,,,,,,,,,,,,,,
YNL175C,85532,75192,,,,,,,,,,,,,,,,,,,,,,,,,
YNL176C,38272,20163,,,,,,,,,,,,,,,,,,,,,,,,,
YNL177C,47675,27095,,,,,,,,,,,,,,,,,,,,,,,,,
YNL178W,544665,626615,,,,,,,,,,,,,,,,,,,,,,,,,
YNL180C,51654,13455,,,,,,,,,,,,,,,,,,,,,,,,,
YNL181W,36803,19905,,,,,,,,,,,,,,,,,,,,,,,,,
YNL182C,60763,29426,,,,,,,,,,,,,,,,,,,,,,,,,
YNL183C,22334,19215,,,,,,,,,,,,,,,,,,,,,,,,,
YNL185C,24688,13456,,,,,,,,,,,,,,,,,,,,,,,,,
YNL186W,77211,27382,,,,,,,,,,,,,,,,,,,,,,,,,
YNL187W,13822,558,,,,,,,,,,,,,,,,,,,,,,,,,
YNL188W,33219,4486,,,,,,,,,,,,,,,,,,,,,,,,,
YNL189W,110832,116765,,,,,,,,,,,,,,,,,,,,,,,,,
YNL190W,15927,60866,,,,,,,,,,,,,,,,,,,,,,,,,
YNL191W,21676,8933,,,,,,,,,,,,,,,,,,,,,,,,,
YNL193W,34724,13114,,,,,,,,,,,,,,,,,,,,,,,,,
YNL194C,4326,102,,,,,,,,,,,,,,,,,,,,,,,,,
YNL195C,3705,1550,,,,,,,,,,,,,,,,,,,,,,,,,
YNL196C,197,0,,,,,,,,,,,,,,,,,,,,,,,,,
YNL197C,31962,38538,,,,,,,,,,,,,,,,,,,,,,,,,
YNL199C,60903,15500,,,,,,,,,,,,,,,,,,,,,,,,,
YNL200C,15540,9314,,,,,,,,,,,,,,,,,,,,,,,,,
YNL201C,34428,15620,,,,,,,,,,,,,,,,,,,,,,,,,
YNL202W,2541,1808,,,,,,,,,,,,,,,,,,,,,,,,,
YNL204C,3485,56,,,,,,,,,,,,,,,,,,,,,,,,,
YNL206C,55032,11510,,,,,,,,,,,,,,,,,,,,,,,,,
YNL207W,46573,25567,,,,,,,,,,,,,,,,,,,,,,,,,
YNL208W,212825,118406,,,,,,,,,,,,,,,,,,,,,,,,,
YNL210W,65,0,,,,,,,,,,,,,,,,,,,,,,,,,
YNL212W,68514,38976,,,,,,,,,,,,,,,,,,,,,,,,,
YNL213C,14352,3047,,,,,,,,,,,,,,,,,,,,,,,,,
YNL214W,12644,4194,,,,,,,,,,,,,,,,,,,,,,,,,
YNL215W,38245,22267,,,,,,,,,,,,,,,,,,,,,,,,,
YNL216W,61232,76009,,,,,,,,,,,,,,,,,,,,,,,,,
YNL217W,71345,26982,,,,,,,,,,,,,,,,,,,,,,,,,
YNL218W,17111,7499,,,,,,,,,,,,,,,,,,,,,,,,,
YNL219C,59034,41266,,,,,,,,,,,,,,,,,,,,,,,,,
YNL220W,206557,164298,,,,,,,,,,,,,,,,,,,,,,,,,
YNL221C,60184,17143,,,,,,,,,,,,,,,,,,,,,,,,,
YNL222W,7030,3196,,,,,,,,,,,,,,,,,,,,,,,,,
YNL223W,13024,3135,,,,,,,,,,,,,,,,,,,,,,,,,
YNL224C,35092,18919,,,,,,,,,,,,,,,,,,,,,,,,,
YNL225C,23290,4987,,,,,,,,,,,,,,,,,,,,,,,,,
YNL227C,40060,14117,,,,,,,,,,,,,,,,,,,,,,,,,
YNL229C,60460,32854,,,,,,,,,,,,,,,,,,,,,,,,,
YNL230C,13236,1773,,,,,,,,,,,,,,,,,,,,,,,,,
YNL231C,137413,63352,,,,,,,,,,,,,,,,,,,,,,,,,
YNL232W,49007,27947,,,,,,,,,,,,,,,,,,,,,,,,,
YNL233W,31886,20262,,,,,,,,,,,,,,,,,,,,,,,,,
YNL234W,9591,2548,,,,,,,,,,,,,,,,,,,,,,,,,
YNL236W,34771,15202,,,,,,,,,,,,,,,,,,,,,,,,,
YNL237W,4598,2477,,,,,,,,,,,,,,,,,,,,,,,,,
YNL238W,54080,30329,,,,,,,,,,,,,,,,,,,,,,,,,
YNL239W,74729,73681,,,,,,,,,,,,,,,,,,,,,,,,,
YNL240C,34844,18608,,,,,,,,,,,,,,,,,,,,,,,,,
YNL241C,127595,94318,,,,,,,,,,,,,,,,,,,,,,,,,
YNL242W,16512,12071,,,,,,,,,,,,,,,,,,,,,,,,,
YNL243W,105638,128955,,,,,,,,,,,,,,,,,,,,,,,,,
YNL245C,10286,8952,,,,,,,,,,,,,,,,,,,,,,,,,
YNL247W,156594,130699,,,,,,,,,,,,,,,,,,,,,,,,,
YNL248C,54786,61743,,,,,,,,,,,,,,,,,,,,,,,,,
YNL249C,16368,2670,,,,,,,,,,,,,,,,,,,,,,,,,
YNL250W,10071,4970,,,,,,,,,,,,,,,,,,,,,,,,,
YNL251C,80001,55636,,,,,,,,,,,,,,,,,,,,,,,,,
YNL252C,37638,14489,,,,,,,,,,,,,,,,,,,,,,,,,
YNL253W,19465,9123,,,,,,,,,,,,,,,,,,,,,,,,,
YNL254C,10339,4005,,,,,,,,,,,,,,,,,,,,,,,,,
YNL255C,158187,102716,,,,,,,,,,,,,,,,,,,,,,,,,
YNL256W,59493,21573,,,,,,,,,,,,,,,,,,,,,,,,,
YNL258C,49158,17094,,,,,,,,,,,,,,,,,,,,,,,,,
YNL260C,17530,4748,,,,,,,,,,,,,,,,,,,,,,,,,
YNL261W,31515,11062,,,,,,,,,,,,,,,,,,,,,,,,,
YNL262W,42470,30896,,,,,,,,,,,,,,,,,,,,,,,,,
YNL263C,54855,52902,,,,,,,,,,,,,,,,,,,,,,,,,
YNL264C,29222,18928,,,,,,,,,,,,,,,,,,,,,,,,,
YNL265C,31946,11860,,,,,,,,,,,,,,,,,,,,,,,,,
YNL267W,47076,16697,,,,,,,,,,,,,,,,,,,,,,,,,
YNL271C,47441,34822,,,,,,,,,,,,,,,,,,,,,,,,,
YNL272C,38730,10365,,,,,,,,,,,,,,,,,,,,,,,,,
YNL273W,22447,11957,,,,,,,,,,,,,,,,,,,,,,,,,
YNL274C,19521,13034,,,,,,,,,,,,,,,,,,,,,,,,,
YNL275W,20276,7983,,,,,,,,,,,,,,,,,,,,,,,,,
YNL277W,9204,3713,,,,,,,,,,,,,,,,,,,,,,,,,
YNL278W,14150,15615,,,,,,,,,,,,,,,,,,,,,,,,,
YNL279W,6825,3105,,,,,,,,,,,,,,,,,,,,,,,,,
YNL280C,71237,39663,,,,,,,,,,,,,,,,,,,,,,,,,
YNL281W,94128,61832,,,,,,,,,,,,,,,,,,,,,,,,,
YNL282W,13356,7637,,,,,,,,,,,,,,,,,,,,,,,,,
YNL283C,37633,25897,,,,,,,,,,,,,,,,,,,,,,,,,
YNL286W,21046,5348,,,,,,,,,,,,,,,,,,,,,,,,,
YNL287W,145170,139819,,,,,,,,,,,,,,,,,,,,,,,,,
YNL288W,32886,18445,,,,,,,,,,,,,,,,,,,,,,,,,
YNL289W,47879,33029,,,,,,,,,,,,,,,,,,,,,,,,,
YNL290W,58510,23566,,,,,,,,,,,,,,,,,,,,,,,,,
YNL291C,32991,11955,,,,,,,,,,,,,,,,,,,,,,,,,
YNL292W,32897,24861,,,,,,,,,,,,,,,,,,,,,,,,,
YNL293W,18846,6843,,,,,,,,,,,,,,,,,,,,,,,,,
YNL294C,37856,3995,,,,,,,,,,,,,,,,,,,,,,,,,
YNL295W,22779,7178,,,,,,,,,,,,,,,,,,,,,,,,,
YNL298W,25123,15683,,,,,,,,,,,,,,,,,,,,,,,,,
YNL299W,24805,8916,,,,,,,,,,,,,,,,,,,,,,,,,
YNL300W,59903,151301,,,,,,,,,,,,,,,,,,,,,,,,,
YNL304W,22476,8291,,,,,,,,,,,,,,,,,,,,,,,,,
YNL305C,54375,37115,,,,,,,,,,,,,,,,,,,,,,,,,
YNL306W,66925,29308,,,,,,,,,,,,,,,,,,,,,,,,,
YNL307C,55056,34417,,,,,,,,,,,,,,,,,,,,,,,,,
YNL308C,100135,72783,,,,,,,,,,,,,,,,,,,,,,,,,
YNL309W,20718,21410,,,,,,,,,,,,,,,,,,,,,,,,,
YNL310C,24990,19471,,,,,,,,,,,,,,,,,,,,,,,,,
YNL311C,18929,5560,,,,,,,,,,,,,,,,,,,,,,,,,
YNL312W,53090,47616,,,,,,,,,,,,,,,,,,,,,,,,,
YNL313C,57046,41758,,,,,,,,,,,,,,,,,,,,,,,,,
YNL314W,11598,3098,,,,,,,,,,,,,,,,,,,,,,,,,
YNL315C,39520,20989,,,,,,,,,,,,,,,,,,,,,,,,,
YNL316C,19581,9330,,,,,,,,,,,,,,,,,,,,,,,,,
YNL317W,31300,10098,,,,,,,,,,,,,,,,,,,,,,,,,
YNL318C,251,28,,,,,,,,,,,,,,,,,,,,,,,,,
YNL320W,16227,6813,,,,,,,,,,,,,,,,,,,,,,,,,
YNL329C,1529,325,,,,,,,,,,,,,,,,,,,,,,,,,
YNR002C,3748,305,,,,,,,,,,,,,,,,,,,,,,,,,
YNR003C,32182,14639,,,,,,,,,,,,,,,,,,,,,,,,,
YNR004W,5142,1487,,,,,,,,,,,,,,,,,,,,,,,,,
YNR006W,35994,28302,,,,,,,,,,,,,,,,,,,,,,,,,
YNR007C,14666,5434,,,,,,,,,,,,,,,,,,,,,,,,,
YNR008W,43095,34996,,,,,,,,,,,,,,,,,,,,,,,,,
YNR009W,14708,10347,,,,,,,,,,,,,,,,,,,,,,,,,
YNR010W,16462,8424,,,,,,,,,,,,,,,,,,,,,,,,,
YNR011C,27800,13364,,,,,,,,,,,,,,,,,,,,,,,,,
YNR012W,36654,16891,,,,,,,,,,,,,,,,,,,,,,,,,
YNR013C,64149,77193,,,,,,,,,,,,,,,,,,,,,,,,,
YNR014W,19882,6480,,,,,,,,,,,,,,,,,,,,,,,,,
YNR015W,41754,16042,,,,,,,,,,,,,,,,,,,,,,,,,
YNR017W,80599,59053,,,,,,,,,,,,,,,,,,,,,,,,,
YNR018W,62090,67738,,,,,,,,,,,,,,,,,,,,,,,,,
YNR019W,32217,59850,,,,,,,,,,,,,,,,,,,,,,,,,
YNR020C,12454,8859,,,,,,,,,,,,,,,,,,,,,,,,,
YNR021W,132472,93780,,,,,,,,,,,,,,,,,,,,,,,,,
YNR022C,26288,8395,,,,,,,,,,,,,,,,,,,,,,,,,
YNR023W,36617,15663,,,,,,,,,,,,,,,,,,,,,,,,,
YNR024W,17079,10000,,,,,,,,,,,,,,,,,,,,,,,,,
YNR026C,34572,33329,,,,,,,,,,,,,,,,,,,,,,,,,
YNR027W,31037,11650,,,,,,,,,,,,,,,,,,,,,,,,,
YNR028W,40338,21266,,,,,,,,,,,,,,,,,,,,,,,,,
YNR029C,44752,14595,,,,,,,,,,,,,,,,,,,,,,,,,
YNR030W,54596,50986,,,,,,,,,,,,,,,,,,,,,,,,,
YNR032W,26992,11987,,,,,,,,,,,,,,,,,,,,,,,,,
YNR033W,50004,28656,,,,,,,,,,,,,,,,,,,,,,,,,
YNR034W,21461,12795,,,,,,,,,,,,,,,,,,,,,,,,,
YNR035C,133842,110189,,,,,,,,,,,,,,,,,,,,,,,,,
YNR036C,56036,41378,,,,,,,,,,,,,,,,,,,,,,,,,
YNR038W,22375,29879,,,,,,,,,,,,,,,,,,,,,,,,,
YNR039C,22953,14762,,,,,,,,,,,,,,,,,,,,,,,,,
YNR040W,19607,11589,,,,,,,,,,,,,,,,,,,,,,,,,
YNR041C,31083,22709,,,,,,,,,,,,,,,,,,,,,,,,,
YNR043W,83702,193291,,,,,,,,,,,,,,,,,,,,,,,,,
YNR044W,38508,137227,,,,,,,,,,,,,,,,,,,,,,,,,
YNR045W,19660,4926,,,,,,,,,,,,,,,,,,,,,,,,,
YNR047W,12535,25882,,,,,,,,,,,,,,,,,,,,,,,,,
YNR048W,14145,4962,,,,,,,,,,,,,,,,,,,,,,,,,
YNR049C,23305,11668,,,,,,,,,,,,,,,,,,,,,,,,,
YNR050C,75769,56087,,,,,,,,,,,,,,,,,,,,,,,,,
YNR051C,112221,38971,,,,,,,,,,,,,,,,,,,,,,,,,
YNR052C,39618,27545,,,,,,,,,,,,,,,,,,,,,,,,,
YNR053C,52643,40438,,,,,,,,,,,,,,,,,,,,,,,,,
YNR054C,43580,30824,,,,,,,,,,,,,,,,,,,,,,,,,
YNR055C,41427,18229,,,,,,,,,,,,,,,,,,,,,,,,,
YNR056C,870,11,,,,,,,,,,,,,,,,,,,,,,,,,
YNR057C,3318,484,,,,,,,,,,,,,,,,,,,,,,,,,
YNR058W,5008,125,,,,,,,,,,,,,,,,,,,,,,,,,
YNR059W,20101,2869,,,,,,,,,,,,,,,,,,,,,,,,,
YNR067C,78242,127199,,,,,,,,,,,,,,,,,,,,,,,,,
YNR068C,3520,22,,,,,,,,,,,,,,,,,,,,,,,,,
YOL001W,20287,2492,,,,,,,,,,,,,,,,,,,,,,,,,
YOL002C,33915,15025,,,,,,,,,,,,,,,,,,,,,,,,,
YOL003C,30491,8825,,,,,,,,,,,,,,,,,,,,,,,,,
YOL005C,38384,33812,,,,,,,,,,,,,,,,,,,,,,,,,
YOL006C,61570,33899,,,,,,,,,,,,,,,,,,,,,,,,,
YOL007C,40649,36836,,,,,,,,,,,,,,,,,,,,,,,,,
YOL009C,13556,2937,,,,,,,,,,,,,,,,,,,,,,,,,
YOL010W,42188,19852,,,,,,,,,,,,,,,,,,,,,,,,,
YOL012C,36404,41241,,,,,,,,,,,,,,,,,,,,,,,,,
YOL013C,37876,7983,,,,,,,,,,,,,,,,,,,,,,,,,
YOL014W,17499,575,,,,,,,,,,,,,,,,,,,,,,,,,
YOL015W,7834,199,,,,,,,,,,,,,,,,,,,,,,,,,
YOL016C,38816,15825,,,,,,,,,,,,,,,,,,,,,,,,,
YOL017W,25599,8602,,,,,,,,,,,,,,,,,,,,,,,,,
YOL018C,32157,12438,,,,,,,,,,,,,,,,,,,,,,,,,
YOL019W,22718,26699,,,,,,,,,,,,,,,,,,,,,,,,,
YOL020W,56640,27555,,,,,,,,,,,,,,,,,,,,,,,,,
YOL021C,58764,62591,,,,,,,,,,,,,,,,,,,,,,,,,
YOL022C,59593,27551,,,,,,,,,,,,,,,,,,,,,,,,,
YOL023W,16835,2868,,,,,,,,,,,,,,,,,,,,,,,,,
YOL024W,401,56,,,,,,,,,,,,,,,,,,,,,,,,,
YOL025W,15682,6895,,,,,,,,,,,,,,,,,,,,,,,,,
YOL026C,28799,24040,,,,,,,,,,,,,,,,,,,,,,,,,
YOL027C,71923,57993,,,,,,,,,,,,,,,,,,,,,,,,,
YOL030W,80011,156902,,,,,,,,,,,,,,,,,,,,,,,,,
YOL031C,31486,18061,,,,,,,,,,,,,,,,,,,,,,,,,
YOL032W,19742,10604,,,,,,,,,,,,,,,,,,,,,,,,,
YOL033W,17286,4808,,,,,,,,,,,,,,,,,,,,,,,,,
YOL034W,22488,6439,,,,,,,,,,,,,,,,,,,,,,,,,
YOL036W,65284,20414,,,,,,,,,,,,,,,,,,,,,,,,,
YOL038W,125404,82760,,,,,,,,,,,,,,,,,,,,,,,,,
YOL041C,74338,36488,,,,,,,,,,,,,,,,,,,,,,,,,
YOL042W,14462,4461,,,,,,,,,,,,,,,,,,,,,,,,,
YOL043C,17390,1269,,,,,,,,,,,,,,,,,,,,,,,,,
YOL044W,14572,7299,,,,,,,,,,,,,,,,,,,,,,,,,
YOL049W,110878,50756,,,,,,,,,,,,,,,,,,,,,,,,,
YOL052C,46168,32050,,,,,,,,,,,,,,,,,,,,,,,,,
YOL054W,27223,12762,,,,,,,,,,,,,,,,,,,,,,,,,
YOL056W,23179,13277,,,,,,,,,,,,,,,,,,,,,,,,,
YOL057W,65500,45461,,,,,,,,,,,,,,,,,,,,,,,,,
YOL058W,10045,13953,,,,,,,,,,,,,,,,,,,,,,,,,
YOL059W,55833,63910,,,,,,,,,,,,,,,,,,,,,,,,,
YOL060C,43370,33447,,,,,,,,,,,,,,,,,,,,,,,,,
YOL061W,96743,106440,,,,,,,,,,,,,,,,,,,,,,,,,
YOL062C,42645,9247,,,,,,,,,,,,,,,,,,,,,,,,,
YOL063C,38571,6625,,,,,,,,,,,,,,,,,,,,,,,,,
YOL064C,41367,33652,,,,,,,,,,,,,,,,,,,,,,,,,
YOL065C,18961,6845,,,,,,,,,,,,,,,,,,,,,,,,,
YOL066C,41481,13727,,,,,,,,,,,,,,,,,,,,,,,,,
YOL067C,9671,12668,,,,,,,,,,,,,,,,,,,,,,,,,
YOL068C,60254,5944,,,,,,,,,,,,,,,,,,,,,,,,,
YOL069W,16892,5855,,,,,,,,,,,,,,,,,,,,,,,,,
YOL070C,58734,50041,,,,,,,,,,,,,,,,,,,,,,,,,
YOL071W,18676,21317,,,,,,,,,,,,,,,,,,,,,,,,,
YOL072W,24849,5846,,,,,,,,,,,,,,,,,,,,,,,,,
YOL073C,27023,11178,,,,,,,,,,,,,,,,,,,,,,,,,
YOL075C,12560,6398,,,,,,,,,,,,,,,,,,,,,,,,,
YOL076W,33949,32630,,,,,,,,,,,,,,,,,,,,,,,,,
YOL077C,91114,59920,,,,,,,,,,,,,,,,,,,,,,,,,
YOL078W,16492,8502,,,,,,,,,,,,,,,,,,,,,,,,,
YOL080C,13854,9157,,,,,,,,,,,,,,,,,,,,,,,,,
YOL082W,44581,7113,,,,,,,,,,,,,,,,,,,,,,,,,
YOL083W,12034,2178,,,,,,,,,,,,,,,,,,,,,,,,,
YOL084W,2024,112,,,,,,,,,,,,,,,,,,,,,,,,,
YOL086C,714758,993736,,,,,,,,,,,,,,,,,,,,,,,,,
YOL087C,51419,12021,,,,,,,,,,,,,,,,,,,,,,,,,
YOL088C,54796,26730,,,,,,,,,,,,,,,,,,,,,,,,,
YOL089C,21740,9681,,,,,,,,,,,,,,,,,,,,,,,,,
YOL090W,44687,39631,,,,,,,,,,,,,,,,,,,,,,,,,
YOL091W,2459,116,,,,,,,,,,,,,,,,,,,,,,,,,
YOL092W,42286,45930,,,,,,,,,,,,,,,,,,,,,,,,,
YOL093W,29776,15641,,,,,,,,,,,,,,,,,,,,,,,,,
YOL094C,19593,13355,,,,,,,,,,,,,,,,,,,,,,,,,
YOL095C,14028,3645,,,,,,,,,,,,,,,,,,,,,,,,,
YOL096C,21929,5290,,,,,,,,,,,,,,,,,,,,,,,,,
