ORF,RNA_Prints,Ribo_Prints,,,,,,,,,,,,,,,,,,,,,,,,,
YGL148W,201274,208454,,,,,,,,,,,,,,,,,,,,,,,,,
YGL149W,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
YGL151W,46674,18809,,,,,,,,,,,,,,,,,,,,,,,,,
YGL153W,30435,16660,,,,,,,,,,,,,,,,,,,,,,,,,
YGL154C,12570,3159,,,,,,,,,,,,,,,,,,,,,,,,,
YGL155W,47897,11570,,,,,,,,,,,,,,,,,,,,,,,,,
YGL156W,7979,5601,,,,,,,,,,,,,,,,,,,,,,,,,
YGL157W,93569,45861,,,,,,,,,,,,,,,,,,,,,,,,,
YGL158W,4966,275,,,,,,,,,,,,,,,,,,,,,,,,,
YGL159W,23298,6448,,,,,,,,,,,,,,,,,,,,,,,,,
YGL160W,36228,12921,,,,,,,,,,,,,,,,,,,,,,,,,
YGL161C,74580,42384,,,,,,,,,,,,,,,,,,,,,,,,,
YGL162W,17143,7945,,,,,,,,,,,,,,,,,,,,,,,,,
YGL163C,24637,10380,,,,,,,,,,,,,,,,,,,,,,,,,
YGL164C,32493,10003,,,,,,,,,,,,,,,,,,,,,,,,,
YGL166W,23829,13229,,,,,,,,,,,,,,,,,,,,,,,,,
YGL167C,75888,58263,,,,,,,,,,,,,,,,,,,,,,,,,
YGL169W,29732,16659,,,,,,,,,,,,,,,,,,,,,,,,,
YGL170C,405,114,,,,,,,,,,,,,,,,,,,,,,,,,
YGL171W,40011,31354,,,,,,,,,,,,,,,,,,,,,,,,,
YGL172W,66817,44868,,,,,,,,,,,,,,,,,,,,,,,,,
YGL173C,162714,237387,,,,,,,,,,,,,,,,,,,,,,,,,
YGL174W,16580,7935,,,,,,,,,,,,,,,,,,,,,,,,,
YGL175C,2482,1246,,,,,,,,,,,,,,,,,,,,,,,,,
YGL176C,21262,2291,,,,,,,,,,,,,,,,,,,,,,,,,
YGL179C,14528,4048,,,,,,,,,,,,,,,,,,,,,,,,,
YGL180W,10182,6906,,,,,,,,,,,,,,,,,,,,,,,,,
YGL184C,2263,1605,,,,,,,,,,,,,,,,,,,,,,,,,
YGL185C,18245,6884,,,,,,,,,,,,,,,,,,,,,,,,,
YGL186C,75592,50961,,,,,,,,,,,,,,,,,,,,,,,,,
YGL187C,20607,15759,,,,,,,,,,,,,,,,,,,,,,,,,
YGL190C,36791,11270,,,,,,,,,,,,,,,,,,,,,,,,,
YGL191W,52884,50266,,,,,,,,,,,,,,,,,,,,,,,,,
YGL192W,141,0,,,,,,,,,,,,,,,,,,,,,,,,,
YGL194C,16344,7028,,,,,,,,,,,,,,,,,,,,,,,,,
YGL195W,144278,322119,,,,,,,,,,,,,,,,,,,,,,,,,
YGL196W,45538,17978,,,,,,,,,,,,,,,,,,,,,,,,,
YGL197W,31918,23311,,,,,,,,,,,,,,,,,,,,,,,,,
YGL198W,56371,38954,,,,,,,,,,,,,,,,,,,,,,,,,
YGL200C,123036,106573,,,,,,,,,,,,,,,,,,,,,,,,,
YGL201C,40184,43418,,,,,,,,,,,,,,,,,,,,,,,,,
YGL202W,179661,267154,,,,,,,,,,,,,,,,,,,,,,,,,
YGL205W,369,119,,,,,,,,,,,,,,,,,,,,,,,,,
YGL206C,61981,298902,,,,,,,,,,,,,,,,,,,,,,,,,
YGL207W,125512,158320,,,,,,,,,,,,,,,,,,,,,,,,,
YGL208W,21013,11482,,,,,,,,,,,,,,,,,,,,,,,,,
YGL209W,135972,17286,,,,,,,,,,,,,,,,,,,,,,,,,
YGL210W,17483,8835,,,,,,,,,,,,,,,,,,,,,,,,,
YGL211W,44324,13022,,,,,,,,,,,,,,,,,,,,,,,,,
YGL212W,12173,10930,,,,,,,,,,,,,,,,,,,,,,,,,
YGL213C,38189,29024,,,,,,,,,,,,,,,,,,,,,,,,,
YGL215W,44809,11777,,,,,,,,,,,,,,,,,,,,,,,,,
YGL216W,29106,17340,,,,,,,,,,,,,,,,,,,,,,,,,
YGL219C,37459,12233,,,,,,,,,,,,,,,,,,,,,,,,,
YGL220W,40338,20429,,,,,,,,,,,,,,,,,,,,,,,,,
YGL221C,103133,75926,,,,,,,,,,,,,,,,,,,,,,,,,
YGL222C,10224,14509,,,,,,,,,,,,,,,,,,,,,,,,,
YGL223C,36557,13339,,,,,,,,,,,,,,,,,,,,,,,,,
YGL224C,32720,8708,,,,,,,,,,,,,,,,,,,,,,,,,
YGL225W,75332,117496,,,,,,,,,,,,,,,,,,,,,,,,,
YGL226W,14371,15251,,,,,,,,,,,,,,,,,,,,,,,,,
YGL227W,29022,10417,,,,,,,,,,,,,,,,,,,,,,,,,
YGL228W,86209,64317,,,,,,,,,,,,,,,,,,,,,,,,,
YGL229C,17138,2512,,,,,,,,,,,,,,,,,,,,,,,,,
YGL230C,1041,84,,,,,,,,,,,,,,,,,,,,,,,,,
YGL231C,68726,36098,,,,,,,,,,,,,,,,,,,,,,,,,
YGL233W,46259,15344,,,,,,,,,,,,,,,,,,,,,,,,,
YGL234W,291750,596403,,,,,,,,,,,,,,,,,,,,,,,,,
YGL236C,14911,6691,,,,,,,,,,,,,,,,,,,,,,,,,
YGL237C,14679,6635,,,,,,,,,,,,,,,,,,,,,,,,,
YGL238W,86699,50749,,,,,,,,,,,,,,,,,,,,,,,,,
YGL240W,2064,3432,,,,,,,,,,,,,,,,,,,,,,,,,
YGL241W,41436,15825,,,,,,,,,,,,,,,,,,,,,,,,,
YGL242C,44482,31643,,,,,,,,,,,,,,,,,,,,,,,,,
YGL243W,24622,3401,,,,,,,,,,,,,,,,,,,,,,,,,
YGL244W,79820,59380,,,,,,,,,,,,,,,,,,,,,,,,,
YGL245W,325214,479235,,,,,,,,,,,,,,,,,,,,,,,,,
YGL246C,40589,13046,,,,,,,,,,,,,,,,,,,,,,,,,
YGL247W,17282,1985,,,,,,,,,,,,,,,,,,,,,,,,,
YGL248W,32104,7737,,,,,,,,,,,,,,,,,,,,,,,,,
YGL249W,1221,175,,,,,,,,,,,,,,,,,,,,,,,,,
YGL250W,9203,4630,,,,,,,,,,,,,,,,,,,,,,,,,
YGL252C,49109,20959,,,,,,,,,,,,,,,,,,,,,,,,,
YGL254W,14298,10178,,,,,,,,,,,,,,,,,,,,,,,,,
YGL255W,16560,10639,,,,,,,,,,,,,,,,,,,,,,,,,
YGR002C,25483,11198,,,,,,,,,,,,,,,,,,,,,,,,,
YGR003W,26597,10442,,,,,,,,,,,,,,,,,,,,,,,,,
YGR004W,23539,11646,,,,,,,,,,,,,,,,,,,,,,,,,
YGR005C,49742,25427,,,,,,,,,,,,,,,,,,,,,,,,,
YGR006W,8006,4966,,,,,,,,,,,,,,,,,,,,,,,,,
YGR007W,64550,19987,,,,,,,,,,,,,,,,,,,,,,,,,
YGR009C,53803,40498,,,,,,,,,,,,,,,,,,,,,,,,,
YGR010W,20890,12690,,,,,,,,,,,,,,,,,,,,,,,,,
YGR012W,41321,19610,,,,,,,,,,,,,,,,,,,,,,,,,
YGR013W,24272,11459,,,,,,,,,,,,,,,,,,,,,,,,,
YGR014W,55819,138514,,,,,,,,,,,,,,,,,,,,,,,,,
YGR015C,15819,3189,,,,,,,,,,,,,,,,,,,,,,,,,
YGR016W,7032,1548,,,,,,,,,,,,,,,,,,,,,,,,,
YGR017W,49704,14765,,,,,,,,,,,,,,,,,,,,,,,,,
YGR019W,29452,21293,,,,,,,,,,,,,,,,,,,,,,,,,
YGR020C,88883,52759,,,,,,,,,,,,,,,,,,,,,,,,,
YGR021W,22838,9160,,,,,,,,,,,,,,,,,,,,,,,,,
YGR023W,8179,5642,,,,,,,,,,,,,,,,,,,,,,,,,
YGR027C,685544,598608,,,,,,,,,,,,,,,,,,,,,,,,,
YGR028W,21996,7376,,,,,,,,,,,,,,,,,,,,,,,,,
YGR030C,23277,5514,,,,,,,,,,,,,,,,,,,,,,,,,
YGR031W,42913,14689,,,,,,,,,,,,,,,,,,,,,,,,,
YGR033C,45145,25609,,,,,,,,,,,,,,,,,,,,,,,,,
YGR035C,231325,57123,,,,,,,,,,,,,,,,,,,,,,,,,
YGR036C,16461,6430,,,,,,,,,,,,,,,,,,,,,,,,,
YGR038W,37622,19934,,,,,,,,,,,,,,,,,,,,,,,,,
YGR040W,23160,6284,,,,,,,,,,,,,,,,,,,,,,,,,
YGR041W,35566,13667,,,,,,,,,,,,,,,,,,,,,,,,,
YGR042W,23490,4511,,,,,,,,,,,,,,,,,,,,,,,,,
YGR043C,5366,1548,,,,,,,,,,,,,,,,,,,,,,,,,
YGR044C,47866,22887,,,,,,,,,,,,,,,,,,,,,,,,,
YGR046W,24792,8061,,,,,,,,,,,,,,,,,,,,,,,,,
YGR047C,27218,14301,,,,,,,,,,,,,,,,,,,,,,,,,
YGR048W,42899,21329,,,,,,,,,,,,,,,,,,,,,,,,,
YGR049W,18888,17645,,,,,,,,,,,,,,,,,,,,,,,,,
YGR052W,15113,1732,,,,,,,,,,,,,,,,,,,,,,,,,
YGR053C,6676,616,,,,,,,,,,,,,,,,,,,,,,,,,
YGR054W,93402,157669,,,,,,,,,,,,,,,,,,,,,,,,,
YGR055W,106410,87680,,,,,,,,,,,,,,,,,,,,,,,,,
YGR057C,13506,2030,,,,,,,,,,,,,,,,,,,,,,,,,
YGR058W,12397,9413,,,,,,,,,,,,,,,,,,,,,,,,,
YGR059W,2116,77,,,,,,,,,,,,,,,,,,,,,,,,,
YGR060W,62280,90079,,,,,,,,,,,,,,,,,,,,,,,,,
YGR061C,316381,370449,,,,,,,,,,,,,,,,,,,,,,,,,
YGR062C,21883,4387,,,,,,,,,,,,,,,,,,,,,,,,,
YGR063C,25768,24947,,,,,,,,,,,,,,,,,,,,,,,,,
YGR065C,20390,8638,,,,,,,,,,,,,,,,,,,,,,,,,
YGR066C,2171,86,,,,,,,,,,,,,,,,,,,,,,,,,
YGR067C,4352,896,,,,,,,,,,,,,,,,,,,,,,,,,
YGR068C,24234,8001,,,,,,,,,,,,,,,,,,,,,,,,,
YGR071C,20727,6416,,,,,,,,,,,,,,,,,,,,,,,,,
YGR072W,36853,11936,,,,,,,,,,,,,,,,,,,,,,,,,
YGR074W,27383,14889,,,,,,,,,,,,,,,,,,,,,,,,,
YGR075C,8828,2969,,,,,,,,,,,,,,,,,,,,,,,,,
YGR076C,16117,9963,,,,,,,,,,,,,,,,,,,,,,,,,
YGR077C,33435,8178,,,,,,,,,,,,,,,,,,,,,,,,,
YGR078C,50238,57751,,,,,,,,,,,,,,,,,,,,,,,,,
YGR080W,39097,36393,,,,,,,,,,,,,,,,,,,,,,,,,
YGR081C,35730,20188,,,,,,,,,,,,,,,,,,,,,,,,,
YGR082W,49760,58091,,,,,,,,,,,,,,,,,,,,,,,,,
YGR083C,104730,80885,,,,,,,,,,,,,,,,,,,,,,,,,
YGR084C,45694,15900,,,,,,,,,,,,,,,,,,,,,,,,,
YGR086C,345609,252849,,,,,,,,,,,,,,,,,,,,,,,,,
YGR089W,40416,13271,,,,,,,,,,,,,,,,,,,,,,,,,
YGR090W,64210,58998,,,,,,,,,,,,,,,,,,,,,,,,,
YGR091W,23481,5929,,,,,,,,,,,,,,,,,,,,,,,,,
YGR093W,40284,14380,,,,,,,,,,,,,,,,,,,,,,,,,
YGR094W,298413,320135,,,,,,,,,,,,,,,,,,,,,,,,,
YGR096W,4869,1711,,,,,,,,,,,,,,,,,,,,,,,,,
YGR097W,33416,21486,,,,,,,,,,,,,,,,,,,,,,,,,
YGR098C,22215,7837,,,,,,,,,,,,,,,,,,,,,,,,,
YGR099W,34333,8394,,,,,,,,,,,,,,,,,,,,,,,,,
YGR100W,42624,17259,,,,,,,,,,,,,,,,,,,,,,,,,
YGR101W,27384,13186,,,,,,,,,,,,,,,,,,,,,,,,,
YGR102C,30037,8766,,,,,,,,,,,,,,,,,,,,,,,,,
YGR104C,26520,11910,,,,,,,,,,,,,,,,,,,,,,,,,
YGR106C,213628,180349,,,,,,,,,,,,,,,,,,,,,,,,,
YGR108W,46054,12617,,,,,,,,,,,,,,,,,,,,,,,,,
YGR109C,13124,8120,,,,,,,,,,,,,,,,,,,,,,,,,
YGR110W,2905,627,,,,,,,,,,,,,,,,,,,,,,,,,
YGR111W,38457,15828,,,,,,,,,,,,,,,,,,,,,,,,,
YGR112W,16286,7361,,,,,,,,,,,,,,,,,,,,,,,,,
YGR113W,38635,11867,,,,,,,,,,,,,,,,,,,,,,,,,
YGR117C,60273,14647,,,,,,,,,,,,,,,,,,,,,,,,,
YGR119C,90748,38292,,,,,,,,,,,,,,,,,,,,,,,,,
YGR120C,22227,6899,,,,,,,,,,,,,,,,,,,,,,,,,
YGR122W,24176,6759,,,,,,,,,,,,,,,,,,,,,,,,,
YGR123C,47082,60859,,,,,,,,,,,,,,,,,,,,,,,,,
YGR125W,29154,21318,,,,,,,,,,,,,,,,,,,,,,,,,
YGR126W,1910,5619,,,,,,,,,,,,,,,,,,,,,,,,,
YGR127W,18679,3632,,,,,,,,,,,,,,,,,,,,,,,,,
YGR128C,69681,44570,,,,,,,,,,,,,,,,,,,,,,,,,
YGR129W,13579,6404,,,,,,,,,,,,,,,,,,,,,,,,,
YGR131W,6352,755,,,,,,,,,,,,,,,,,,,,,,,,,
YGR132C,83239,47133,,,,,,,,,,,,,,,,,,,,,,,,,
YGR133W,13366,4398,,,,,,,,,,,,,,,,,,,,,,,,,
YGR134W,24008,5784,,,,,,,,,,,,,,,,,,,,,,,,,
YGR135W,163828,70597,,,,,,,,,,,,,,,,,,,,,,,,,
YGR136W,95545,96078,,,,,,,,,,,,,,,,,,,,,,,,,
YGR140W,24654,11210,,,,,,,,,,,,,,,,,,,,,,,,,
YGR141W,23555,16463,,,,,,,,,,,,,,,,,,,,,,,,,
YGR142W,36411,10697,,,,,,,,,,,,,,,,,,,,,,,,,
YGR144W,2326,449,,,,,,,,,,,,,,,,,,,,,,,,,
YGR145W,58809,42368,,,,,,,,,,,,,,,,,,,,,,,,,
YGR147C,47607,14815,,,,,,,,,,,,,,,,,,,,,,,,,
YGR149W,37316,6770,,,,,,,,,,,,,,,,,,,,,,,,,
YGR150C,27558,3803,,,,,,,,,,,,,,,,,,,,,,,,,
YGR152C,42298,21329,,,,,,,,,,,,,,,,,,,,,,,,,
YGR153W,6408,1697,,,,,,,,,,,,,,,,,,,,,,,,,
YGR154C,15906,347,,,,,,,,,,,,,,,,,,,,,,,,,
YGR155W,381514,373851,,,,,,,,,,,,,,,,,,,,,,,,,
YGR156W,22419,11267,,,,,,,,,,,,,,,,,,,,,,,,,
YGR157W,183192,83624,,,,,,,,,,,,,,,,,,,,,,,,,
YGR158C,26506,14053,,,,,,,,,,,,,,,,,,,,,,,,,
YGR159C,73006,156563,,,,,,,,,,,,,,,,,,,,,,,,,
YGR161C,160367,41979,,,,,,,,,,,,,,,,,,,,,,,,,
YGR162W,145725,284287,,,,,,,,,,,,,,,,,,,,,,,,,
YGR163W,38587,13035,,,,,,,,,,,,,,,,,,,,,,,,,
YGR165W,32260,14340,,,,,,,,,,,,,,,,,,,,,,,,,
YGR166W,23461,9503,,,,,,,,,,,,,,,,,,,,,,,,,
YGR167W,137465,107340,,,,,,,,,,,,,,,,,,,,,,,,,
YGR168C,24900,1924,,,,,,,,,,,,,,,,,,,,,,,,,
YGR169C,15736,3570,,,,,,,,,,,,,,,,,,,,,,,,,
YGR170W,34289,11133,,,,,,,,,,,,,,,,,,,,,,,,,
YGR171C,20880,5262,,,,,,,,,,,,,,,,,,,,,,,,,
YGR172C,37177,22792,,,,,,,,,,,,,,,,,,,,,,,,,
YGR173W,56130,53092,,,,,,,,,,,,,,,,,,,,,,,,,
YGR174C,11470,6075,,,,,,,,,,,,,,,,,,,,,,,,,
YGR175C,148661,242995,,,,,,,,,,,,,,,,,,,,,,,,,
YGR177C,29237,15786,,,,,,,,,,,,,,,,,,,,,,,,,
YGR178C,119292,96473,,,,,,,,,,,,,,,,,,,,,,,,,
YGR179C,29692,6570,,,,,,,,,,,,,,,,,,,,,,,,,
YGR180C,219037,230734,,,,,,,,,,,,,,,,,,,,,,,,,
YGR181W,32262,26978,,,,,,,,,,,,,,,,,,,,,,,,,
YGR184C,51968,44087,,,,,,,,,,,,,,,,,,,,,,,,,
YGR185C,211339,137033,,,,,,,,,,,,,,,,,,,,,,,,,
YGR186W,79727,60964,,,,,,,,,,,,,,,,,,,,,,,,,
YGR187C,50913,36334,,,,,,,,,,,,,,,,,,,,,,,,,
YGR188C,8495,2852,,,,,,,,,,,,,,,,,,,,,,,,,
YGR189C,168309,322402,,,,,,,,,,,,,,,,,,,,,,,,,
YGR191W,56575,78271,,,,,,,,,,,,,,,,,,,,,,,,,
YGR193C,65643,44675,,,,,,,,,,,,,,,,,,,,,,,,,
YGR194C,34461,10196,,,,,,,,,,,,,,,,,,,,,,,,,
YGR195W,41610,23359,,,,,,,,,,,,,,,,,,,,,,,,,
YGR196C,38072,20209,,,,,,,,,,,,,,,,,,,,,,,,,
YGR197C,19469,10644,,,,,,,,,,,,,,,,,,,,,,,,,
YGR198W,44193,19822,,,,,,,,,,,,,,,,,,,,,,,,,
YGR200C,79505,56670,,,,,,,,,,,,,,,,,,,,,,,,,
YGR201C,9568,2013,,,,,,,,,,,,,,,,,,,,,,,,,
YGR202C,40632,22681,,,,,,,,,,,,,,,,,,,,,,,,,
YGR203W,12841,10798,,,,,,,,,,,,,,,,,,,,,,,,,
YGR205W,26938,16690,,,,,,,,,,,,,,,,,,,,,,,,,
YGR206W,13471,6060,,,,,,,,,,,,,,,,,,,,,,,,,
YGR207C,46904,25606,,,,,,,,,,,,,,,,,,,,,,,,,
YGR208W,66357,45696,,,,,,,,,,,,,,,,,,,,,,,,,
YGR209C,161928,160483,,,,,,,,,,,,,,,,,,,,,,,,,
YGR210C,78080,32588,,,,,,,,,,,,,,,,,,,,,,,,,
YGR211W,77764,109551,,,,,,,,,,,,,,,,,,,,,,,,,
YGR212W,9087,2071,,,,,,,,,,,,,,,,,,,,,,,,,
YGR213C,1652,304,,,,,,,,,,,,,,,,,,,,,,,,,
YGR214W,296226,334388,,,,,,,,,,,,,,,,,,,,,,,,,
YGR215W,24605,14462,,,,,,,,,,,,,,,,,,,,,,,,,
YGR216C,34452,9366,,,,,,,,,,,,,,,,,,,,,,,,,
YGR217W,16166,11401,,,,,,,,,,,,,,,,,,,,,,,,,
YGR218W,86224,118870,,,,,,,,,,,,,,,,,,,,,,,,,
YGR220C,47253,16993,,,,,,,,,,,,,,,,,,,,,,,,,
YGR221C,15664,3165,,,,,,,,,,,,,,,,,,,,,,,,,
YGR222W,29807,4531,,,,,,,,,,,,,,,,,,,,,,,,,
YGR223C,34427,7610,,,,,,,,,,,,,,,,,,,,,,,,,
YGR227W,24555,17161,,,,,,,,,,,,,,,,,,,,,,,,,
YGR229C,100321,61914,,,,,,,,,,,,,,,,,,,,,,,,,
YGR230W,14318,4012,,,,,,,,,,,,,,,,,,,,,,,,,
YGR231C,108184,63681,,,,,,,,,,,,,,,,,,,,,,,,,
YGR232W,45148,20529,,,,,,,,,,,,,,,,,,,,,,,,,
YGR234W,489546,472742,,,,,,,,,,,,,,,,,,,,,,,,,
YGR237C,32461,12745,,,,,,,,,,,,,,,,,,,,,,,,,
YGR238C,30516,6004,,,,,,,,,,,,,,,,,,,,,,,,,
YGR241C,77405,24946,,,,,,,,,,,,,,,,,,,,,,,,,
YGR243W,224523,7774,,,,,,,,,,,,,,,,,,,,,,,,,
YGR244C,73467,45314,,,,,,,,,,,,,,,,,,,,,,,,,
YGR245C,86067,59038,,,,,,,,,,,,,,,,,,,,,,,,,
YGR246C,35504,19058,,,,,,,,,,,,,,,,,,,,,,,,,
YGR247W,14541,5568,,,,,,,,,,,,,,,,,,,,,,,,,
YGR248W,16503,3298,,,,,,,,,,,,,,,,,,,,,,,,,
YGR249W,3458,383,,,,,,,,,,,,,,,,,,,,,,,,,
YGR250C,25190,14467,,,,,,,,,,,,,,,,,,,,,,,,,
YGR251W,22660,12412,,,,,,,,,,,,,,,,,,,,,,,,,
YGR252W,30084,7756,,,,,,,,,,,,,,,,,,,,,,,,,
YGR253C,122609,36981,,,,,,,,,,,,,,,,,,,,,,,,,
YGR255C,50599,19494,,,,,,,,,,,,,,,,,,,,,,,,,
YGR257C,34564,4322,,,,,,,,,,,,,,,,,,,,,,,,,
YGR258C,27373,7263,,,,,,,,,,,,,,,,,,,,,,,,,
YGR260W,99594,64155,,,,,,,,,,,,,,,,,,,,,,,,,
YGR261C,59594,36574,,,,,,,,,,,,,,,,,,,,,,,,,
YGR262C,37049,13609,,,,,,,,,,,,,,,,,,,,,,,,,
YGR263C,16556,7177,,,,,,,,,,,,,,,,,,,,,,,,,
YGR264C,176902,179707,,,,,,,,,,,,,,,,,,,,,,,,,
YGR266W,38647,28601,,,,,,,,,,,,,,,,,,,,,,,,,
YGR267C,50478,22453,,,,,,,,,,,,,,,,,,,,,,,,,
YGR268C,14389,14261,,,,,,,,,,,,,,,,,,,,,,,,,
YGR270W,61867,30064,,,,,,,,,,,,,,,,,,,,,,,,,
YGR281W,89469,54231,,,,,,,,,,,,,,,,,,,,,,,,,
YGR282C,229820,272637,,,,,,,,,,,,,,,,,,,,,,,,,
YGR283C,33335,12991,,,,,,,,,,,,,,,,,,,,,,,,,
YGR284C,47930,43820,,,,,,,,,,,,,,,,,,,,,,,,,
YGR285C,362759,629422,,,,,,,,,,,,,,,,,,,,,,,,,
YGR286C,23833,12201,,,,,,,,,,,,,,,,,,,,,,,,,
YHL002W,56439,26692,,,,,,,,,,,,,,,,,,,,,,,,,
YHL004W,44804,29993,,,,,,,,,,,,,,,,,,,,,,,,,
YHL006C,5153,2149,,,,,,,,,,,,,,,,,,,,,,,,,
YHL007C,51804,48367,,,,,,,,,,,,,,,,,,,,,,,,,
YHL008C,30591,6902,,,,,,,,,,,,,,,,,,,,,,,,,
YHL009C,22932,8979,,,,,,,,,,,,,,,,,,,,,,,,,
YHL010C,11374,3978,,,,,,,,,,,,,,,,,,,,,,,,,
YHL011C,86840,72474,,,,,,,,,,,,,,,,,,,,,,,,,
YHL012W,1113,116,,,,,,,,,,,,,,,,,,,,,,,,,
YHL013C,32815,17504,,,,,,,,,,,,,,,,,,,,,,,,,
YHL014C,15081,4821,,,,,,,,,,,,,,,,,,,,,,,,,
YHL016C,9100,1170,,,,,,,,,,,,,,,,,,,,,,,,,
YHL017W,30711,22839,,,,,,,,,,,,,,,,,,,,,,,,,
YHL018W,1887,2288,,,,,,,,,,,,,,,,,,,,,,,,,
YHL019C,25716,6650,,,,,,,,,,,,,,,,,,,,,,,,,
YHL020C,77747,17333,,,,,,,,,,,,,,,,,,,,,,,,,
YHL021C,122941,47759,,,,,,,,,,,,,,,,,,,,,,,,,
YHL022C,4316,747,,,,,,,,,,,,,,,,,,,,,,,,,
YHL023C,28443,9055,,,,,,,,,,,,,,,,,,,,,,,,,
YHL024W,1730,1585,,,,,,,,,,,,,,,,,,,,,,,,,
YHL025W,59733,14417,,,,,,,,,,,,,,,,,,,,,,,,,
YHL026C,7199,1144,,,,,,,,,,,,,,,,,,,,,,,,,
YHL027W,52221,43660,,,,,,,,,,,,,,,,,,,,,,,,,
YHL028W,10492,13061,,,,,,,,,,,,,,,,,,,,,,,,,
YHL029C,21540,11051,,,,,,,,,,,,,,,,,,,,,,,,,
YHL030W,47240,83356,,,,,,,,,,,,,,,,,,,,,,,,,
YHL031C,24649,22142,,,,,,,,,,,,,,,,,,,,,,,,,
YHL032C,43131,3888,,,,,,,,,,,,,,,,,,,,,,,,,
YHL033C,164844,439789,,,,,,,,,,,,,,,,,,,,,,,,,
YHL034C,202127,258115,,,,,,,,,,,,,,,,,,,,,,,,,
YHL036W,5038,1804,,,,,,,,,,,,,,,,,,,,,,,,,
YHL038C,23095,8127,,,,,,,,,,,,,,,,,,,,,,,,,
YHL039W,42539,30293,,,,,,,,,,,,,,,,,,,,,,,,,
YHL047C,29825,13185,,,,,,,,,,,,,,,,,,,,,,,,,
YHR004C,29372,3977,,,,,,,,,,,,,,,,,,,,,,,,,
YHR005C,94584,35143,,,,,,,,,,,,,,,,,,,,,,,,,
YHR006W,55118,18185,,,,,,,,,,,,,,,,,,,,,,,,,
YHR007C,217230,219988,,,,,,,,,,,,,,,,,,,,,,,,,
YHR008C,88090,100988,,,,,,,,,,,,,,,,,,,,,,,,,
YHR009C,58077,31692,,,,,,,,,,,,,,,,,,,,,,,,,
YHR011W,23356,5192,,,,,,,,,,,,,,,,,,,,,,,,,
YHR013C,60176,41943,,,,,,,,,,,,,,,,,,,,,,,,,
YHR014W,1017,29,,,,,,,,,,,,,,,,,,,,,,,,,
YHR015W,3313,520,,,,,,,,,,,,,,,,,,,,,,,,,
YHR016C,46586,36245,,,,,,,,,,,,,,,,,,,,,,,,,
YHR017W,29874,8978,,,,,,,,,,,,,,,,,,,,,,,,,
YHR018C,60634,41028,,,,,,,,,,,,,,,,,,,,,,,,,
YHR019C,297778,407046,,,,,,,,,,,,,,,,,,,,,,,,,
YHR020W,158919,357710,,,,,,,,,,,,,,,,,,,,,,,,,
YHR023W,43782,26598,,,,,,,,,,,,,,,,,,,,,,,,,
YHR024C,44049,30332,,,,,,,,,,,,,,,,,,,,,,,,,
YHR025W,145905,180442,,,,,,,,,,,,,,,,,,,,,,,,,
YHR026W,53375,31839,,,,,,,,,,,,,,,,,,,,,,,,,
YHR027C,250719,212309,,,,,,,,,,,,,,,,,,,,,,,,,
YHR028C,72325,34238,,,,,,,,,,,,,,,,,,,,,,,,,
YHR029C,30073,15699,,,,,,,,,,,,,,,,,,,,,,,,,
YHR030C,52455,23929,,,,,,,,,,,,,,,,,,,,,,,,,
YHR031C,23502,8078,,,,,,,,,,,,,,,,,,,,,,,,,
YHR032W,38568,38543,,,,,,,,,,,,,,,,,,,,,,,,,
YHR033W,18850,402,,,,,,,,,,,,,,,,,,,,,,,,,
YHR034C,28365,15231,,,,,,,,,,,,,,,,,,,,,,,,,
YHR035W,8568,1531,,,,,,,,,,,,,,,,,,,,,,,,,
YHR036W,20262,6257,,,,,,,,,,,,,,,,,,,,,,,,,
YHR037W,55033,56417,,,,,,,,,,,,,,,,,,,,,,,,,
YHR038W,15124,10251,,,,,,,,,,,,,,,,,,,,,,,,,
YHR039C,100441,65083,,,,,,,,,,,,,,,,,,,,,,,,,
YHR040W,26222,10319,,,,,,,,,,,,,,,,,,,,,,,,,
YHR041C,27995,20805,,,,,,,,,,,,,,,,,,,,,,,,,
YHR042W,89367,129399,,,,,,,,,,,,,,,,,,,,,,,,,
YHR043C,23469,7269,,,,,,,,,,,,,,,,,,,,,,,,,
YHR044C,4848,542,,,,,,,,,,,,,,,,,,,,,,,,,
YHR045W,49334,14791,,,,,,,,,,,,,,,,,,,,,,,,,
YHR048W,6497,1330,,,,,,,,,,,,,,,,,,,,,,,,,
YHR049W,50184,43853,,,,,,,,,,,,,,,,,,,,,,,,,
YHR050W,48901,24909,,,,,,,,,,,,,,,,,,,,,,,,,
YHR051W,36672,30952,,,,,,,,,,,,,,,,,,,,,,,,,
YHR052W,60406,38986,,,,,,,,,,,,,,,,,,,,,,,,,
YHR056C,18064,13719,,,,,,,,,,,,,,,,,,,,,,,,,
YHR057C,53894,27829,,,,,,,,,,,,,,,,,,,,,,,,,
YHR058C,23570,14987,,,,,,,,,,,,,,,,,,,,,,,,,
YHR059W,12190,11934,,,,,,,,,,,,,,,,,,,,,,,,,
YHR060W,29841,11838,,,,,,,,,,,,,,,,,,,,,,,,,
YHR061C,11337,11862,,,,,,,,,,,,,,,,,,,,,,,,,
YHR062C,34152,17314,,,,,,,,,,,,,,,,,,,,,,,,,
YHR063C,66357,30026,,,,,,,,,,,,,,,,,,,,,,,,,
